Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-4061	-5692.2458	-5685.0718	-5685.0717	-5685.0723	-5685.0711	
uce-4063	-4706.4931	-4703.2967	-4703.5804	-4703.5789	-4703.2971	
uce-4066	-4787.0701	-4786.5147	-4786.5158	-4786.5148	-4786.5160	
uce-4067	-4702.4515	-4702.1109	-4702.1114	-4702.5979	-4702.5983	
uce-4068	-4313.5301	-4311.7215	-4313.9633	-4313.9622	-4311.7217	
uce-4069	-2164.8185	-2166.4863	-2166.4866	-2167.1540	-2167.1534	
uce-4071	-4465.9387	-4464.7077	-4464.7065	-4465.2166	-4465.2160	
uce-4072	-3560.5511	-3561.0753	-3561.8523	-3562.7287	-3561.0750	
uce-4075	-4222.0309	-4226.1702	-4226.1713	-4226.1709	-4226.1703	
uce-4076	-4185.0344	-4170.4469	-4170.4467	-4172.8500	-4172.8496	
uce-4077	-3528.4045	-3524.2845	-3527.9059	-3527.2546	-3524.2844	
uce-4078	-1855.3548	-1861.0977	-1861.9984	-1861.9985	-1861.0978	
uce-4079	-4896.6888	-4879.9985	-4880.5288	-4880.5296	-4879.9986	
uce-408	-3275.4945	-3263.9528	-3263.9525	-3263.9525	-3263.9527	
uce-4080	-2903.0402	-2905.7602	-2905.7600	-2905.7594	-2905.7592	
uce-4081	-5573.1692	-5567.4042	-5567.4048	-5568.0520	-5568.0205	
uce-4082	-6831.4810	-6821.3984	-6821.3988	-6821.4773	-6823.3450	
uce-4086	-6186.2878	-6187.3825	-6187.3813	-6187.4237	-6187.4060	
uce-4088	-3364.7564	-3365.2513	-3365.7511	-3365.7789	-3365.2509	
uce-4089	-2097.7871	-2095.6790	-2095.8411	-2095.3707	-2095.8408	
uce-4090	-4062.2923	-4045.4274	-4045.4282	-4045.4278	-4045.4273	
uce-4091	-4182.1433	-4191.9807	-4194.1068	-4192.8266	-4191.9805	
uce-4094	-5308.6875	-5304.4115	-5304.4109	-5305.2924	-5304.4997	
uce-4095	-4188.9855	-4187.6493	-4187.6494	-4187.6488	-4187.6488	
uce-4096	-4755.7528	-4757.0550	-4757.0556	-4757.3465	-4757.3445	
uce-4097	-5688.5877	-5669.4830	-5670.2508	-5670.2513	-5669.4831	
uce-4099	-6037.5145	-6027.2616	-6027.4773	-6027.4778	-6027.2613	
uce-41	-3858.1183	-3828.7950	-3829.5744	-3828.7945	-3829.5737	
uce-4101	-5361.6550	-5351.9872	-5351.9875	-5353.3772	-5352.8679	
uce-4102	-5992.9879	-5987.1837	-5987.1833	-5987.1833	-5987.1837	
uce-4106	-6574.7709	-6560.9718	-6562.6672	-6560.9712	-6561.5016	
uce-4107	-5862.3347	-5855.3846	-5855.9322	-5855.9304	-5855.3851	
uce-411	-5097.9819	-5083.0297	-5083.1062	-5083.0301	-5083.1059	
uce-4110	-4761.8929	-4754.8394	-4755.9591	-4755.7449	-4754.8397	
uce-4111	-4439.5284	-4443.1420	-4443.1421	-4444.2860	-4444.2852	
uce-4113	-4942.4500	-4930.4733	-4930.7470	-4930.7506	-4930.4727	
uce-4114	-4146.1240	-4136.6860	-4136.6853	-4136.9061	-4136.9060	
uce-4115	-5068.8911	-5060.9144	-5061.9636	-5060.9139	-5061.9640	
uce-4116	-4082.5198	-4078.8752	-4078.8762	-4078.8748	-4078.8752	
uce-4117	-3318.0490	-3318.8578	-3318.8579	-3322.1745	-3322.1743	
uce-4118	-6154.8425	-6156.2847	-6157.5219	-6157.5228	-6156.2850	
uce-4119	-4419.6760	-4404.4982	-4404.9797	-4404.9796	-4404.4983	
uce-412	-6262.4776	-6261.7804	-6261.7810	-6261.7811	-6261.7800	
uce-4121	-1189.5129	-1190.8481	-1191.0931	-1190.8483	-1191.0933	
uce-4122	-4587.5143	-4586.9546	-4586.9545	-4586.9626	-4586.9624	
uce-4124	-5358.0322	-5351.0973	-5354.3176	-5354.3169	-5351.0984	
uce-4128	-4674.7304	-4676.4653	-4676.4648	-4679.4871	-4679.6143	
uce-413	-5663.4930	-5655.8378	-5655.8379	-5656.2733	-5656.3343	
uce-4131	-6665.5178	-6654.6934	-6654.6945	-6658.3233	-6658.3232	
uce-4132	-3610.8081	-3605.2647	-3605.2639	-3608.1352	-3608.1338	
uce-4133	-3475.2771	-3468.3144	-3468.3145	-3474.6805	-3474.6727	
uce-4135	-1847.9337	-1845.9751	-1847.2656	-1847.2656	-1845.9751	
uce-4136	-5763.3903	-5767.5159	-5767.6592	-5767.5157	-5767.5855	
uce-4140	-1953.2367	-1978.6118	-1978.6194	-1978.6191	-1978.6117	
uce-4141	-3308.8378	-3300.0449	-3301.5270	-3301.3352	-3300.0450	
uce-4143	-1186.1706	-1178.6739	-1183.9772	-1181.6237	-1178.6744	
uce-4146	-4588.8779	-4584.3046	-4584.4781	-4584.3046	-4584.4778	
uce-4147	-4653.4537	-4641.5678	-4642.9797	-4642.7115	-4641.5669	
uce-415	-5788.4849	-5777.5122	-5781.6022	-5781.6015	-5777.5101	
uce-4151	-3877.0844	-3875.3314	-3875.3313	-3876.3468	-3876.3467	
uce-4154	-3947.7939	-3946.7547	-3946.7526	-3949.2799	-3948.8866	
uce-4155	-4053.1201	-4053.3708	-4053.8382	-4053.8377	-4053.3711	
uce-4157	-4740.7896	-4742.6751	-4743.8389	-4742.6754	-4743.8400	
uce-4159	-2360.7483	-2358.7724	-2359.0453	-2358.7738	-2359.0442	
uce-416	-5303.0805	-5300.9826	-5303.3046	-5303.3050	-5300.9844	
uce-4160	-3614.2961	-3609.1728	-3609.1729	-3610.4118	-3610.4118	
uce-4161	-2141.5269	-2131.3739	-2131.3740	-2131.3740	-2131.3747	
uce-4166	-2273.2949	-2266.0032	-2266.0424	-2266.0426	-2266.0032	
uce-4167	-4339.6461	-4332.8307	-4332.8309	-4334.5405	-4334.5407	
uce-4169	-2042.8602	-2037.4326	-2037.8814	-2037.8810	-2037.4326	
uce-417	-5137.2204	-5134.6552	-5141.0279	-5134.6553	-5136.4775	
uce-4170	-5717.3267	-5717.4048	-5717.4047	-5717.4061	-5717.4045	
uce-4171	-3715.7748	-3712.4105	-3712.7451	-3712.5747	-3712.4107	
uce-4172	-2242.3869	-2247.9971	-2249.2704	-2249.2590	-2247.9955	
uce-4173	-4567.4304	-4568.9207	-4568.9209	-4568.9209	-4568.9212	
uce-4174	-4400.3089	-4397.8130	-4397.8131	-4397.8622	-4397.8624	
uce-4175	-4436.2491	-4427.4331	-4427.4337	-4427.4331	-4427.4332	
uce-4176	-6292.8018	-6283.8075	-6288.0453	-6286.5708	-6283.8070	
uce-4178	-4398.9582	-4403.4008	-4403.4009	-4403.4011	-4403.4008	
uce-4179	-3375.4053	-3371.8865	-3371.8866	-3371.8861	-3371.8860	
uce-418	-4089.9268	-4093.1152	-4093.7764	-4093.1143	-4093.7770	
uce-4180	-2521.8927	-2518.8320	-2518.8322	-2518.8323	-2518.8321	
uce-4181	-4862.5572	-4863.9194	-4863.9194	-4863.9192	-4863.9194	
uce-4183	-1719.7006	-1717.9458	-1717.9459	-1717.9459	-1717.9457	
uce-4184	-4687.5259	-4681.1980	-4681.1981	-4681.1981	-4681.1985	
uce-4187	-4257.2484	-4253.4441	-4253.4449	-4254.4568	-4254.4577	
uce-4189	-2586.8415	-2587.2555	-2587.2556	-2590.3581	-2590.3579	
uce-419	-3401.2949	-3396.6754	-3399.8030	-3396.6759	-3399.8041	
uce-4190	-5276.6700	-5270.2213	-5270.2208	-5270.2215	-5270.2198	
uce-4192	-1594.9089	-1597.1620	-1597.2289	-1597.2292	-1597.1617	
uce-4195	-1690.4815	-1687.8751	-1691.4946	-1687.8752	-1691.4948	
uce-4198	-4441.8881	-4439.7223	-4439.8919	-4439.7230	-4439.8929	
uce-4199	-2682.6724	-2682.1113	-2682.1116	-2682.1122	-2682.1121	
uce-42	-5550.8779	-5545.9586	-5547.2357	-5547.2352	-5545.9584	
uce-420	-5004.3658	-4996.3652	-4999.8581	-4999.8571	-4996.3651	
uce-4200	-5371.9470	-5367.5815	-5369.0175	-5367.5818	-5368.9621	
uce-4201	-3789.7512	-3788.9571	-3788.9566	-3788.9576	-3788.9563	
uce-4202	-5423.3016	-5420.7050	-5422.4850	-5422.4846	-5420.7051	
uce-4205	-4795.1419	-4790.8100	-4790.8099	-4790.8100	-4790.8100	
uce-4206	-2221.4494	-2224.3743	-2224.3740	-2224.3740	-2224.3743	
uce-4207	-5340.0000	-5334.1187	-5334.1187	-5334.2718	-5334.2712	
uce-4208	-5051.1462	-5047.9585	-5053.4237	-5053.4239	-5047.9583	
uce-421	-4065.1318	-4045.6303	-4045.6306	-4046.6965	-4046.6965	
uce-4210	-3106.1558	-3085.5101	-3090.1045	-3091.4578	-3085.5105	
uce-4211	-3475.3816	-3472.0558	-3472.8716	-3472.0557	-3472.8714	
uce-4212	-4896.8031	-4894.1590	-4894.5853	-4894.3131	-4894.1593	
uce-4215	-4917.5550	-4906.2480	-4906.2546	-4906.2479	-4906.2547	
uce-4216	-3997.6594	-3995.0609	-3997.1411	-3995.0607	-3996.4674	
uce-4217	-5533.8822	-5506.2527	-5508.5120	-5508.9330	-5506.2516	
uce-422	-4542.2406	-4539.9721	-4539.9719	-4539.9705	-4539.9723	
uce-4220	-2695.2446	-2692.4321	-2692.4322	-2692.4322	-2692.4321	
uce-4222	-5219.0853	-5207.0086	-5208.5435	-5208.5439	-5207.0084	
uce-4223	-7353.4228	-7333.8591	-7333.8590	-7335.0259	-7334.8970	
uce-4224	-2293.7912	-2291.5204	-2291.6295	-2291.5205	-2291.6293	
uce-4225	-1624.1088	-1624.3892	-1624.3895	-1624.3896	-1624.3894	
uce-4227	-4753.7109	-4742.9412	-4746.3373	-4742.9410	-4746.2633	
uce-4231	-3872.5091	-3874.5219	-3874.8751	-3874.8748	-3874.5216	
uce-4232	-3735.6891	-3734.1210	-3734.4401	-3734.4396	-3734.1211	
uce-4234	-5549.5892	-5545.2782	-5545.2783	-5545.2777	-5545.2782	
uce-4236	-3255.7197	-3267.1137	-3269.1760	-3267.1143	-3269.1754	
uce-4237	-3941.1020	-3939.9081	-3939.9073	-3939.9083	-3939.9087	
uce-4238	-5706.4127	-5699.4463	-5700.1100	-5700.1104	-5699.4481	
uce-424	-5611.9599	-5599.5039	-5599.5044	-5599.5052	-5599.5044	
uce-4248	-3239.5602	-3236.5719	-3238.6768	-3238.6777	-3236.5718	
uce-4249	-5219.3027	-5215.8221	-5215.8231	-5217.4050	-5217.4045	
uce-4250	-4176.6901	-4170.3758	-4170.3768	-4170.7549	-4170.7686	
uce-4254	-4084.9391	-4084.4914	-4084.4912	-4084.4914	-4084.4923	
uce-4256	-3920.8574	-3910.6476	-3910.6474	-3912.5573	-3912.5565	
uce-4258	-3489.3888	-3486.4107	-3491.1855	-3491.1850	-3486.4107	
uce-4259	-4563.3095	-4568.7120	-4568.7166	-4568.7134	-4568.7156	
uce-426	-3272.0184	-3254.3251	-3254.4696	-3254.3301	-3254.3254	
uce-4261	-4950.8193	-4948.5859	-4948.5868	-4948.5870	-4948.5880	
uce-4263	-1725.9676	-1727.3866	-1727.3869	-1727.3869	-1727.3866	
uce-4264	-2323.7914	-2328.4085	-2328.4075	-2332.6609	-2332.6604	
uce-4265	-4354.9028	-4343.7104	-4343.8472	-4343.7103	-4343.8471	
uce-4267	-5014.1000	-5007.2810	-5007.2818	-5007.2817	-5007.2823	
uce-4274	-4454.3972	-4447.5491	-4447.6168	-4447.5491	-4447.6172	
uce-4278	-2011.5045	-2011.2331	-2012.0504	-2012.0017	-2011.2328	
uce-4279	-3683.3831	-3682.6145	-3682.6145	-3682.6146	-3682.6147	
uce-4280	-2947.9916	-2946.3182	-2946.3182	-2946.3181	-2946.3182	
uce-4284	-3967.9963	-3970.7735	-3970.7752	-3970.7760	-3970.7750	
uce-4285	-3449.4042	-3452.0619	-3453.4134	-3453.4130	-3452.0630	
uce-4286	-4736.4030	-4738.1452	-4738.1460	-4738.1456	-4738.1450	
uce-4287	-4536.5819	-4541.0743	-4541.0749	-4541.9479	-4541.9462	
uce-4289	-3040.4973	-3032.2670	-3034.5057	-3034.5061	-3032.2674	
uce-4292	-4321.9054	-4315.7172	-4315.8273	-4315.7169	-4315.8278	
uce-4293	-4500.0247	-4498.5108	-4502.9282	-4498.5105	-4502.9276	
uce-4294	-5595.2096	-5589.9048	-5590.8453	-5590.8452	-5589.9046	
uce-4295	-5041.1156	-5039.2086	-5039.4392	-5039.4393	-5039.2090	
uce-43	-4738.2001	-4727.5060	-4727.6613	-4727.5062	-4727.6614	
uce-430	-3485.7042	-3480.4221	-3480.4218	-3480.4221	-3480.4221	
uce-4300	-1662.9366	-1652.9038	-1652.9038	-1652.9040	-1652.9035	
uce-4301	-2961.9149	-2963.7762	-2963.7767	-2963.7746	-2963.7761	
uce-4302	-5114.7337	-5110.9639	-5110.9634	-5111.5148	-5111.5159	
uce-4303	-5286.0304	-5292.6311	-5292.6318	-5292.6311	-5292.6321	
uce-4304	-5597.2260	-5595.4746	-5595.4746	-5597.7667	-5597.7676	
uce-4305	-3156.9613	-3155.9193	-3157.5578	-3155.9195	-3157.5567	
uce-4308	-4045.5684	-4044.8169	-4044.8170	-4044.8175	-4044.8171	
uce-4309	-4966.6769	-4961.5041	-4964.2710	-4962.5159	-4961.5055	
uce-431	-3044.0914	-3039.2679	-3039.2679	-3039.2677	-3039.2680	
uce-4310	-1548.2178	-1544.6287	-1544.6288	-1544.6287	-1544.6287	
uce-4311	-7163.2671	-7166.6058	-7166.6056	-7166.6973	-7167.1975	
uce-4312	-1846.2663	-1838.3001	-1838.3002	-1838.3002	-1838.3003	
uce-4313	-4130.0816	-4128.2736	-4130.3407	-4128.2744	-4130.3409	
uce-4314	-2994.3241	-2977.9838	-2978.0158	-2978.0153	-2977.9843	
uce-4315	-1791.4192	-1788.5441	-1790.4618	-1790.0629	-1788.5443	
uce-4316	-4126.9754	-4110.7811	-4110.7815	-4111.5224	-4111.0901	
uce-4317	-5005.2912	-5011.7504	-5011.7501	-5012.0802	-5012.0798	
uce-4318	-3713.5738	-3705.8750	-3705.8752	-3705.8752	-3705.8751	
uce-432	-6879.5678	-6869.6765	-6869.6759	-6871.8414	-6871.8415	
uce-4320	-4643.7076	-4645.1631	-4646.5196	-4645.5230	-4645.1629	
uce-4323	-2536.0925	-2537.3555	-2537.3558	-2537.3555	-2537.3557	
uce-4324	-6004.1215	-5999.6018	-5999.6000	-6002.5439	-6002.6589	
uce-4325	-2538.5972	-2508.2176	-2511.4926	-2511.4928	-2508.2182	
uce-4327	-4284.4820	-4284.5891	-4284.5896	-4284.5893	-4284.5893	
uce-4330	-4931.9888	-4935.6190	-4935.7408	-4935.6189	-4938.0038	
uce-4332	-2311.6327	-2307.4707	-2307.4700	-2307.4710	-2307.4718	
uce-4334	-4232.9885	-4228.5297	-4228.5293	-4230.4612	-4230.4607	
uce-4335	-5136.3126	-5131.5708	-5131.5709	-5133.4966	-5133.4963	
uce-4336	-2518.4596	-2516.4839	-2516.4843	-2516.4839	-2516.4843	
uce-4337	-8682.2792	-8659.9787	-8659.9783	-8660.9100	-8661.3757	
uce-4338	-3259.4290	-3254.5954	-3254.5952	-3254.5953	-3254.5955	
uce-4339	-4323.4572	-4305.3383	-4305.3383	-4306.5992	-4306.6776	
uce-434	-3783.4785	-3780.5701	-3783.0582	-3780.5703	-3783.0589	
uce-4342	-3706.4728	-3705.0580	-3705.0571	-3705.0588	-3705.0562	
uce-4343	-4883.7663	-4877.7477	-4877.8796	-4877.8793	-4877.7477	
uce-4344	-4777.6610	-4773.7238	-4773.8256	-4773.8456	-4773.7232	
uce-4345	-4015.1334	-4012.9448	-4012.9449	-4016.5078	-4016.0300	
uce-4346	-2797.1294	-2791.5969	-2792.8161	-2792.7993	-2791.5968	
uce-4347	-1908.3123	-1912.3291	-1916.5460	-1916.5453	-1912.3291	
uce-4348	-5007.5061	-5005.7112	-5006.7856	-5005.7116	-5006.7847	
uce-4349	-4001.9822	-3983.2453	-3983.7578	-3983.7580	-3983.2455	
uce-4353	-2471.7854	-2474.5249	-2474.5246	-2474.5247	-2474.5243	
uce-4354	-4599.1112	-4595.5135	-4596.3722	-4596.3720	-4595.5125	
uce-4355	-1990.4282	-1989.9159	-1989.9165	-1989.9162	-1989.9162	
uce-4356	-3135.1481	-3129.5295	-3129.6482	-3129.6043	-3129.5283	
uce-4359	-2873.4081	-2868.0039	-2869.4014	-2868.0038	-2869.4017	
uce-436	-6008.5112	-6012.2215	-6012.2200	-6012.2204	-6012.2217	
uce-4361	-3870.7636	-3877.9383	-3879.4229	-3879.4231	-3877.9383	
uce-4363	-4490.1892	-4490.8015	-4490.8023	-4492.9436	-4492.9552	
uce-4364	-6571.3687	-6570.8104	-6570.8110	-6572.1210	-6572.1215	
uce-4367	-2781.0888	-2771.6082	-2771.6083	-2774.2745	-2774.2743	
uce-4368	-1359.4324	-1359.4476	-1360.1568	-1359.4474	-1360.1569	
uce-437	-5387.8070	-5386.7148	-5386.7142	-5387.3480	-5387.3475	
uce-4371	-3732.1843	-3712.9971	-3714.0433	-3714.0441	-3712.9966	
uce-4377	-4525.2242	-4515.3897	-4515.8336	-4516.2370	-4515.3907	
uce-438	-3644.0251	-3634.1860	-3634.1838	-3634.4109	-3634.3035	
uce-4384	-3472.9071	-3462.7484	-3462.7483	-3464.6251	-3463.8680	
uce-4386	-5508.0405	-5501.8461	-5501.8458	-5502.4932	-5502.4932	
uce-4388	-5622.7066	-5629.2600	-5629.2591	-5630.9914	-5630.8561	
uce-4389	-2681.1136	-2681.3099	-2681.3100	-2681.3108	-2681.3104	
uce-4394	-2392.9110	-2396.0948	-2396.0947	-2396.5788	-2396.5788	
uce-4395	-6593.3921	-6589.7101	-6589.7108	-6590.1793	-6590.1787	
uce-4398	-3080.1854	-3066.6146	-3066.6148	-3071.3907	-3071.6586	
uce-44	-6981.7682	-6967.4718	-6967.4723	-6967.6052	-6967.6053	
uce-4400	-5427.7538	-5425.8354	-5430.8454	-5425.8355	-5430.8448	
uce-4401	-4955.1889	-4949.5823	-4949.5825	-4949.5822	-4949.5816	
uce-4402	-4070.8884	-4070.6436	-4070.6436	-4071.1969	-4071.1972	
uce-4403	-3844.1599	-3837.9466	-3842.4140	-3842.4290	-3837.9466	
uce-4404	-6218.8106	-6213.2868	-6214.1093	-6214.1202	-6213.2859	
uce-4407	-2908.3254	-2903.1870	-2903.1872	-2903.1873	-2903.1869	
uce-4408	-3712.2559	-3711.0742	-3711.5724	-3711.0734	-3711.5731	
uce-441	-2751.1074	-2751.0585	-2751.0458	-2751.0583	-2751.0642	
uce-4410	-4399.5309	-4399.2470	-4399.2469	-4400.9369	-4400.3781	
uce-4413	-3374.9699	-3382.6884	-3382.6885	-3383.7687	-3383.2221	
uce-4414	-5860.4598	-5856.5914	-5856.9968	-5856.5911	-5856.9972	
uce-4415	-3903.7380	-3902.5632	-3903.7379	-3903.7385	-3902.5632	
uce-4416	-3350.8778	-3346.5142	-3348.1090	-3348.1076	-3346.5138	
uce-4417	-4385.4632	-4379.6656	-4379.6657	-4379.6656	-4379.6652	
uce-442	-4431.4723	-4427.4644	-4431.3715	-4431.3722	-4427.4641	
uce-4420	-4724.3830	-4716.7442	-4718.0980	-4718.0797	-4716.7443	
uce-4421	-4122.6408	-4111.5227	-4111.5237	-4111.5237	-4111.5233	
uce-4423	-3390.0595	-3387.3230	-3387.3227	-3387.3228	-3387.3227	
uce-4426	-4673.2317	-4670.9500	-4670.9503	-4670.9522	-4670.9525	
uce-4427	-1710.4641	-1716.9518	-1720.9111	-1716.9515	-1720.9299	
uce-4428	-7080.2369	-7082.4807	-7082.4811	-7082.4807	-7082.4809	
uce-4429	-4465.0356	-4467.7287	-4467.8817	-4467.8343	-4467.7287	
uce-443	-4425.9414	-4417.3153	-4417.3148	-4420.3927	-4420.3944	
uce-4430	-5058.8467	-5072.5735	-5072.5735	-5072.7448	-5072.7455	
uce-4433	-3003.1101	-3005.7861	-3005.7857	-3005.7859	-3005.7864	
uce-4434	-5452.4109	-5449.5088	-5449.5096	-5449.5107	-5449.5092	
uce-4435	-3821.2859	-3819.3804	-3819.3808	-3819.3811	-3819.3806	
uce-4436	-2807.4005	-2806.0274	-2806.0276	-2809.9478	-2809.9474	
uce-4437	-1121.3065	-1117.8822	-1120.2238	-1117.8829	-1120.2237	
uce-4438	-3262.7758	-3264.3092	-3264.3092	-3268.1412	-3268.1413	
uce-4440	-2632.7950	-2630.8443	-2630.8444	-2632.3986	-2632.0633	
uce-4442	-4625.4015	-4630.7219	-4632.9453	-4630.7240	-4632.9458	
uce-4443	-6474.5411	-6473.4697	-6476.0324	-6476.0857	-6473.4692	
uce-4445	-4104.3371	-4109.9931	-4110.2995	-4109.9926	-4110.2993	
uce-4446	-4476.4676	-4475.2917	-4475.2926	-4476.2989	-4476.3468	
uce-4447	-4862.5392	-4864.0093	-4864.6155	-4864.0090	-4864.6148	
uce-445	-5220.7414	-5223.1990	-5223.1998	-5223.2005	-5223.1987	
uce-4450	-5470.0465	-5462.8774	-5462.9758	-5463.3106	-5462.8772	
uce-4451	-989.2738	-989.5517	-989.5517	-989.5518	-989.5518	
uce-4452	-2171.3559	-2173.1338	-2173.6935	-2173.1339	-2173.8177	
uce-4453	-4931.8216	-4920.5892	-4921.7927	-4920.9887	-4920.5889	
uce-4455	-4953.1758	-4953.1656	-4953.1662	-4953.1848	-4953.1849	
uce-4456	-3555.3754	-3550.4497	-3553.0495	-3550.4499	-3552.6871	
uce-4457	-6557.1177	-6545.7427	-6546.0269	-6546.1107	-6545.7436	
uce-4458	-3736.4087	-3724.0595	-3724.1030	-3724.0594	-3724.1037	
uce-4459	-3814.9211	-3808.3425	-3809.2309	-3808.3424	-3809.5223	
uce-4463	-3576.2468	-3578.9094	-3578.9582	-3578.9095	-3578.9578	
uce-4465	-3649.9096	-3634.2718	-3634.3356	-3634.2717	-3634.3354	
uce-4466	-3920.0933	-3909.7950	-3909.7946	-3910.4226	-3910.4219	
uce-447	-4792.4421	-4787.5685	-4788.3051	-4787.5688	-4788.3041	
uce-4472	-5553.3379	-5536.6784	-5536.6786	-5537.6067	-5537.6073	
uce-4473	-2067.3886	-2071.6180	-2071.6187	-2071.6178	-2071.6186	
uce-4474	-2590.7904	-2589.6871	-2591.8409	-2589.6871	-2591.8410	
uce-4477	-6199.9958	-6181.2228	-6181.2232	-6181.3313	-6181.3307	
uce-4479	-5582.2559	-5576.6062	-5577.5103	-5576.6068	-5578.2113	
uce-4482	-3038.1830	-3037.1095	-3037.1104	-3037.1121	-3037.1091	
uce-4484	-2970.6121	-2968.1220	-2968.2643	-2968.2642	-2968.1214	
uce-4485	-5538.0597	-5528.7182	-5528.8701	-5528.7177	-5528.8695	
uce-4486	-3944.0750	-3928.7268	-3928.7269	-3933.1302	-3933.7599	
uce-4489	-2917.0853	-2912.1449	-2912.1452	-2912.6312	-2912.6426	
uce-449	-4541.6088	-4533.1973	-4533.1978	-4537.3559	-4537.3563	
uce-4492	-3254.4291	-3255.4953	-3255.7283	-3255.4958	-3255.6481	
uce-4494	-4132.8460	-4129.8192	-4129.8193	-4132.4792	-4131.1707	
uce-4498	-4202.0400	-4194.3584	-4194.5226	-4194.5222	-4194.3579	
uce-45	-4950.0533	-4935.0368	-4938.1275	-4938.1273	-4935.0368	
uce-450	-3213.4289	-3211.3262	-3211.3262	-3211.4623	-3211.4626	
uce-4500	-5581.6318	-5569.0964	-5569.0965	-5570.2518	-5571.1274	
uce-4504	-4467.3072	-4467.5945	-4467.5941	-4467.9784	-4467.9880	
uce-4507	-3930.9939	-3930.9936	-3931.6901	-3930.9936	-3931.5316	
uce-4509	-5161.2990	-5161.6962	-5161.6967	-5163.3005	-5163.2980	
uce-451	-1673.8893	-1681.7438	-1681.7500	-1681.7437	-1681.7498	
uce-4511	-1860.7149	-1860.7044	-1861.2251	-1861.2250	-1860.7044	
uce-4512	-5006.7935	-4988.3865	-4988.3854	-4995.4330	-4995.4328	
uce-4513	-4893.4967	-4884.4549	-4885.6247	-4884.4547	-4885.6260	
uce-4515	-6798.5342	-6787.9600	-6790.1267	-6789.6180	-6787.9583	
uce-4516	-4159.7569	-4163.5845	-4163.7745	-4163.5846	-4164.6113	
uce-4518	-4949.5807	-4933.5561	-4934.1898	-4934.1893	-4933.5557	
uce-4519	-5362.4401	-5363.5565	-5363.5563	-5363.5567	-5363.5575	
uce-4521	-1964.9295	-1964.5377	-1966.2502	-1964.5377	-1965.9672	
uce-4522	-7109.6275	-7096.8557	-7096.8556	-7096.8566	-7096.8555	
uce-4523	-3893.4849	-3889.6324	-3889.8355	-3889.8360	-3889.6324	
uce-4524	-3399.8366	-3393.2602	-3393.3934	-3393.2581	-3393.3940	
uce-4525	-5722.5611	-5717.6449	-5718.0921	-5717.6449	-5717.6704	
uce-4527	-4191.7743	-4191.3878	-4191.3883	-4192.5103	-4192.5110	
uce-4528	-3107.0082	-3100.0227	-3102.0945	-3100.0213	-3102.0929	
uce-453	-4714.7695	-4713.8943	-4713.8944	-4713.8950	-4713.8944	
uce-4530	-1102.7883	-1107.2304	-1108.0665	-1108.0662	-1107.2302	
uce-4531	-3211.6239	-3211.6238	-3211.6238	-3211.6240	-3211.6240	
uce-4532	-4860.2010	-4862.3669	-4862.3661	-4865.8463	-4865.8446	
uce-4534	-4197.3184	-4195.9914	-4196.4446	-4195.9905	-4196.0216	
uce-4535	-3428.3980	-3419.7102	-3419.7090	-3420.5164	-3420.0120	
uce-4536	-3975.9681	-3973.4061	-3975.0835	-3973.4061	-3975.0821	
uce-4537	-3649.2044	-3623.0050	-3623.0042	-3625.8506	-3623.7357	
uce-4538	-3511.1170	-3506.3206	-3506.3213	-3506.3208	-3506.3208	
uce-4539	-3758.1905	-3750.4826	-3752.5980	-3752.5977	-3750.4827	
uce-454	-5115.9106	-5111.4211	-5112.5999	-5112.4500	-5111.4211	
uce-4540	-5040.4155	-5039.4556	-5039.4559	-5039.6332	-5039.6832	
uce-4541	-2662.3099	-2666.9331	-2668.0032	-2668.0034	-2666.9337	
uce-4542	-2984.0436	-2980.2049	-2982.5135	-2982.5134	-2980.2048	
uce-4544	-2599.3410	-2599.3271	-2602.5573	-2599.3269	-2603.5833	
uce-4546	-4507.3423	-4506.1397	-4506.1402	-4506.1398	-4506.1396	
uce-4547	-5517.5767	-5513.8973	-5513.8976	-5514.5518	-5514.5527	
uce-4548	-5726.4477	-5715.5407	-5715.5403	-5715.8291	-5715.8285	
uce-4549	-2692.5472	-2694.0222	-2694.8807	-2694.8487	-2694.0222	
uce-4550	-4257.9073	-4253.6338	-4253.6345	-4253.6339	-4253.6345	
uce-4552	-6623.4329	-6625.2101	-6625.8159	-6625.8170	-6625.2094	
uce-4553	-5928.8760	-5916.5625	-5916.5621	-5916.5659	-5916.5653	
uce-4554	-4310.9200	-4308.3559	-4308.3563	-4308.3558	-4308.3562	
uce-4555	-3756.4950	-3755.0795	-3755.0802	-3755.0797	-3755.0807	
uce-4557	-3667.5353	-3654.3423	-3656.7235	-3656.7238	-3654.3430	
uce-4558	-6072.9237	-6073.1173	-6076.3748	-6073.1175	-6074.5738	
uce-4559	-4387.9604	-4386.2151	-4387.8564	-4387.8564	-4386.2149	
uce-4560	-6187.5395	-6181.1274	-6181.2143	-6181.1268	-6181.2143	
uce-4562	-2845.9867	-2836.9762	-2837.0236	-2837.0244	-2836.9784	
uce-4564	-4558.3177	-4558.3519	-4558.3519	-4558.3519	-4558.3529	
uce-4565	-5435.2185	-5429.6384	-5431.4400	-5429.6389	-5431.4380	
uce-4566	-2263.6724	-2248.7528	-2249.2799	-2248.7521	-2249.7371	
uce-4570	-3469.4107	-3480.8769	-3481.0263	-3480.9459	-3480.8769	
