Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-4367	-3227.06	-3210.56	-3208.55	-3210.89	-3209.37	
uce-4368	-1740.38	-1737.73	-1736.34	-1737.75	-1740.79	
uce-437	-5832.25	-5824.99	-5824.53	-5825.17	-5825.33	
uce-4371	-4242.04	-4209.22	-4213.33	-4211.62	-4208.10	
uce-4377	-5074.27	-5059.75	-5060.02	-5063.21	-5058.51	
uce-438	-4207.87	-4192.17	-4192.98	-4193.44	-4190.20	
uce-4384	-3879.99	-3858.67	-3857.31	-3860.87	-3859.42	
uce-4386	-6189.28	-6179.68	-6178.12	-6177.82	-6178.33	
uce-4388	-6036.21	-6047.17	-6048.26	-6051.40	-6046.76	
uce-4389	-3090.70	-3092.44	-3092.41	-3091.46	-3092.66	
uce-4394	-2881.71	-2886.18	-2885.59	-2886.92	-2887.27	
uce-4395	-7493.64	-7485.74	-7484.13	-7487.53	-7486.82	
uce-4398	-3547.43	-3524.81	-3522.85	-3532.61	-3534.26	
uce-44	-7712.13	-7690.10	-7687.49	-7689.52	-7689.94	
uce-4400	-6143.03	-6126.90	-6132.23	-6126.39	-6131.92	
uce-4401	-5535.14	-5525.98	-5525.27	-5526.04	-5526.02	
uce-4402	-4654.72	-4657.88	-4657.42	-4657.99	-4657.51	
uce-4403	-4569.20	-4556.31	-4562.95	-4565.69	-4554.68	
uce-4404	-6776.98	-6766.10	-6765.70	-6767.33	-6766.36	
uce-4407	-3314.88	-3301.39	-3301.50	-3303.92	-3301.74	
uce-4408	-4182.02	-4173.57	-4174.75	-4172.99	-4174.56	
uce-441	-3251.08	-3244.95	-3245.98	-3244.03	-3245.65	
uce-4410	-5009.59	-5005.30	-5003.43	-5008.15	-5005.54	
uce-4413	-3726.25	-3737.90	-3741.35	-3742.16	-3736.72	
uce-4414	-6598.90	-6594.82	-6597.82	-6593.52	-6596.17	
uce-4415	-4355.80	-4355.21	-4355.73	-4356.30	-4354.18	
uce-4416	-3922.67	-3918.01	-3921.46	-3919.84	-3916.13	
uce-4417	-4935.48	-4922.84	-4924.35	-4924.23	-4922.44	
uce-442	-5337.25	-5324.57	-5337.80	-5338.46	-5324.05	
uce-4420	-5207.54	-5193.24	-5198.56	-5198.50	-5191.95	
uce-4421	-4754.12	-4738.04	-4737.46	-4739.37	-4737.91	
uce-4423	-3887.71	-3885.98	-3886.82	-3886.53	-3887.22	
uce-4426	-5411.25	-5409.77	-5410.19	-5411.40	-5409.21	
uce-4427	-2147.08	-2153.86	-2152.98	-2154.60	-2155.01	
uce-4428	-7724.80	-7736.41	-7737.45	-7735.39	-7737.11	
uce-4429	-4888.36	-4890.68	-4893.28	-4890.77	-4889.00	
uce-443	-5050.46	-5042.68	-5042.18	-5049.05	-5049.14	
uce-4430	-5579.81	-5590.15	-5589.80	-5590.02	-5592.61	
uce-4433	-3635.88	-3638.87	-3638.95	-3639.16	-3639.21	
uce-4434	-6265.80	-6262.06	-6261.94	-6261.66	-6261.28	
uce-4435	-4321.45	-4316.02	-4316.27	-4317.21	-4315.32	
uce-4436	-3229.93	-3225.62	-3223.72	-3229.65	-3230.90	
uce-4437	-1276.64	-1270.21	-1273.17	-1269.74	-1273.36	
uce-4438	-3696.53	-3695.21	-3694.17	-3698.62	-3697.80	
uce-4440	-2836.23	-2837.41	-2837.68	-2840.04	-2836.64	
uce-4442	-5195.10	-5201.09	-5201.57	-5201.23	-5202.12	
uce-4443	-7221.04	-7212.60	-7218.64	-7218.93	-7211.26	
uce-4445	-4785.16	-4790.54	-4791.22	-4792.39	-4791.92	
uce-4446	-5071.23	-5067.35	-5066.14	-5066.64	-5067.73	
uce-4447	-5534.45	-5532.61	-5534.31	-5532.70	-5533.66	
uce-445	-5989.10	-5997.55	-5997.98	-5998.47	-5996.42	
uce-4450	-6302.85	-6291.93	-6293.45	-6294.31	-6290.04	
uce-4451	-1144.38	-1142.63	-1142.68	-1143.01	-1142.69	
uce-4452	-2627.37	-2632.19	-2632.41	-2631.00	-2632.38	
uce-4453	-5682.30	-5654.28	-5654.69	-5653.90	-5653.84	
uce-4455	-5656.58	-5654.49	-5655.15	-5656.81	-5653.97	
uce-4456	-4118.49	-4102.25	-4103.72	-4101.19	-4103.81	
uce-4457	-7337.00	-7321.45	-7322.98	-7324.73	-7319.76	
uce-4458	-4385.53	-4368.28	-4369.11	-4368.71	-4371.20	
uce-4459	-4217.27	-4201.04	-4204.48	-4199.93	-4206.80	
uce-4463	-4119.12	-4117.39	-4119.37	-4117.92	-4120.15	
uce-4465	-4118.25	-4097.97	-4096.86	-4097.22	-4097.34	
uce-4466	-4278.01	-4260.57	-4259.65	-4262.43	-4261.84	
uce-447	-5512.84	-5509.63	-5513.73	-5508.36	-5511.73	
uce-4472	-6300.61	-6264.25	-6262.67	-6266.41	-6265.84	
uce-4473	-2424.23	-2427.38	-2427.02	-2426.63	-2427.78	
uce-4474	-2977.05	-2972.18	-2976.02	-2971.63	-2976.02	
uce-4477	-6991.06	-6972.72	-6972.37	-6971.65	-6972.20	
uce-4479	-6209.01	-6198.75	-6200.33	-6198.84	-6202.54	
uce-4482	-3546.22	-3544.67	-3544.09	-3544.69	-3543.84	
uce-4484	-3444.29	-3442.29	-3442.73	-3442.79	-3441.38	
uce-4485	-6363.65	-6343.82	-6347.52	-6343.56	-6348.10	
uce-4486	-4457.90	-4434.96	-4434.44	-4437.90	-4439.50	
uce-4489	-3308.10	-3296.70	-3295.68	-3297.92	-3297.84	
uce-449	-5161.11	-5144.74	-5143.85	-5149.84	-5151.20	
uce-4492	-3683.81	-3689.44	-3689.36	-3689.34	-3689.17	
uce-4494	-4500.30	-4493.05	-4491.64	-4495.67	-4492.83	
uce-4498	-4697.67	-4680.71	-4682.75	-4680.77	-4679.78	
uce-45	-5630.35	-5605.24	-5612.74	-5611.91	-5605.34	
uce-450	-3765.14	-3759.38	-3757.62	-3757.38	-3758.98	
uce-4500	-6258.36	-6236.30	-6236.95	-6235.84	-6238.19	
uce-4504	-5047.39	-5042.15	-5040.54	-5043.49	-5044.37	
uce-4507	-4402.27	-4400.22	-4400.97	-4400.15	-4400.43	
uce-4509	-5983.74	-5977.61	-5976.77	-5983.37	-5977.01	
uce-451	-1838.13	-1840.54	-1843.20	-1839.36	-1843.20	
uce-4511	-2387.40	-2388.68	-2388.71	-2390.48	-2387.84	
uce-4512	-5576.85	-5549.95	-5548.06	-5556.72	-5558.00	
uce-4513	-5578.47	-5573.30	-5574.02	-5572.54	-5574.51	
uce-4515	-7665.55	-7651.29	-7657.75	-7655.79	-7650.57	
uce-4516	-4620.94	-4629.91	-4629.41	-4629.93	-4630.97	
uce-4518	-5571.69	-5546.39	-5548.88	-5548.57	-5545.68	
uce-4519	-6344.04	-6326.49	-6325.77	-6329.49	-6328.18	
uce-4521	-2269.91	-2268.12	-2271.22	-2266.46	-2268.58	
uce-4522	-7984.26	-7967.81	-7967.59	-7968.19	-7968.02	
uce-4523	-4675.10	-4663.00	-4664.12	-4665.25	-4664.36	
uce-4524	-3905.49	-3893.56	-3894.04	-3892.94	-3893.80	
uce-4525	-6495.61	-6488.28	-6490.84	-6489.65	-6488.16	
uce-4527	-4976.99	-4969.62	-4969.46	-4976.82	-4976.66	
uce-4528	-3608.78	-3596.19	-3598.10	-3596.96	-3597.19	
uce-453	-5547.44	-5544.77	-5543.82	-5544.45	-5544.56	
uce-4530	-1372.05	-1378.17	-1378.62	-1378.41	-1378.32	
uce-4531	-3635.04	-3634.77	-3634.83	-3634.22	-3635.39	
uce-4532	-5418.54	-5416.88	-5414.47	-5422.46	-5423.19	
uce-4534	-4851.34	-4844.27	-4847.34	-4845.95	-4842.98	
uce-4535	-3886.61	-3870.63	-3870.46	-3873.53	-3871.11	
uce-4536	-4581.60	-4572.78	-4575.45	-4572.48	-4575.52	
uce-4537	-4097.18	-4061.13	-4059.87	-4066.55	-4060.89	
uce-4538	-4055.95	-4047.55	-4047.43	-4046.34	-4046.66	
uce-4539	-4187.54	-4176.85	-4180.52	-4180.01	-4175.39	
uce-454	-6032.83	-6020.09	-6026.84	-6026.14	-6019.11	
uce-4540	-5982.87	-5977.54	-5979.39	-5976.45	-5977.64	
uce-4541	-3200.25	-3196.16	-3195.79	-3196.90	-3195.25	
uce-4542	-3462.37	-3452.13	-3454.87	-3454.92	-3449.60	
uce-4544	-3199.24	-3201.28	-3206.21	-3200.12	-3209.94	
uce-4546	-5095.06	-5089.76	-5087.77	-5089.10	-5089.26	
uce-4547	-6192.63	-6188.37	-6187.36	-6189.76	-6188.41	
uce-4548	-6428.73	-6419.51	-6418.10	-6419.49	-6418.87	
uce-4549	-3141.78	-3143.41	-3146.93	-3145.84	-3142.80	
uce-4550	-4852.21	-4846.75	-4847.25	-4846.13	-4846.24	
uce-4552	-7548.03	-7546.44	-7552.18	-7549.99	-7544.53	
uce-4553	-6361.24	-6342.37	-6341.98	-6344.03	-6343.69	
uce-4554	-4873.24	-4866.65	-4866.59	-4866.34	-4868.18	
uce-4555	-4207.82	-4205.69	-4206.00	-4204.72	-4205.32	
uce-4557	-4186.15	-4166.22	-4169.25	-4170.11	-4165.00	
uce-4558	-6882.09	-6879.24	-6884.33	-6878.03	-6879.97	
uce-4559	-5134.00	-5126.46	-5126.87	-5128.08	-5123.45	
uce-4560	-7021.92	-7013.27	-7016.19	-7011.31	-7015.54	
uce-4562	-3304.91	-3291.53	-3291.50	-3291.72	-3289.20	
uce-4564	-5069.41	-5067.98	-5068.75	-5069.02	-5068.80	
uce-4565	-6198.43	-6185.60	-6190.25	-6186.67	-6190.53	
uce-4566	-2713.08	-2695.32	-2695.98	-2695.89	-2697.28	
uce-4570	-4000.41	-4024.01	-4024.26	-4024.03	-4023.98	
uce-4573	-3258.04	-3233.33	-3233.65	-3233.39	-3233.23	
uce-4574	-4143.82	-4126.17	-4126.35	-4125.62	-4126.93	
uce-4575	-5254.72	-5246.47	-5246.83	-5247.02	-5247.12	
uce-4578	-5130.58	-5123.57	-5122.27	-5129.71	-5129.35	
uce-4580	-6217.40	-6208.81	-6210.85	-6209.26	-6209.27	
uce-4584	-5995.90	-5982.19	-5984.31	-5981.52	-5982.28	
uce-4585	-2654.88	-2637.99	-2638.06	-2638.30	-2638.43	
uce-4586	-2976.66	-2972.59	-2974.41	-2974.70	-2972.46	
uce-4587	-3911.55	-3902.62	-3903.86	-3901.98	-3904.30	
uce-4588	-7704.11	-7696.60	-7697.05	-7704.25	-7704.30	
uce-459	-5838.64	-5803.28	-5804.32	-5802.26	-5806.57	
uce-4590	-4988.79	-4974.22	-4972.30	-4979.15	-4976.10	
uce-4591	-4438.63	-4432.70	-4433.52	-4431.69	-4433.72	
uce-4592	-4701.17	-4697.26	-4700.57	-4694.95	-4698.92	
uce-4593	-4933.34	-4934.85	-4934.95	-4933.20	-4935.34	
uce-4594	-5986.41	-5972.82	-5972.94	-5974.52	-5972.19	
uce-4598	-2943.98	-2947.66	-2946.23	-2950.67	-2948.20	
uce-4599	-3481.87	-3486.01	-3488.39	-3485.35	-3488.12	
uce-46	-6261.41	-6258.94	-6259.75	-6259.44	-6257.64	
uce-460	-2848.27	-2845.33	-2848.25	-2847.08	-2843.65	
uce-4600	-8352.11	-8337.64	-8338.66	-8340.10	-8339.38	
uce-4602	-2833.13	-2833.04	-2834.65	-2832.57	-2833.46	
uce-4604	-3627.13	-3621.93	-3634.33	-3634.00	-3621.55	
uce-4605	-5709.81	-5700.27	-5704.87	-5705.11	-5700.17	
uce-4606	-3017.80	-3021.10	-3023.13	-3022.49	-3022.11	
uce-4607	-1666.52	-1659.61	-1659.16	-1659.55	-1659.40	
uce-4608	-5860.79	-5841.96	-5842.85	-5842.83	-5841.97	
uce-4609	-4709.75	-4701.18	-4700.00	-4700.16	-4700.75	
uce-4610	-2248.63	-2244.21	-2247.21	-2245.22	-2242.83	
uce-4612	-5662.74	-5638.43	-5639.40	-5638.59	-5637.61	
uce-4614	-4817.02	-4812.17	-4810.24	-4815.37	-4815.63	
uce-4615	-5338.95	-5320.19	-5321.10	-5324.44	-5319.90	
uce-4616	-7267.57	-7256.74	-7256.70	-7255.95	-7257.11	
uce-4618	-2526.19	-2522.28	-2520.92	-2522.29	-2524.84	
uce-4619	-4475.95	-4461.00	-4461.20	-4461.83	-4466.32	
uce-462	-6343.15	-6337.32	-6340.14	-6335.44	-6336.87	
uce-4621	-4762.65	-4750.13	-4751.19	-4751.21	-4750.65	
uce-4623	-3894.52	-3891.22	-3891.19	-3890.71	-3889.80	
uce-4625	-4704.04	-4663.12	-4663.89	-4661.61	-4664.89	
uce-4626	-4393.09	-4384.04	-4383.58	-4384.78	-4384.15	
uce-4629	-4926.76	-4905.11	-4904.69	-4903.99	-4905.28	
uce-463	-7070.14	-7040.93	-7039.16	-7042.81	-7042.28	
uce-4631	-4457.72	-4432.37	-4436.18	-4431.81	-4432.45	
uce-4632	-3693.59	-3686.87	-3686.55	-3686.40	-3686.20	
uce-4633	-5863.57	-5849.89	-5849.54	-5849.32	-5849.57	
uce-4637	-4285.99	-4277.95	-4278.56	-4278.61	-4278.42	
uce-4638	-3768.69	-3759.94	-3761.87	-3762.73	-3758.58	
uce-4639	-5349.22	-5335.06	-5338.00	-5338.60	-5334.28	
uce-464	-2516.97	-2515.57	-2518.18	-2518.49	-2514.54	
uce-4640	-5215.39	-5199.11	-5198.95	-5208.42	-5208.23	
uce-4641	-4823.40	-4818.21	-4822.33	-4821.51	-4816.74	
uce-4642	-3778.20	-3775.93	-3776.49	-3776.20	-3775.80	
uce-4643	-4355.90	-4356.61	-4356.10	-4357.45	-4356.22	
uce-4644	-4180.65	-4193.82	-4194.83	-4194.40	-4194.27	
uce-4646	-5346.18	-5335.72	-5337.29	-5335.01	-5337.16	
uce-4651	-2423.65	-2426.40	-2426.41	-2427.15	-2426.60	
uce-4652	-4332.86	-4329.56	-4330.46	-4331.74	-4328.32	
uce-4653	-3354.58	-3337.01	-3336.68	-3343.34	-3342.52	
uce-4654	-2385.80	-2386.12	-2390.39	-2385.56	-2390.00	
uce-4656	-3494.33	-3485.04	-3484.65	-3487.54	-3485.48	
uce-4658	-4854.09	-4833.48	-4837.04	-4835.84	-4832.14	
uce-4659	-9099.60	-9084.39	-9086.42	-9085.89	-9082.78	
uce-4660	-2960.34	-2960.50	-2961.12	-2960.62	-2960.70	
uce-4661	-4137.60	-4138.62	-4139.06	-4139.60	-4138.69	
uce-4662	-6188.28	-6175.05	-6175.24	-6178.28	-6180.72	
uce-4666	-5599.29	-5590.35	-5597.98	-5594.54	-5589.77	
uce-4670	-5453.67	-5440.20	-5442.99	-5442.94	-5440.30	
uce-4671	-5328.27	-5324.22	-5324.08	-5323.92	-5324.45	
uce-4672	-6410.43	-6394.61	-6397.69	-6395.19	-6393.70	
uce-4673	-2610.69	-2616.39	-2618.65	-2615.80	-2619.92	
uce-4674	-4903.24	-4899.43	-4898.77	-4903.12	-4904.09	
uce-4676	-4946.38	-4953.09	-4953.66	-4955.45	-4953.13	
uce-4678	-4176.97	-4156.04	-4160.40	-4158.89	-4154.70	
uce-4679	-3992.68	-3984.18	-3984.08	-3983.85	-3986.15	
uce-4680	-5976.18	-5956.56	-5955.94	-5959.05	-5958.19	
uce-4681	-5062.44	-5058.84	-5058.74	-5060.20	-5058.35	
uce-4682	-4980.51	-4960.25	-4966.19	-4965.77	-4958.53	
uce-4683	-4040.58	-4029.21	-4029.02	-4028.63	-4028.92	
uce-4686	-3715.09	-3709.75	-3711.22	-3710.06	-3709.30	
uce-4688	-4267.00	-4255.19	-4254.15	-4258.13	-4258.50	
uce-469	-6945.12	-6931.25	-6931.48	-6934.31	-6930.94	
uce-4690	-4845.30	-4843.38	-4845.44	-4846.90	-4840.19	
uce-4692	-6865.07	-6859.19	-6859.58	-6859.25	-6857.73	
uce-4693	-1426.46	-1429.09	-1429.17	-1428.50	-1429.06	
uce-4694	-4595.16	-4590.93	-4591.83	-4594.17	-4594.37	
uce-4695	-3740.50	-3741.34	-3739.83	-3740.48	-3741.70	
uce-4696	-6565.71	-6553.11	-6553.63	-6554.31	-6551.88	
uce-4697	-4778.18	-4776.84	-4776.23	-4782.97	-4781.31	
uce-47	-4816.37	-4810.71	-4811.61	-4811.32	-4811.04	
uce-4702	-1994.48	-1983.85	-1985.45	-1983.37	-1986.18	
uce-4703	-5481.79	-5473.26	-5472.65	-5475.32	-5474.08	
uce-4704	-4664.92	-4655.07	-4654.20	-4656.51	-4655.39	
uce-4705	-3327.94	-3328.20	-3326.81	-3331.29	-3330.59	
uce-4706	-6925.90	-6915.48	-6915.89	-6916.73	-6915.52	
uce-4707	-6048.56	-6047.66	-6050.64	-6048.43	-6047.33	
uce-4711	-5076.80	-5076.96	-5076.39	-5077.45	-5076.58	
uce-4712	-2151.01	-2150.57	-2155.65	-2155.22	-2149.15	
uce-4713	-6231.82	-6213.11	-6213.24	-6216.29	-6214.35	
uce-4714	-4335.41	-4319.55	-4319.11	-4321.78	-4318.24	
uce-4716	-5156.15	-5142.19	-5147.35	-5146.42	-5142.02	
uce-4719	-5048.91	-5029.25	-5028.95	-5030.67	-5030.10	
uce-472	-8520.23	-8506.00	-8507.78	-8503.85	-8504.55	
uce-4721	-1657.60	-1662.04	-1663.08	-1662.71	-1662.08	
uce-4724	-5004.49	-4969.68	-4969.36	-4969.29	-4969.91	
uce-4725	-3509.03	-3511.28	-3512.39	-3512.10	-3511.52	
uce-4726	-3987.66	-3983.02	-3981.78	-3983.77	-3983.81	
uce-4729	-5753.32	-5759.06	-5760.58	-5759.62	-5759.06	
uce-4732	-4120.60	-4115.63	-4114.89	-4115.63	-4114.95	
uce-4733	-5980.21	-5982.63	-5983.89	-5982.11	-5982.61	
uce-4735	-4257.79	-4245.74	-4245.57	-4245.48	-4245.00	
uce-4738	-2771.30	-2759.89	-2760.32	-2759.71	-2759.93	
uce-4739	-5198.35	-5171.80	-5172.04	-5171.99	-5170.91	
uce-4741	-4539.17	-4522.81	-4522.40	-4523.05	-4523.66	
uce-4742	-6761.93	-6741.82	-6742.44	-6743.15	-6743.15	
uce-4743	-3298.06	-3295.67	-3298.01	-3295.42	-3298.38	
uce-4744	-7743.30	-7724.65	-7724.58	-7726.09	-7725.62	
uce-4747	-2813.16	-2812.28	-2813.10	-2812.22	-2811.84	
uce-4750	-6073.90	-6052.45	-6059.40	-6055.89	-6050.47	
uce-4751	-2649.43	-2637.47	-2637.11	-2636.96	-2637.64	
uce-4752	-4975.60	-4946.63	-4946.21	-4945.96	-4945.56	
uce-4753	-4790.87	-4776.52	-4774.76	-4774.68	-4775.21	
uce-4754	-5166.35	-5165.42	-5166.48	-5166.31	-5164.80	
uce-4757	-4868.43	-4855.15	-4858.16	-4858.79	-4855.88	
uce-4759	-2456.26	-2457.53	-2456.81	-2456.71	-2457.12	
uce-4760	-3828.03	-3809.85	-3808.85	-3812.03	-3811.56	
uce-4761	-4480.67	-4468.05	-4472.72	-4472.86	-4465.81	
uce-4762	-4956.63	-4938.27	-4942.00	-4941.13	-4938.24	
uce-4763	-5932.50	-5911.31	-5913.70	-5910.44	-5915.29	
uce-4764	-5076.42	-5069.18	-5069.55	-5069.33	-5070.35	
uce-4765	-5019.10	-5016.37	-5016.21	-5015.13	-5017.54	
uce-4766	-3786.02	-3786.60	-3788.82	-3786.84	-3786.70	
uce-4769	-5114.18	-5087.93	-5089.91	-5088.30	-5087.76	
uce-4770	-3043.22	-3029.97	-3029.02	-3031.47	-3030.62	
uce-4771	-2139.19	-2133.40	-2133.49	-2133.21	-2133.35	
uce-4775	-3100.70	-3099.28	-3101.87	-3097.99	-3099.51	
uce-4776	-5403.16	-5395.56	-5396.63	-5396.82	-5394.87	
uce-4777	-4981.15	-4971.12	-4972.85	-4972.88	-4971.26	
uce-4778	-4651.39	-4641.39	-4644.27	-4644.67	-4640.98	
uce-4779	-4374.32	-4369.98	-4369.14	-4369.54	-4369.63	
uce-478	-6505.88	-6490.85	-6490.70	-6490.07	-6490.07	
uce-4780	-6941.36	-6940.97	-6940.18	-6941.74	-6940.70	
uce-4782	-7273.70	-7250.91	-7253.61	-7253.26	-7248.34	
uce-4784	-7088.47	-7064.42	-7065.43	-7071.82	-7074.65	
uce-4786	-5420.11	-5405.01	-5404.17	-5404.54	-5405.24	
uce-4787	-1539.67	-1526.68	-1526.34	-1527.98	-1526.92	
uce-4788	-5333.30	-5316.91	-5317.52	-5317.61	-5316.72	
uce-4789	-7572.31	-7558.53	-7563.46	-7558.43	-7562.63	
uce-4790	-3037.78	-3016.75	-3016.55	-3016.02	-3016.25	
uce-4792	-6058.69	-6048.94	-6048.60	-6050.29	-6049.63	
uce-4797	-3356.72	-3366.70	-3366.88	-3365.57	-3368.05	
uce-4798	-6388.58	-6393.53	-6393.33	-6393.74	-6393.69	
uce-4799	-5287.51	-5273.11	-5272.17	-5275.15	-5274.43	
uce-4804	-7124.32	-7103.69	-7102.64	-7104.54	-7105.54	
uce-4806	-5009.37	-5013.21	-5014.84	-5011.41	-5014.76	
uce-4807	-2150.69	-2149.43	-2149.86	-2150.00	-2149.93	
uce-4808	-5940.61	-5930.78	-5929.11	-5931.85	-5931.37	
uce-4810	-4084.75	-4094.54	-4097.20	-4094.63	-4093.45	
uce-4813	-5535.58	-5526.85	-5526.47	-5525.79	-5526.82	
uce-4816	-1710.39	-1695.67	-1694.15	-1698.27	-1698.49	
uce-4818	-2052.54	-2059.92	-2060.13	-2059.24	-2059.86	
uce-4819	-7950.30	-7947.05	-7947.59	-7944.68	-7952.22	
uce-4820	-4465.94	-4461.79	-4460.28	-4462.01	-4461.50	
uce-4822	-3375.51	-3375.64	-3374.78	-3376.33	-3376.10	
uce-4823	-5084.38	-5069.62	-5070.33	-5070.71	-5070.39	
uce-4824	-4508.72	-4505.76	-4505.04	-4508.69	-4505.86	
uce-4827	-4624.26	-4621.35	-4619.77	-4625.21	-4621.97	
uce-4828	-3594.62	-3584.13	-3585.21	-3582.81	-3587.02	
uce-4829	-2629.28	-2613.52	-2613.78	-2615.67	-2615.71	
uce-483	-3694.82	-3689.67	-3688.41	-3688.10	-3688.43	
uce-4830	-3348.65	-3348.40	-3346.29	-3351.16	-3349.79	
uce-4831	-7608.74	-7596.87	-7600.52	-7597.45	-7596.80	
uce-4832	-2843.75	-2838.11	-2839.21	-2838.04	-2837.97	
uce-4833	-8052.60	-8033.74	-8033.34	-8034.76	-8035.20	
uce-4835	-5226.26	-5222.59	-5227.10	-5223.18	-5220.07	
uce-4837	-6758.18	-6737.62	-6737.11	-6742.12	-6740.68	
uce-4838	-3645.64	-3637.02	-3641.41	-3636.16	-3638.80	
uce-4839	-7758.93	-7751.88	-7755.84	-7753.84	-7752.34	
uce-4840	-1680.35	-1673.38	-1673.14	-1673.17	-1673.96	
uce-4841	-3196.91	-3186.88	-3185.42	-3185.23	-3186.48	
uce-4842	-5055.66	-5058.35	-5060.48	-5057.14	-5062.38	
uce-4843	-8737.25	-8714.69	-8713.54	-8715.02	-8715.07	
uce-4844	-3682.25	-3683.16	-3682.71	-3682.73	-3681.96	
uce-4845	-7037.06	-7030.57	-7031.88	-7028.67	-7030.42	
uce-4846	-5566.77	-5559.61	-5558.43	-5559.67	-5561.36	
uce-4847	-5142.68	-5098.30	-5098.24	-5097.88	-5097.31	
uce-4848	-3896.61	-3885.85	-3885.48	-3886.14	-3890.01	
uce-4849	-4395.11	-4389.40	-4388.74	-4390.19	-4390.64	
uce-485	-5922.18	-5927.61	-5928.89	-5927.87	-5926.91	
uce-4850	-4731.88	-4726.25	-4730.35	-4729.10	-4726.01	
uce-4851	-4930.57	-4913.46	-4916.49	-4912.90	-4913.55	
uce-4853	-5271.30	-5256.29	-5259.31	-5256.41	-5259.26	
uce-4854	-5823.13	-5826.01	-5827.35	-5828.43	-5825.45	
uce-4855	-5333.88	-5319.92	-5327.14	-5328.08	-5319.34	
uce-4856	-4600.18	-4580.85	-4578.84	-4584.28	-4583.55	
uce-4858	-3341.69	-3341.00	-3343.62	-3340.65	-3342.64	
uce-4859	-7281.74	-7269.54	-7268.13	-7271.92	-7269.18	
uce-486	-2955.27	-2947.36	-2948.63	-2948.21	-2947.17	
uce-4862	-3468.60	-3471.58	-3470.10	-3470.64	-3470.69	
uce-4863	-4162.60	-4136.12	-4135.27	-4137.21	-4135.38	
uce-4865	-5643.55	-5622.60	-5623.56	-5627.18	-5623.15	
uce-4866	-3454.51	-3440.27	-3442.53	-3439.87	-3443.41	
uce-4867	-4920.51	-4888.24	-4888.00	-4908.87	-4908.02	
uce-4868	-5104.46	-5103.39	-5100.15	-5103.52	-5104.03	
uce-4869	-2592.47	-2603.14	-2603.65	-2603.67	-2604.30	
uce-487	-2380.16	-2383.51	-2384.00	-2383.92	-2385.05	
uce-4870	-6249.84	-6252.16	-6251.98	-6252.64	-6250.44	
uce-4871	-5352.00	-5323.79	-5323.16	-5326.40	-5323.12	
uce-4874	-4574.15	-4566.67	-4567.20	-4566.26	-4567.11	
uce-4875	-3168.93	-3163.07	-3161.65	-3166.81	-3167.35	
uce-4878	-6589.75	-6569.93	-6571.41	-6575.43	-6569.44	
uce-4881	-2692.12	-2687.65	-2686.84	-2691.99	-2691.41	
uce-4882	-4726.27	-4709.16	-4710.27	-4709.07	-4709.52	
uce-4883	-4853.33	-4827.87	-4828.44	-4829.84	-4829.81	
uce-4884	-6813.42	-6789.77	-6791.96	-6791.99	-6787.95	
uce-4885	-6364.82	-6344.94	-6344.14	-6344.71	-6344.24	
uce-4887	-2314.74	-2309.01	-2309.63	-2308.65	-2309.84	
uce-4888	-4013.98	-3990.61	-3990.31	-3992.67	-3992.70	
uce-4889	-5982.41	-5970.32	-5971.08	-5971.83	-5970.04	
uce-4891	-5065.57	-5049.26	-5052.35	-5050.29	-5050.24	
uce-4895	-10009.04	-9987.79	-9990.39	-9987.44	-9990.45	
uce-4897	-4217.93	-4207.19	-4206.93	-4205.70	-4207.59	
uce-4899	-4695.58	-4686.04	-4688.89	-4685.60	-4685.92	
uce-490	-3622.95	-3628.60	-3627.83	-3628.40	-3629.09	
uce-4900	-5683.83	-5683.67	-5686.92	-5687.23	-5681.90	
uce-4901	-5903.27	-5889.55	-5890.13	-5886.83	-5890.67	
uce-4902	-3447.38	-3414.27	-3414.39	-3413.82	-3415.51	
uce-4904	-3820.76	-3811.43	-3817.28	-3809.68	-3817.18	
uce-4905	-5348.89	-5329.75	-5334.80	-5328.77	-5334.07	
uce-4908	-5920.20	-5905.00	-5911.53	-5906.05	-5904.86	
uce-491	-5474.20	-5469.28	-5467.91	-5471.39	-5470.19	
uce-4910	-6133.35	-6114.46	-6114.36	-6114.76	-6114.15	
uce-4912	-5804.75	-5794.91	-5794.48	-5794.90	-5795.23	
uce-4915	-4204.28	-4203.46	-4201.26	-4203.14	-4202.34	
uce-4917	-5423.01	-5419.95	-5420.90	-5421.37	-5419.85	
uce-4918	-6033.34	-6026.09	-6026.05	-6025.61	-6025.53	
uce-4919	-4469.09	-4443.23	-4445.05	-4443.97	-4442.19	
uce-492	-4073.53	-4066.36	-4066.36	-4066.27	-4066.54	
uce-4921	-5021.52	-5018.38	-5021.02	-5021.73	-5016.70	
uce-4923	-4248.46	-4247.44	-4246.43	-4247.16	-4247.12	
uce-4925	-4850.97	-4829.04	-4830.23	-4828.93	-4828.16	
uce-4927	-3661.97	-3669.11	-3668.94	-3669.73	-3668.84	
uce-4928	-5683.16	-5669.51	-5668.95	-5674.00	-5672.29	
uce-4929	-5849.34	-5840.42	-5840.20	-5841.00	-5840.23	
uce-493	-3341.99	-3331.88	-3332.58	-3335.34	-3336.20	
uce-4931	-5782.29	-5761.17	-5765.00	-5762.48	-5760.96	
uce-4932	-2486.98	-2483.12	-2484.02	-2484.40	-2483.42	
