Locus	Sclero	ToxPoly
uce-2821	-1059.2209	-1058.0989	
uce-2823	-1496.8113	-1496.1294	
uce-2825	-2136.6185	-2133.3702	
uce-2827	-1519.0610	-1516.6767	
uce-2828	-4767.0193	-4768.5906	
uce-2831	-2827.5816	-2834.2587	
uce-2833	-4245.8466	-4242.7580	
uce-2834	-2472.5929	-2471.6275	
uce-2835	-3199.9126	-3197.8517	
uce-2837	-1835.9048	-1835.0282	
uce-2840	-2544.3880	-2545.1515	
uce-2841	-2371.4029	-2369.4819	
uce-2842	-4498.6076	-4492.5374	
uce-2843	-1905.9402	-1905.0290	
uce-2844	-3890.7287	-3890.7077	
uce-2846	-1389.6791	-1389.5235	
uce-2847	-3367.1358	-3353.0722	
uce-2848	-1438.7929	-1437.6523	
uce-2849	-3354.0384	-3353.9218	
uce-285	-2620.0486	-2619.2211	
uce-2851	-2194.4101	-2188.1555	
uce-2853	-2901.3965	-2899.1978	
uce-2856	-3290.9072	-3289.4283	
uce-2857	-5275.1122	-5263.5848	
uce-2858	-5717.2300	-5716.4869	
uce-286	-2216.5671	-2201.1901	
uce-2860	-2183.1662	-2182.7216	
uce-2861	-2951.2101	-2937.4528	
uce-2864	-4278.7433	-4281.4160	
uce-2865	-3008.1787	-3007.2444	
uce-2866	-2846.7880	-2841.2301	
uce-2868	-3303.8972	-3303.4402	
uce-2869	-2209.6215	-2210.4971	
uce-287	-4077.1115	-4088.5299	
uce-2870	-1377.8675	-1376.6679	
uce-2874	-3483.7962	-3480.5670	
uce-2875	-3253.3095	-3248.7843	
uce-2877	-2279.5102	-2284.0856	
uce-2878	-2652.2610	-2647.0245	
uce-2879	-3610.2798	-3605.4625	
uce-288	-3115.8070	-3116.1657	
uce-2886	-2917.6379	-2919.9760	
uce-2887	-2918.4794	-2909.0321	
uce-2888	-1881.2185	-1876.6015	
uce-2889	-2366.9049	-2368.3715	
uce-2890	-3082.9197	-3080.2396	
uce-2892	-3116.7035	-3113.8359	
uce-2893	-2394.3998	-2391.0723	
uce-2895	-2851.3002	-2844.1376	
uce-2896	-4809.7838	-4809.6919	
uce-2897	-3575.9961	-3573.3119	
uce-2899	-3198.7851	-3191.0134	
uce-29	-3065.4221	-3063.3491	
uce-290	-2458.6897	-2460.6641	
uce-2901	-6472.9218	-6472.8460	
uce-2903	-4173.5009	-4170.7830	
uce-2905	-2440.7635	-2433.9108	
uce-2907	-2548.8481	-2548.7760	
uce-2908	-3032.0160	-3026.6163	
uce-2909	-2672.8949	-2663.5495	
uce-291	-3053.4005	-3055.3069	
uce-2910	-2037.9408	-2039.8226	
uce-2911	-3184.8477	-3183.7537	
uce-2915	-3060.9677	-3055.8228	
uce-2917	-3509.0447	-3507.4814	
uce-292	-1656.4213	-1653.1047	
uce-2920	-3894.5138	-3895.2923	
uce-2921	-2899.9613	-2900.5911	
uce-2922	-2501.1626	-2497.5080	
uce-2923	-2530.6656	-2530.8595	
uce-2924	-2405.3145	-2404.6475	
uce-2925	-3495.7958	-3496.1260	
uce-2926	-3403.4564	-3406.5931	
uce-2927	-1915.0084	-1911.6330	
uce-2928	-2648.9541	-2650.8457	
uce-2930	-1369.2513	-1366.6740	
uce-2932	-3474.5982	-3466.8104	
uce-2933	-1484.5285	-1478.3995	
uce-2936	-1857.3868	-1856.5694	
uce-2937	-3351.2383	-3350.2855	
uce-2938	-2689.0174	-2688.2154	
uce-2939	-1701.7763	-1699.8772	
uce-294	-1956.2960	-1952.5569	
uce-2940	-1527.6963	-1528.6141	
uce-2941	-2600.2105	-2597.3715	
uce-2943	-3805.8084	-3805.2574	
uce-2952	-3720.7600	-3712.9129	
uce-2953	-5662.1014	-5655.2066	
uce-2954	-3222.5088	-3225.8265	
uce-2955	-2191.5666	-2190.2069	
uce-2958	-1847.3033	-1842.0340	
uce-2959	-4106.8298	-4106.7766	
uce-2962	-3276.3553	-3281.8887	
uce-2963	-4688.5384	-4684.9446	
uce-2964	-2235.3703	-2237.0656	
uce-2965	-2158.9660	-2151.2336	
uce-2966	-1745.7853	-1746.4025	
uce-2968	-2768.3351	-2766.4986	
uce-2969	-6334.8751	-6333.5554	
uce-297	-3440.5313	-3428.2103	
uce-2970	-1342.0763	-1342.0855	
uce-2971	-2115.1174	-2113.7069	
uce-2973	-3717.6766	-3713.4959	
uce-2975	-2583.0307	-2583.6633	
uce-2976	-2618.3085	-2619.7279	
uce-2978	-3405.1023	-3402.8792	
uce-298	-3201.5209	-3203.5537	
uce-2980	-3231.5255	-3227.4646	
uce-2981	-4744.8590	-4745.6940	
uce-2982	-2279.9520	-2277.8436	
uce-2987	-3767.8891	-3767.6659	
uce-299	-3110.5930	-3107.7583	
uce-2991	-4163.0409	-4157.1179	
uce-2992	-2574.0949	-2576.6541	
uce-2994	-968.4455	-968.1826	
uce-2995	-2991.6096	-2987.8894	
uce-2997	-3545.7942	-3543.2798	
uce-2998	-2428.8974	-2423.9418	
uce-2999	-3074.8196	-3070.1420	
uce-3	-1735.8538	-1737.1616	
uce-300	-3944.3009	-3944.0000	
uce-3000	-2812.0360	-2810.8504	
uce-3003	-3797.6880	-3796.5665	
uce-3004	-3451.2801	-3443.0786	
uce-3007	-1822.1842	-1821.4381	
uce-3008	-2628.8749	-2628.0472	
uce-3009	-1414.9824	-1410.2583	
uce-301	-2149.5723	-2144.9024	
uce-3010	-2624.7761	-2624.0854	
uce-3011	-2279.1812	-2268.8231	
uce-3013	-3606.0734	-3606.4165	
uce-3014	-4954.2315	-4952.0855	
uce-3016	-3436.2943	-3440.2473	
uce-3018	-3520.9350	-3519.2409	
uce-3020	-891.9114	-890.0562	
uce-3024	-2025.9100	-2026.4996	
uce-3025	-3386.2751	-3390.1641	
uce-3026	-3117.8365	-3114.4747	
uce-3027	-2051.2334	-2048.0769	
uce-3028	-2423.7060	-2416.7971	
uce-3030	-3598.4824	-3597.8378	
uce-3031	-4864.6460	-4863.8518	
uce-3032	-1263.6956	-1263.8090	
uce-3033	-3877.4394	-3877.8565	
uce-3036	-1989.2252	-1984.6675	
uce-3038	-1999.4019	-1996.4937	
uce-3039	-1475.0009	-1472.2688	
uce-3043	-1747.9994	-1748.3396	
uce-3046	-3661.8847	-3654.9804	
uce-3049	-3840.0471	-3840.3589	
uce-305	-2860.1926	-2863.3305	
uce-3051	-3262.6685	-3262.7617	
uce-3053	-2186.7272	-2186.5959	
uce-3054	-3896.4000	-3892.5752	
uce-3055	-3130.3232	-3122.4303	
uce-3057	-3232.4536	-3228.0743	
uce-3059	-4800.3812	-4800.4036	
uce-3060	-4315.0042	-4303.2376	
uce-3061	-4539.2377	-4539.3647	
uce-3062	-3117.9505	-3114.8174	
uce-3065	-3267.2282	-3265.5012	
uce-3067	-4141.2330	-4141.9719	
uce-3068	-2798.7115	-2787.1520	
uce-3069	-2671.0602	-2667.6088	
uce-3070	-4693.2481	-4681.6669	
uce-3071	-3534.4844	-3531.7911	
uce-3073	-2937.5647	-2936.3235	
uce-3074	-2088.5230	-2086.4806	
uce-3075	-4001.4881	-4000.3949	
uce-3077	-3898.2379	-3893.3647	
uce-3078	-3057.2953	-3058.5452	
uce-3079	-1854.2321	-1853.7607	
uce-308	-1867.4717	-1867.9760	
uce-3081	-4615.5579	-4614.0358	
uce-3082	-3403.0421	-3408.5297	
uce-3083	-3733.3874	-3728.4575	
uce-3084	-5252.3114	-5252.1011	
uce-3085	-3001.8427	-2999.2726	
uce-3086	-4103.1675	-4102.6869	
uce-3089	-1775.4802	-1775.5013	
uce-309	-3571.7785	-3564.4182	
uce-3092	-3404.0600	-3404.0602	
uce-3093	-2460.3208	-2452.7234	
uce-3095	-2719.9262	-2717.4224	
uce-3096	-2035.6482	-2031.4015	
uce-3097	-3176.4232	-3177.0331	
uce-3099	-5494.5803	-5494.5604	
uce-3100	-2913.3827	-2911.5015	
uce-3101	-4526.9237	-4520.8159	
uce-3104	-3646.5727	-3646.6129	
uce-3105	-4048.7586	-4047.0924	
uce-3106	-1451.2311	-1446.4398	
uce-3109	-3691.9445	-3687.2408	
uce-3110	-3141.7551	-3139.7388	
uce-3111	-2769.4501	-2773.8705	
uce-3113	-2913.8576	-2914.6832	
uce-3114	-3940.0163	-3937.1000	
uce-3115	-2280.6502	-2280.2789	
uce-3116	-1828.1138	-1829.3933	
uce-3117	-4167.2246	-4167.8221	
uce-3121	-2240.9947	-2243.7921	
uce-3122	-2757.8784	-2748.2937	
uce-3124	-1128.9200	-1124.0264	
uce-3126	-2258.6043	-2258.5916	
uce-3129	-3849.5069	-3843.8770	
uce-3130	-4708.4330	-4702.2524	
uce-3131	-2602.5873	-2602.7510	
uce-3134	-3778.0367	-3779.7714	
uce-3135	-2321.4555	-2317.8305	
uce-3137	-2824.0502	-2817.2486	
uce-3138	-2933.3289	-2929.5952	
uce-3139	-3117.6246	-3112.1221	
uce-314	-2875.6780	-2874.7741	
uce-3140	-2454.3227	-2453.7893	
uce-3141	-1949.3231	-1944.2871	
uce-315	-3975.8730	-3977.9714	
uce-3150	-1199.8192	-1195.3637	
uce-3153	-2165.0915	-2158.1658	
uce-3154	-2472.8123	-2473.6649	
uce-3156	-3511.9740	-3507.3520	
uce-3157	-4590.4525	-4584.9837	
uce-3158	-1786.9615	-1787.0721	
uce-3159	-3880.2189	-3876.3726	
uce-3160	-5261.2418	-5260.5624	
uce-3163	-2202.4872	-2198.3114	
uce-3166	-2017.5443	-2010.8278	
uce-3167	-3048.6521	-3043.3196	
uce-317	-1507.4366	-1503.4163	
uce-3170	-3023.9654	-3019.0901	
uce-3174	-5232.3081	-5231.1614	
uce-3175	-4227.8096	-4225.2367	
uce-3178	-4218.2299	-4210.5337	
uce-3179	-3864.6314	-3853.6451	
uce-318	-3229.3623	-3224.6035	
uce-3180	-3124.9486	-3124.5686	
uce-3181	-3076.6275	-3075.1565	
uce-3183	-1917.9808	-1920.4238	
uce-3184	-2658.6086	-2656.4125	
uce-3186	-2508.5350	-2508.5348	
uce-3187	-1475.2423	-1471.6413	
uce-3188	-2111.1840	-2115.1280	
uce-3189	-2273.3575	-2275.1115	
uce-319	-3507.1696	-3508.9885	
uce-3191	-3492.1983	-3487.3167	
uce-3193	-3582.6299	-3581.3392	
uce-3196	-4412.6353	-4419.3110	
uce-3199	-2771.4365	-2770.7192	
uce-320	-2293.8591	-2290.4890	
uce-3200	-2912.0239	-2909.4280	
uce-3202	-2365.8341	-2358.4984	
uce-3208	-2142.1162	-2139.3532	
uce-3211	-2596.7368	-2595.6031	
uce-3212	-2619.3237	-2619.7682	
uce-3213	-1796.5657	-1798.5998	
uce-3214	-2933.2594	-2933.4071	
uce-3215	-2065.4320	-2062.3480	
uce-3217	-3455.8852	-3454.9575	
uce-3219	-2787.8702	-2787.5590	
uce-322	-3041.8925	-3041.1450	
uce-3222	-3680.8081	-3677.8853	
uce-3223	-3891.0783	-3888.4381	
uce-3224	-1320.8994	-1320.8994	
uce-3225	-2833.8761	-2830.5719	
uce-3227	-2871.4601	-2871.5561	
uce-3228	-3159.7377	-3159.2436	
uce-323	-2703.0416	-2705.2669	
uce-3231	-942.8412	-946.2598	
uce-3233	-4108.5966	-4104.8499	
uce-3234	-2000.0396	-2000.0590	
uce-3235	-3275.2609	-3277.2408	
uce-3237	-1220.1742	-1218.4151	
uce-3238	-3876.7656	-3876.7645	
uce-3239	-1104.6653	-1098.3609	
uce-3241	-2190.6383	-2190.4169	
uce-3242	-2183.9556	-2181.7129	
uce-3243	-2085.0098	-2083.7314	
uce-3244	-4096.2135	-4094.3828	
uce-3246	-3336.4590	-3323.5045	
uce-3247	-4950.2887	-4952.8450	
uce-3248	-1267.9579	-1263.5785	
uce-3249	-1967.1753	-1965.9322	
uce-325	-3608.1018	-3603.2964	
uce-3251	-1894.4716	-1888.6755	
uce-3252	-3468.5150	-3466.9162	
uce-3257	-4068.2851	-4069.1324	
uce-3258	-3235.9913	-3242.1557	
uce-3259	-2565.6268	-2564.2325	
uce-326	-3855.6004	-3847.3428	
uce-3260	-1861.7128	-1861.5850	
uce-3262	-4725.9858	-4724.0404	
uce-3263	-1651.9029	-1645.6174	
uce-3265	-2309.4962	-2310.1881	
uce-3267	-4350.6551	-4352.7716	
uce-327	-4097.0987	-4095.6809	
uce-3273	-2063.2876	-2069.6980	
uce-3274	-983.8021	-984.3599	
uce-3276	-2308.6573	-2308.6578	
uce-3277	-2069.6895	-2063.1484	
uce-3279	-3073.0026	-3073.6702	
uce-3280	-2576.6695	-2577.1993	
uce-3281	-3097.5408	-3093.6767	
uce-3282	-1910.6272	-1906.4722	
uce-3284	-3265.1236	-3261.9171	
uce-3287	-2698.2546	-2690.7689	
uce-3290	-3619.6756	-3619.6194	
uce-3294	-3507.7838	-3508.5276	
uce-3297	-732.5380	-733.6490	
uce-33	-3681.7399	-3680.9206	
uce-330	-4263.6741	-4267.4593	
uce-3300	-3001.5668	-3002.2620	
uce-3302	-1463.9015	-1463.8614	
uce-3303	-3661.0541	-3660.1153	
uce-3304	-3066.8908	-3065.1251	
uce-3306	-2517.8677	-2518.7613	
uce-3307	-3560.4320	-3560.3987	
uce-3308	-3732.9711	-3730.8199	
uce-3309	-3144.4310	-3143.5318	
uce-3310	-3518.3723	-3520.5387	
uce-3312	-2670.7924	-2665.2903	
uce-3313	-4285.3688	-4280.9323	
uce-3314	-3803.4424	-3803.1318	
uce-3316	-4584.1802	-4584.1719	
uce-3317	-2123.3201	-2119.0518	
uce-3318	-3135.1052	-3140.6752	
uce-3319	-1368.9422	-1368.8749	
uce-3320	-3165.7961	-3162.4512	
uce-3322	-2961.2317	-2961.5999	
uce-3323	-2078.3991	-2079.8892	
uce-3324	-2282.4688	-2288.6180	
uce-3326	-2048.0056	-2049.5873	
uce-3327	-1103.4900	-1100.4146	
uce-333	-3986.8794	-3977.7478	
uce-3330	-1766.3728	-1769.9928	
uce-3331	-3451.1965	-3451.1202	
uce-3332	-4480.2999	-4476.8590	
uce-3333	-3078.9668	-3076.9997	
uce-3334	-2156.3218	-2155.1485	
uce-3335	-1937.6252	-1932.8123	
uce-3336	-1931.1256	-1933.0500	
uce-3337	-3643.6068	-3641.1701	
uce-3338	-4069.8677	-4068.0891	
uce-334	-3564.7932	-3563.9380	
uce-3340	-3436.2586	-3439.2921	
uce-3341	-2791.3281	-2788.9896	
uce-3345	-2475.7614	-2473.3805	
uce-3346	-3287.9980	-3282.7378	
uce-3348	-3286.1749	-3281.6536	
uce-3349	-2207.3424	-2213.1302	
uce-335	-2772.0733	-2777.1815	
uce-3350	-4717.5537	-4711.2711	
uce-3352	-2850.4243	-2848.5831	
uce-3353	-3102.4144	-3095.0366	
uce-3354	-1900.6008	-1900.5709	
uce-3355	-1705.8420	-1706.3886	
uce-3356	-3002.1399	-2999.7703	
uce-3358	-2510.7925	-2510.0616	
uce-3359	-4141.0763	-4135.8296	
uce-336	-2826.7017	-2824.0405	
uce-3360	-4033.8531	-4032.4452	
uce-3361	-2243.7416	-2244.2819	
uce-3363	-2099.7230	-2100.1429	
uce-3366	-3017.6034	-3017.5096	
uce-3368	-2254.7517	-2249.0014	
uce-3369	-1084.3370	-1084.8590	
uce-337	-1994.3942	-1990.9785	
uce-3371	-4883.2539	-4885.7273	
uce-3373	-3763.8035	-3766.0972	
uce-3376	-3778.1667	-3768.9470	
uce-3377	-2314.3767	-2306.7935	
uce-3378	-4323.9567	-4319.8785	
uce-338	-4198.0331	-4188.1464	
uce-3380	-2756.5435	-2755.1953	
uce-3383	-1182.1406	-1180.2281	
uce-3384	-3446.1217	-3452.7507	
uce-3387	-1130.0641	-1126.5474	
uce-3392	-3014.1043	-3006.2756	
uce-3394	-2516.5847	-2510.8022	
uce-3398	-3684.1009	-3677.7013	
uce-34	-2332.8047	-2338.1927	
uce-3400	-4616.4950	-4612.3494	
uce-3402	-2711.4373	-2710.6946	
uce-3406	-1748.1801	-1744.8289	
uce-3407	-2661.1362	-2657.5619	
uce-3410	-3009.7717	-3011.2929	
uce-3412	-4818.0025	-4819.1247	
uce-3416	-2972.6253	-2969.3947	
uce-3417	-2074.0397	-2076.5249	
uce-3419	-4239.3799	-4236.1121	
uce-342	-1959.2162	-1957.7592	
uce-3420	-1751.1038	-1750.8639	
uce-3421	-3528.8872	-3529.3581	
uce-3422	-2464.0579	-2450.2141	
uce-3423	-2867.7127	-2860.9185	
uce-3425	-3299.9717	-3292.5118	
uce-3426	-2013.3791	-2012.9386	
uce-3427	-2696.6895	-2699.1125	
uce-3429	-1460.4384	-1447.1272	
uce-343	-1667.0829	-1666.2849	
uce-3430	-3190.2897	-3185.9931	
uce-3432	-3012.2446	-3006.0319	
uce-3434	-1635.0177	-1631.3384	
uce-3436	-4199.9417	-4199.3005	
uce-3439	-4518.9681	-4518.4754	
uce-344	-2591.6449	-2592.2083	
uce-3440	-3482.0671	-3482.5214	
uce-3441	-3453.5434	-3451.9554	
uce-3442	-3244.8643	-3242.5602	
uce-3443	-3296.1729	-3299.6723	
uce-3444	-3446.5968	-3433.1111	
uce-3445	-3825.0758	-3819.1222	
uce-3446	-3828.4468	-3816.5921	
uce-3448	-2447.0419	-2445.3662	
uce-3449	-3574.3891	-3566.1449	
uce-345	-3780.2486	-3769.7319	
uce-3451	-3229.2197	-3229.3033	
uce-3452	-3327.3390	-3317.1431	
uce-3454	-2385.5465	-2379.7419	
uce-3455	-5499.3449	-5496.8787	
uce-3456	-4822.1895	-4811.2800	
uce-346	-2878.5196	-2878.2220	
uce-3462	-1720.6494	-1720.8826	
uce-3463	-4325.9415	-4323.7438	
uce-3465	-2082.1785	-2079.5556	
uce-3466	-3753.3326	-3752.0256	
uce-3468	-1738.7830	-1738.0025	
uce-3469	-3204.3365	-3192.6132	
uce-347	-3924.6564	-3922.4746	
uce-3470	-2331.1485	-2330.7725	
uce-3471	-2523.1211	-2525.9165	
uce-3473	-4680.0178	-4675.0079	
uce-3475	-3321.6891	-3312.3487	
uce-3476	-2707.8282	-2699.8168	
uce-3479	-5026.1337	-5027.7164	
uce-348	-1279.4388	-1275.9492	
uce-3481	-4988.2158	-4985.9266	
uce-3482	-2203.5740	-2196.6501	
uce-3483	-2491.2984	-2492.9136	
uce-3484	-3204.2433	-3207.6077	
uce-3486	-1957.8758	-1957.1269	
uce-3487	-2403.3150	-2396.1607	
uce-3488	-3401.4864	-3401.3011	
uce-3490	-3135.3933	-3134.2639	
uce-3492	-2912.7764	-2912.0207	
uce-3493	-4180.0952	-4180.2951	
uce-3494	-2871.5883	-2876.2965	
uce-3497	-2265.1894	-2265.1896	
uce-3499	-2140.4175	-2134.2250	
uce-350	-3894.7208	-3894.7764	
uce-3500	-3505.1101	-3505.7666	
uce-3501	-2702.4000	-2699.9130	
uce-3503	-3066.3294	-3066.0287	
uce-3504	-4915.1082	-4909.9257	
uce-3505	-4459.3355	-4465.5077	
uce-351	-3322.8144	-3323.7189	
uce-3512	-2095.6373	-2097.0444	
uce-3514	-4226.2793	-4226.3918	
uce-3515	-2920.9647	-2918.3488	
uce-3516	-6416.9055	-6417.2785	
uce-3517	-1468.2404	-1466.3646	
uce-352	-3410.8025	-3411.8211	
uce-3520	-4006.2029	-4008.8432	
uce-3526	-1914.5797	-1913.5506	
uce-3527	-2588.0429	-2580.1667	
uce-3528	-3333.7505	-3332.3768	
uce-3529	-1580.7664	-1578.3544	
uce-353	-3350.3875	-3349.2054	
uce-3530	-3261.1314	-3260.6048	
uce-3531	-4204.2140	-4201.2134	
uce-3532	-2150.4818	-2149.7750	
uce-3533	-3094.5966	-3091.9144	
uce-3535	-3160.6320	-3159.6483	
uce-3538	-2781.7200	-2781.5704	
uce-3539	-4274.4094	-4272.8551	
uce-3540	-2947.3432	-2946.3414	
uce-3541	-2991.8508	-2987.7789	
uce-3542	-1575.7873	-1580.3468	
uce-3543	-3403.4442	-3402.9566	
uce-3546	-567.6357	-573.0351	
uce-3547	-3048.3666	-3040.3117	
uce-3549	-3208.0368	-3210.2280	
uce-3550	-5599.7423	-5598.3761	
uce-3551	-1804.7692	-1794.1037	
uce-3554	-3979.0007	-3976.1877	
uce-3555	-3017.9223	-3017.9226	
uce-3557	-6179.5758	-6177.7782	
uce-3558	-2886.7431	-2883.1616	
uce-3560	-1999.4343	-1992.5811	
uce-3561	-1641.2806	-1642.2858	
uce-3564	-4169.0435	-4170.4213	
uce-3567	-4107.0199	-4099.5128	
uce-3568	-3863.6209	-3861.1739	
uce-3569	-2769.9685	-2767.8634	
uce-357	-3114.3282	-3114.3072	
uce-3570	-4005.2030	-3999.0822	
uce-3573	-3342.1929	-3344.0527	
uce-3575	-4068.9095	-4064.1877	
uce-358	-4231.3340	-4231.5531	
uce-3580	-4156.5732	-4154.1926	
uce-3581	-3065.1503	-3058.6194	
uce-3582	-3478.1554	-3474.9217	
uce-3583	-3514.4784	-3507.3274	
uce-3584	-4814.6753	-4815.6002	
uce-3585	-1876.0525	-1876.1781	
uce-3586	-2731.6264	-2729.0746	
uce-3587	-2444.6103	-2433.2591	
uce-3588	-1692.9144	-1690.0974	
uce-3589	-2479.1507	-2478.3565	
uce-3591	-1892.1080	-1886.6780	
uce-3592	-3262.9736	-3260.1150	
uce-3595	-2959.3350	-2960.5599	
uce-3596	-4663.7373	-4663.5731	
uce-3597	-1456.7836	-1453.8743	
uce-36	-2985.2647	-2988.1576	
uce-360	-2827.2495	-2826.4072	
uce-3601	-2615.2023	-2617.8472	
uce-3602	-3409.2107	-3405.7609	
uce-3603	-3195.7222	-3194.3730	
uce-3604	-1807.9992	-1800.5851	
uce-3605	-2092.8931	-2091.6958	
uce-3606	-3187.0996	-3186.5589	
uce-3607	-4437.7235	-4433.8361	
uce-3609	-2758.2166	-2756.8417	
uce-3610	-3836.9235	-3835.4881	
uce-3613	-2830.4622	-2831.1057	
uce-3614	-3660.9432	-3657.7684	
uce-3616	-3265.1845	-3266.7197	
uce-3619	-2263.6999	-2263.7002	
uce-362	-3424.6353	-3424.0776	
uce-3622	-4287.0543	-4286.6105	
uce-3623	-4704.2553	-4700.7898	
uce-3625	-3625.3895	-3632.1430	
uce-3627	-2947.0005	-2946.8653	
uce-3628	-2343.8197	-2343.3125	
uce-3629	-1909.1553	-1903.4352	
uce-3631	-3190.8943	-3186.4480	
uce-3632	-1914.2799	-1914.2802	
uce-3633	-5075.0203	-5075.0207	
uce-3636	-3912.8189	-3908.9232	
uce-3637	-2630.5034	-2626.9090	
uce-3638	-2952.2149	-2950.6212	
uce-3640	-3766.1505	-3840.8732	
uce-3642	-3716.1107	-3707.5263	
uce-3644	-2923.1946	-2927.4353	
uce-3646	-1808.3394	-1805.4695	
uce-3647	-2212.8159	-2212.1595	
uce-3648	-2216.0027	-2218.5030	
uce-365	-1717.5851	-1717.5297	
uce-3650	-1918.1431	-1915.2105	
uce-3651	-2055.4431	-2057.8503	
uce-3652	-2759.6060	-2758.2318	
uce-3654	-4703.3109	-4706.8544	
uce-3655	-3809.2460	-3806.8664	
uce-3656	-2926.2182	-2919.5429	
uce-3657	-3603.4458	-3607.6041	
uce-3658	-4670.1169	-4669.7055	
uce-3659	-2594.5198	-2593.0941	
uce-366	-1784.7239	-1771.9492	
uce-3660	-3092.3606	-3092.6385	
uce-3661	-2432.8126	-2423.7399	
uce-3662	-4433.6505	-4431.0919	
uce-3664	-3905.8135	-3909.1983	
uce-3666	-3999.5487	-3999.5505	
uce-3667	-2931.7748	-2931.1649	
uce-3668	-1957.8357	-1955.2258	
uce-3669	-2904.6993	-2894.3284	
uce-367	-2139.8116	-2134.6105	
uce-3670	-3007.2293	-3005.3751	
uce-3671	-2597.3083	-2597.5093	
uce-3674	-3439.6307	-3439.6909	
uce-3675	-4159.9632	-4155.1125	
uce-3676	-3432.6820	-3433.1759	
uce-3678	-2388.0739	-2383.7073	
uce-368	-2762.8410	-2757.5429	
uce-3680	-3276.4327	-3274.1137	
uce-3681	-1673.9080	-1670.8082	
uce-3682	-4130.8391	-4127.6261	
uce-3683	-2862.5541	-2862.6564	
uce-3687	-3988.7552	-3983.2559	
uce-3688	-3786.7369	-3783.6790	
uce-3689	-4283.2006	-4280.7651	
uce-3692	-1421.6693	-1409.4714	
uce-3693	-1874.0692	-1866.9231	
uce-3694	-2972.1504	-2967.0694	
uce-3695	-5105.4186	-5101.6770	
uce-3696	-3452.3320	-3453.3548	
uce-3697	-2731.5139	-2730.7849	
uce-3698	-1031.3122	-1032.6015	
uce-3699	-2927.6252	-2926.4013	
uce-370	-2455.7067	-2453.5331	
uce-3701	-2157.2302	-2156.5897	
uce-3702	-4976.7442	-4978.1199	
uce-3703	-3902.5241	-3904.2385	
uce-3704	-3147.1728	-3144.7916	
uce-3709	-2940.8068	-2917.4751	
uce-371	-1068.7367	-1067.4867	
uce-3711	-4054.6761	-4049.7686	
uce-3713	-2870.2806	-2867.2508	
uce-3714	-746.2018	-746.2017	
uce-3715	-2997.0991	-2989.2346	
uce-3716	-2521.2732	-2523.2203	
uce-3718	-1985.6962	-1983.2575	
uce-372	-2955.6214	-2953.2293	
uce-3720	-2404.4529	-2399.5564	
uce-3722	-5280.0617	-5268.6765	
uce-3723	-3674.3718	-3665.1771	
uce-3724	-4581.0288	-4580.8232	
uce-3725	-3826.6750	-3826.0344	
uce-3728	-2675.8274	-2678.9784	
uce-373	-2094.2793	-2085.8194	
uce-3730	-4130.3159	-4128.6481	
uce-3731	-2401.2298	-2394.7224	
uce-3733	-2828.2105	-2824.2380	
uce-3734	-2001.8389	-1995.1691	
uce-3736	-4081.2963	-4079.4110	
uce-3738	-4285.0947	-4278.7433	
uce-374	-6255.6990	-6254.7351	
uce-3740	-2938.2488	-2938.5984	
uce-3741	-3864.9949	-3861.6375	
uce-3742	-2871.8415	-2871.9465	
uce-3743	-3610.5427	-3610.7936	
uce-3744	-3284.9106	-3285.5773	
uce-3746	-3581.2545	-3572.6100	
uce-3747	-3003.7994	-3001.7197	
uce-3750	-2435.7537	-2434.4867	
uce-3752	-3093.1954	-3088.3137	
uce-3755	-1223.2319	-1224.0523	
uce-3757	-4416.4405	-4418.5166	
uce-3758	-3188.1406	-3189.0069	
uce-3759	-3125.5612	-3112.3619	
uce-3761	-3144.3000	-3142.6528	
uce-3762	-3033.4896	-3029.7896	
uce-3764	-3273.6621	-3272.8035	
uce-3765	-1578.8967	-1576.8956	
uce-3767	-2628.4844	-2624.5058	
uce-377	-1512.0265	-1505.6311	
uce-3770	-3580.3307	-3576.1796	
uce-3771	-3593.3411	-3593.0452	
uce-3772	-3871.8955	-3868.1087	
uce-3774	-6499.6189	-6499.6362	
uce-3776	-1115.9611	-1115.4377	
uce-3777	-4692.7328	-4692.7492	
uce-3778	-2963.8396	-2958.0760	
uce-378	-2786.8815	-2785.3114	
uce-3783	-3000.1100	-2990.6109	
uce-3785	-2535.0465	-2532.4722	
uce-3786	-2991.4673	-2998.6206	
uce-3788	-2368.0758	-2362.4242	
uce-3789	-3132.5374	-3127.8264	
uce-3790	-4520.0416	-4513.4169	
uce-3792	-2279.7262	-2278.8145	
uce-3793	-2126.9925	-2124.2983	
uce-3795	-949.8471	-952.5233	
uce-3797	-3824.7202	-3817.4723	
uce-3798	-3527.1713	-3529.4931	
uce-3799	-3268.4049	-3269.0095	
uce-38	-4188.6830	-4185.2596	
uce-380	-2649.6422	-2645.5752	
uce-3801	-2763.8992	-2765.2361	
uce-3804	-2315.6960	-2313.2967	
uce-3806	-1362.8946	-1360.9506	
uce-3807	-4189.1513	-4185.6696	
uce-3808	-3055.5520	-3054.6049	
uce-381	-4495.2313	-4495.8540	
uce-3810	-1333.5350	-1330.4253	
uce-3812	-4117.3163	-4116.4161	
uce-3813	-2150.4287	-2148.9540	
uce-3814	-3134.4368	-3132.7888	
uce-3815	-4161.8785	-4162.1485	
uce-3817	-2425.5993	-2430.7793	
