Locus	Sclero	ToxPoly
uce-3026	-3415.06	-3405.90	
uce-3027	-2305.04	-2296.17	
uce-3028	-2784.46	-2766.54	
uce-3030	-3975.41	-3973.38	
uce-3031	-5358.69	-5358.28	
uce-3032	-1410.47	-1410.90	
uce-3033	-4334.65	-4332.22	
uce-3036	-2203.97	-2199.81	
uce-3038	-2179.96	-2172.79	
uce-3039	-1686.57	-1678.15	
uce-3043	-2026.94	-2026.60	
uce-3046	-4215.36	-4203.39	
uce-3049	-4303.38	-4305.48	
uce-305	-3288.18	-3287.79	
uce-3051	-3708.32	-3712.66	
uce-3053	-2498.50	-2495.68	
uce-3054	-4315.52	-4309.87	
uce-3055	-3477.33	-3463.35	
uce-3057	-3561.89	-3548.77	
uce-3059	-5135.73	-5133.80	
uce-3060	-4871.76	-4846.73	
uce-3061	-5004.13	-5005.73	
uce-3062	-3524.33	-3518.67	
uce-3065	-3741.71	-3726.09	
uce-3067	-4692.97	-4687.41	
uce-3068	-3140.42	-3119.67	
uce-3069	-2983.34	-2978.00	
uce-3070	-5185.40	-5164.30	
uce-3071	-3899.25	-3896.39	
uce-3073	-3080.68	-3075.68	
uce-3074	-2345.91	-2333.93	
uce-3075	-4472.27	-4470.22	
uce-3077	-4346.82	-4343.61	
uce-3078	-3411.41	-3416.37	
uce-3079	-2107.57	-2101.68	
uce-308	-2134.51	-2139.82	
uce-3081	-5024.99	-5021.19	
uce-3082	-3920.49	-3921.97	
uce-3083	-4234.58	-4231.04	
uce-3084	-5905.64	-5909.44	
uce-3085	-3296.17	-3291.80	
uce-3086	-4341.14	-4342.95	
uce-3089	-2070.15	-2069.72	
uce-309	-3962.88	-3943.80	
uce-3092	-3772.80	-3769.43	
uce-3093	-2633.21	-2623.22	
uce-3095	-3188.52	-3179.72	
uce-3096	-2321.38	-2310.31	
uce-3097	-3534.90	-3535.63	
uce-3099	-6152.02	-6141.90	
uce-3100	-3219.09	-3214.58	
uce-3101	-5089.43	-5082.78	
uce-3104	-4168.82	-4178.76	
uce-3105	-4336.33	-4329.68	
uce-3106	-1671.94	-1663.19	
uce-3109	-4057.58	-4041.33	
uce-3110	-3520.06	-3509.72	
uce-3111	-3112.17	-3117.65	
uce-3113	-3295.19	-3291.76	
uce-3114	-4380.70	-4374.80	
uce-3115	-2622.27	-2625.39	
uce-3116	-2063.28	-2058.46	
uce-3117	-4669.79	-4662.68	
uce-3121	-2607.75	-2612.89	
uce-3122	-3228.62	-3201.82	
uce-3124	-1363.85	-1361.21	
uce-3126	-2515.93	-2515.82	
uce-3129	-4283.29	-4268.02	
uce-3130	-5268.09	-5254.05	
uce-3131	-2943.99	-2945.62	
uce-3134	-4273.74	-4277.06	
uce-3135	-2610.30	-2603.26	
uce-3137	-3187.80	-3181.84	
uce-3138	-3299.49	-3283.71	
uce-3139	-3640.39	-3622.02	
uce-314	-3198.93	-3197.04	
uce-3140	-2754.16	-2752.01	
uce-3141	-2159.33	-2152.27	
uce-315	-4480.61	-4481.38	
uce-3150	-1355.84	-1335.88	
uce-3153	-2432.71	-2413.62	
uce-3154	-2794.40	-2790.33	
uce-3156	-3877.01	-3869.00	
uce-3157	-5037.02	-5034.72	
uce-3158	-2114.14	-2115.64	
uce-3159	-4411.74	-4395.40	
uce-3160	-5921.28	-5914.60	
uce-3163	-2385.37	-2379.64	
uce-3166	-2315.51	-2307.46	
uce-3167	-3426.39	-3424.14	
uce-317	-1689.97	-1684.66	
uce-3170	-3447.80	-3433.63	
uce-3174	-5777.82	-5772.81	
uce-3175	-4769.37	-4756.70	
uce-3178	-4616.71	-4607.72	
uce-3179	-4377.25	-4359.03	
uce-318	-3746.70	-3735.67	
uce-3180	-3535.77	-3538.70	
uce-3181	-3492.12	-3482.25	
uce-3183	-2307.58	-2308.75	
uce-3184	-3131.73	-3131.41	
uce-3186	-2768.82	-2768.32	
uce-3187	-1679.15	-1676.13	
uce-3188	-2381.23	-2387.58	
uce-3189	-2653.27	-2657.33	
uce-319	-3914.99	-3919.03	
uce-3191	-3876.08	-3874.16	
uce-3193	-4117.16	-4107.29	
uce-3196	-4997.28	-5004.77	
uce-3199	-3181.41	-3181.95	
uce-320	-2703.07	-2694.49	
uce-3200	-3266.09	-3261.35	
uce-3202	-2673.35	-2659.39	
uce-3208	-2411.63	-2400.42	
uce-3211	-3091.02	-3089.06	
uce-3212	-2930.05	-2927.69	
uce-3213	-2128.94	-2132.02	
uce-3214	-3244.65	-3242.88	
uce-3215	-2342.41	-2339.31	
uce-3217	-3856.85	-3854.23	
uce-3219	-3249.74	-3245.31	
uce-322	-3517.03	-3512.15	
uce-3222	-3992.40	-3979.68	
uce-3223	-4373.01	-4371.75	
uce-3224	-1511.37	-1511.15	
uce-3225	-3157.20	-3155.31	
uce-3227	-3103.19	-3104.80	
uce-3228	-3542.13	-3541.33	
uce-323	-3062.69	-3063.66	
uce-3231	-1070.31	-1075.97	
uce-3233	-4721.49	-4719.28	
uce-3234	-2233.56	-2235.29	
uce-3235	-3676.84	-3680.67	
uce-3237	-1471.90	-1465.86	
uce-3238	-4409.83	-4408.14	
uce-3239	-1267.27	-1258.61	
uce-3241	-2446.95	-2444.51	
uce-3242	-2441.83	-2436.25	
uce-3243	-2249.27	-2244.70	
uce-3244	-4618.82	-4623.03	
uce-3246	-3710.09	-3693.79	
uce-3247	-5555.60	-5558.40	
uce-3248	-1440.01	-1430.15	
uce-3249	-2109.27	-2108.04	
uce-325	-4075.30	-4065.54	
uce-3251	-2237.79	-2224.59	
uce-3252	-3883.83	-3886.24	
uce-3257	-4371.09	-4372.83	
uce-3258	-3639.31	-3654.32	
uce-3259	-2762.52	-2762.84	
uce-326	-4400.98	-4388.38	
uce-3260	-2186.58	-2184.43	
uce-3262	-5337.45	-5327.76	
uce-3263	-1920.11	-1905.64	
uce-3265	-2657.21	-2645.83	
uce-3267	-4775.39	-4779.34	
uce-327	-4581.22	-4575.29	
uce-3273	-2420.25	-2421.28	
uce-3274	-1204.36	-1207.20	
uce-3276	-2618.21	-2618.60	
uce-3277	-2345.23	-2327.27	
uce-3279	-3543.32	-3547.37	
uce-3280	-3088.97	-3085.57	
uce-3281	-3543.33	-3536.30	
uce-3282	-2205.32	-2198.27	
uce-3284	-3631.58	-3626.48	
uce-3287	-3005.35	-2996.89	
uce-3290	-4062.11	-4066.36	
uce-3294	-3981.01	-3985.60	
uce-3297	-849.69	-846.23	
uce-33	-4119.63	-4113.60	
uce-330	-4868.06	-4874.17	
uce-3300	-3378.46	-3374.88	
uce-3302	-1651.39	-1650.32	
uce-3303	-4086.65	-4084.17	
uce-3304	-3454.96	-3451.19	
uce-3306	-2831.94	-2833.09	
uce-3307	-3932.10	-3931.12	
uce-3308	-4102.75	-4088.34	
uce-3309	-3562.81	-3557.78	
uce-3310	-4088.01	-4085.28	
uce-3312	-3028.79	-3011.06	
uce-3313	-4771.59	-4765.94	
uce-3314	-4311.62	-4306.67	
uce-3316	-5002.23	-5002.49	
uce-3317	-2440.60	-2430.25	
uce-3318	-3476.82	-3490.95	
uce-3319	-1539.51	-1537.57	
uce-3320	-3593.40	-3578.38	
uce-3322	-3332.45	-3333.28	
uce-3323	-2378.48	-2384.63	
uce-3324	-2494.75	-2500.82	
uce-3326	-2356.74	-2357.25	
uce-3327	-1301.67	-1297.15	
uce-333	-4569.81	-4543.51	
uce-3330	-2013.87	-2020.66	
uce-3331	-3911.67	-3912.80	
uce-3332	-4901.64	-4900.53	
uce-3333	-3431.42	-3427.38	
uce-3334	-2487.17	-2482.46	
uce-3335	-2184.61	-2179.29	
uce-3336	-2233.36	-2239.75	
uce-3337	-4072.90	-4069.95	
uce-3338	-4527.02	-4520.98	
uce-334	-4119.48	-4115.49	
uce-3340	-3885.00	-3892.93	
uce-3341	-3107.12	-3095.69	
uce-3345	-2798.79	-2794.52	
uce-3346	-3622.81	-3614.52	
uce-3348	-3675.13	-3668.11	
uce-3349	-2509.30	-2519.26	
uce-335	-3210.13	-3217.79	
uce-3350	-5140.62	-5129.95	
uce-3352	-3258.86	-3257.55	
uce-3353	-3417.13	-3408.44	
uce-3354	-2279.27	-2270.59	
uce-3355	-1904.86	-1903.89	
uce-3356	-3460.64	-3455.03	
uce-3358	-2730.55	-2731.31	
uce-3359	-4626.60	-4622.80	
uce-336	-3186.85	-3181.90	
uce-3360	-4432.40	-4429.26	
uce-3361	-2553.62	-2558.91	
uce-3363	-2408.51	-2403.14	
uce-3366	-3428.07	-3422.88	
uce-3368	-2508.34	-2497.45	
uce-3369	-1238.78	-1242.83	
uce-337	-2240.55	-2235.36	
uce-3371	-5452.47	-5456.12	
uce-3373	-4336.90	-4344.86	
uce-3376	-4277.04	-4260.03	
uce-3377	-2594.67	-2581.79	
uce-3378	-4855.53	-4850.02	
uce-338	-4658.64	-4650.39	
uce-3380	-3078.38	-3070.95	
uce-3383	-1405.16	-1397.75	
uce-3384	-3808.06	-3820.22	
uce-3387	-1300.56	-1296.66	
uce-3392	-3469.51	-3444.29	
uce-3394	-2834.14	-2826.90	
uce-3398	-4189.14	-4173.18	
uce-34	-2625.81	-2629.52	
uce-3400	-5094.91	-5087.05	
uce-3402	-3016.20	-3009.51	
uce-3406	-2051.80	-2051.78	
uce-3407	-2910.91	-2901.46	
uce-3410	-3345.83	-3349.64	
uce-3412	-5359.94	-5357.55	
uce-3416	-3357.23	-3353.62	
uce-3417	-2347.75	-2350.93	
uce-3419	-4758.43	-4750.32	
uce-342	-2211.03	-2209.44	
uce-3420	-2045.96	-2041.41	
uce-3421	-4025.43	-4021.82	
uce-3422	-2725.76	-2712.06	
uce-3423	-3260.09	-3250.56	
uce-3425	-3788.75	-3783.10	
uce-3426	-2326.95	-2324.98	
uce-3427	-3129.59	-3135.01	
uce-3429	-1636.35	-1619.40	
uce-343	-1925.46	-1919.52	
uce-3430	-3615.95	-3613.36	
uce-3432	-3349.91	-3338.16	
uce-3434	-1912.76	-1909.59	
uce-3436	-4758.59	-4756.72	
uce-3439	-4963.19	-4960.52	
uce-344	-2900.14	-2901.08	
uce-3440	-3949.18	-3947.92	
uce-3441	-3866.15	-3856.62	
uce-3442	-3705.44	-3703.64	
uce-3443	-3627.37	-3638.80	
uce-3444	-3886.62	-3868.92	
uce-3445	-4485.26	-4462.08	
uce-3446	-4250.56	-4231.72	
uce-3448	-2789.44	-2779.11	
uce-3449	-4129.49	-4113.74	
uce-345	-4289.75	-4269.95	
uce-3451	-3676.94	-3681.28	
uce-3452	-3741.18	-3718.59	
uce-3454	-2599.78	-2590.98	
uce-3455	-5985.61	-5978.99	
uce-3456	-5345.03	-5321.64	
uce-346	-3247.04	-3247.49	
uce-3462	-1967.22	-1970.69	
uce-3463	-4904.58	-4894.94	
uce-3465	-2399.41	-2396.19	
uce-3466	-4286.60	-4287.93	
uce-3468	-1918.58	-1917.61	
uce-3469	-3569.47	-3548.36	
uce-347	-4325.65	-4318.01	
uce-3470	-2877.01	-2874.67	
uce-3471	-2826.68	-2824.31	
uce-3473	-5211.41	-5199.30	
uce-3475	-3693.44	-3680.47	
uce-3476	-3024.03	-3011.79	
uce-3479	-5588.29	-5587.24	
uce-348	-1458.22	-1449.01	
uce-3481	-5535.36	-5526.52	
uce-3482	-2542.29	-2532.78	
uce-3483	-2826.45	-2826.89	
uce-3484	-3744.09	-3752.78	
uce-3486	-2213.61	-2210.27	
uce-3487	-2618.20	-2602.62	
uce-3488	-3852.20	-3846.83	
uce-3490	-3557.73	-3549.26	
uce-3492	-3070.23	-3065.93	
uce-3493	-4713.55	-4713.22	
uce-3494	-3232.72	-3244.79	
uce-3497	-2519.13	-2522.56	
uce-3499	-2586.33	-2571.60	
uce-350	-4435.84	-4434.92	
uce-3500	-3980.21	-3983.05	
uce-3501	-3001.89	-2990.97	
uce-3503	-3442.43	-3437.80	
uce-3504	-5454.50	-5448.29	
uce-3505	-4932.73	-4944.26	
uce-351	-3845.11	-3850.93	
uce-3512	-2374.14	-2381.20	
uce-3514	-4708.46	-4710.20	
uce-3515	-3374.99	-3359.47	
uce-3516	-7130.31	-7131.09	
uce-3517	-1701.50	-1697.30	
uce-352	-3970.65	-3976.86	
uce-3520	-4475.96	-4477.88	
uce-3526	-2245.28	-2233.66	
uce-3527	-2861.54	-2844.51	
uce-3528	-3858.68	-3859.07	
uce-3529	-1763.48	-1756.25	
uce-353	-3777.87	-3777.50	
uce-3530	-3865.95	-3858.57	
uce-3531	-4666.70	-4657.35	
uce-3532	-2402.07	-2398.77	
uce-3533	-3515.11	-3509.79	
uce-3535	-3524.75	-3521.30	
uce-3538	-3177.27	-3168.18	
uce-3539	-4705.19	-4703.96	
uce-3540	-3334.75	-3332.67	
uce-3541	-3348.46	-3340.67	
uce-3542	-1794.92	-1800.04	
uce-3543	-3796.90	-3798.91	
uce-3546	-651.47	-657.09	
uce-3547	-3303.78	-3286.52	
uce-3549	-3563.37	-3570.30	
uce-3550	-6127.54	-6116.52	
uce-3551	-2063.46	-2043.83	
uce-3554	-4474.18	-4466.04	
uce-3555	-3359.70	-3359.79	
uce-3557	-6813.95	-6814.92	
uce-3558	-3148.78	-3142.23	
uce-3560	-2233.39	-2227.07	
uce-3561	-1998.38	-1999.50	
uce-3564	-4719.59	-4718.60	
uce-3567	-4690.28	-4685.28	
uce-3568	-4297.32	-4287.77	
uce-3569	-3051.39	-3045.01	
uce-357	-3481.79	-3480.94	
uce-3570	-4434.49	-4420.99	
uce-3573	-3715.54	-3719.43	
uce-3575	-4418.89	-4410.33	
uce-358	-4823.78	-4822.17	
uce-3580	-4463.12	-4459.98	
uce-3581	-3591.43	-3579.64	
uce-3582	-3883.64	-3870.56	
uce-3583	-3899.14	-3883.57	
uce-3584	-5431.53	-5429.83	
uce-3585	-2166.44	-2166.96	
uce-3586	-3122.38	-3120.27	
uce-3587	-2748.34	-2726.53	
uce-3588	-1935.27	-1929.64	
uce-3589	-2889.44	-2888.91	
uce-3591	-2205.17	-2204.46	
uce-3592	-3655.97	-3649.42	
uce-3595	-3357.93	-3359.39	
uce-3596	-5141.80	-5138.25	
uce-3597	-1703.67	-1696.29	
uce-36	-3369.68	-3364.28	
uce-360	-3175.14	-3173.43	
uce-3601	-2909.87	-2913.10	
uce-3602	-3826.87	-3822.65	
uce-3603	-3539.66	-3534.28	
uce-3604	-2082.48	-2062.22	
uce-3605	-2374.78	-2374.45	
uce-3606	-3653.87	-3659.51	
uce-3607	-5051.68	-5039.99	
uce-3609	-3075.21	-3068.78	
uce-3610	-4284.61	-4271.64	
uce-3613	-3198.40	-3198.06	
uce-3614	-4176.31	-4158.82	
uce-3616	-3757.28	-3756.82	
uce-3619	-2630.64	-2626.80	
uce-362	-3932.28	-3935.04	
uce-3622	-4813.52	-4811.10	
uce-3623	-5212.61	-5212.19	
uce-3625	-4012.03	-4020.14	
uce-3627	-3288.37	-3290.00	
uce-3628	-2682.91	-2685.44	
uce-3629	-2130.34	-2123.20	
uce-3631	-3566.56	-3559.50	
uce-3632	-2170.77	-2170.42	
uce-3633	-5630.33	-5632.07	
uce-3636	-4400.35	-4395.57	
uce-3637	-2944.26	-2939.40	
uce-3638	-3154.40	-3150.16	
uce-3640	-4008.36	-4088.36	
uce-3642	-4221.00	-4210.64	
uce-3644	-3301.09	-3302.02	
uce-3646	-2090.68	-2078.87	
uce-3647	-2423.96	-2419.85	
uce-3648	-2512.13	-2515.86	
uce-365	-2026.72	-2025.21	
uce-3650	-2200.13	-2194.30	
uce-3651	-2296.15	-2298.19	
uce-3652	-2917.85	-2915.18	
uce-3654	-5139.71	-5144.14	
uce-3655	-4256.15	-4252.38	
uce-3656	-3238.75	-3226.38	
uce-3657	-4155.29	-4157.16	
uce-3658	-5278.38	-5275.38	
uce-3659	-2954.59	-2952.66	
uce-366	-2057.81	-2029.58	
uce-3660	-3509.31	-3512.48	
uce-3661	-2707.24	-2691.36	
uce-3662	-4888.70	-4883.56	
uce-3664	-4288.21	-4288.58	
uce-3666	-4269.83	-4268.84	
uce-3667	-3325.52	-3321.45	
uce-3668	-2243.83	-2234.46	
uce-3669	-3243.63	-3219.79	
uce-367	-2431.97	-2426.13	
uce-3670	-3410.75	-3401.20	
uce-3671	-3030.43	-3028.82	
uce-3674	-3838.81	-3842.27	
uce-3675	-4599.26	-4591.06	
uce-3676	-3876.61	-3880.31	
uce-3678	-2725.09	-2720.15	
uce-368	-3122.49	-3108.52	
uce-3680	-3646.43	-3642.47	
uce-3681	-1914.82	-1910.37	
uce-3682	-4488.41	-4478.20	
uce-3683	-3195.88	-3197.58	
uce-3687	-4456.67	-4448.48	
uce-3688	-4161.13	-4160.82	
uce-3689	-4793.92	-4788.85	
uce-3692	-1602.90	-1586.96	
uce-3693	-2158.35	-2151.08	
uce-3694	-3323.51	-3314.00	
uce-3695	-5619.27	-5615.86	
uce-3696	-3855.62	-3856.29	
uce-3697	-3041.17	-3040.63	
uce-3698	-1238.34	-1240.21	
uce-3699	-3598.31	-3603.40	
uce-370	-2864.92	-2859.37	
uce-3701	-2442.61	-2443.13	
uce-3702	-5546.51	-5553.29	
uce-3703	-4385.30	-4388.79	
uce-3704	-3524.97	-3516.55	
uce-3709	-3314.35	-3281.21	
uce-371	-1174.95	-1173.96	
uce-3711	-4444.12	-4430.80	
uce-3713	-3129.49	-3120.93	
uce-3714	-895.03	-894.99	
uce-3715	-3253.21	-3242.07	
uce-3716	-2890.02	-2896.13	
uce-3718	-2152.82	-2146.36	
uce-372	-3289.43	-3284.56	
uce-3720	-2744.89	-2735.70	
uce-3722	-5871.82	-5854.72	
uce-3723	-4012.96	-3993.32	
uce-3724	-5394.04	-5401.75	
uce-3725	-4401.08	-4396.00	
uce-3728	-2979.18	-2986.52	
uce-373	-2385.04	-2375.99	
uce-3730	-4628.47	-4623.61	
uce-3731	-2700.06	-2692.45	
uce-3733	-3251.49	-3248.40	
uce-3734	-2243.75	-2236.58	
uce-3736	-4668.98	-4668.23	
uce-3738	-4916.59	-4896.91	
uce-374	-6881.03	-6873.59	
uce-3740	-3252.94	-3255.11	
uce-3741	-4298.95	-4291.27	
uce-3742	-3329.33	-3335.24	
uce-3743	-4011.69	-4013.06	
uce-3744	-3665.39	-3665.32	
uce-3746	-4264.04	-4259.32	
uce-3747	-3498.07	-3497.85	
uce-3750	-2738.87	-2736.65	
uce-3752	-3429.83	-3418.68	
uce-3755	-1299.77	-1297.44	
uce-3757	-4904.54	-4908.45	
uce-3758	-3638.65	-3637.78	
uce-3759	-3523.30	-3497.72	
uce-3761	-3499.43	-3497.23	
uce-3762	-3351.69	-3343.33	
uce-3764	-3707.06	-3708.99	
uce-3765	-1815.04	-1813.57	
uce-3767	-3032.61	-3017.09	
uce-377	-1769.62	-1759.36	
uce-3770	-4177.08	-4172.03	
uce-3771	-3949.92	-3953.69	
uce-3772	-4313.63	-4311.40	
uce-3774	-7234.10	-7236.29	
uce-3776	-1285.14	-1283.13	
uce-3777	-5186.81	-5186.17	
uce-3778	-3430.28	-3428.99	
uce-378	-3257.13	-3248.93	
uce-3783	-3511.18	-3489.28	
uce-3785	-2935.52	-2934.74	
uce-3786	-3422.62	-3434.08	
uce-3788	-2622.04	-2610.02	
uce-3789	-3636.32	-3622.17	
uce-3790	-5172.81	-5154.67	
uce-3792	-2584.04	-2586.69	
uce-3793	-2474.15	-2468.91	
uce-3795	-1068.15	-1071.31	
uce-3797	-4244.14	-4236.80	
uce-3798	-3935.48	-3939.74	
uce-3799	-3488.24	-3491.98	
uce-38	-4632.21	-4621.45	
uce-380	-2975.27	-2969.23	
uce-3801	-3230.36	-3235.93	
uce-3804	-2655.26	-2651.84	
uce-3806	-1589.78	-1587.86	
uce-3807	-4723.64	-4714.66	
uce-3808	-3456.24	-3457.55	
uce-381	-5090.51	-5095.97	
uce-3810	-1477.04	-1473.44	
uce-3812	-4641.11	-4633.24	
uce-3813	-2458.72	-2453.56	
uce-3814	-3579.66	-3577.71	
uce-3815	-4869.69	-4868.14	
uce-3817	-2832.04	-2837.70	
uce-3821	-3867.15	-3852.99	
uce-3823	-6879.41	-6862.96	
uce-3824	-2085.64	-2087.77	
uce-3825	-1829.48	-1833.97	
uce-3826	-2771.06	-2775.74	
uce-3828	-1102.89	-1101.97	
uce-383	-3207.54	-3191.66	
uce-3830	-3877.14	-3887.35	
uce-3831	-3512.36	-3505.01	
uce-3835	-2844.31	-2848.71	
uce-3836	-2802.61	-2804.84	
uce-3837	-1560.07	-1556.35	
uce-3842	-3170.31	-3161.86	
uce-3843	-2705.41	-2707.53	
uce-3845	-2236.63	-2231.07	
uce-3847	-3189.17	-3187.74	
uce-3849	-2322.03	-2324.18	
uce-385	-2898.40	-2894.20	
uce-3850	-2751.62	-2747.26	
uce-3851	-1762.81	-1758.09	
uce-3852	-3225.92	-3230.71	
uce-3853	-2074.70	-2071.89	
uce-3854	-4781.07	-4774.76	
uce-3856	-5150.98	-5145.12	
uce-3857	-3730.66	-3698.30	
uce-3860	-2559.63	-2551.02	
uce-3861	-2965.39	-2952.51	
uce-3862	-3104.78	-3102.93	
uce-3863	-2750.67	-2736.13	
uce-3864	-2818.82	-2818.21	
uce-3870	-2437.61	-2437.04	
uce-3871	-3743.45	-3745.97	
uce-3873	-3247.26	-3238.21	
uce-3874	-5027.21	-5020.03	
uce-3879	-2830.78	-2818.45	
uce-388	-4520.12	-4519.60	
uce-3882	-2356.03	-2351.02	
uce-3884	-2758.21	-2768.17	
uce-3887	-4741.99	-4748.36	
uce-389	-3316.77	-3319.97	
uce-3890	-3169.60	-3148.12	
uce-3891	-665.62	-665.83	
uce-3892	-1836.45	-1835.37	
uce-3893	-1962.76	-1959.52	
uce-3894	-3073.52	-3072.09	
uce-3895	-3855.71	-3861.47	
uce-3896	-2306.79	-2304.76	
uce-3897	-4348.44	-4350.92	
uce-390	-3223.53	-3209.43	
uce-3900	-5379.77	-5369.33	
uce-3901	-3928.25	-3925.94	
uce-3902	-3011.89	-3006.54	
uce-3903	-1172.17	-1163.43	
uce-3904	-3861.49	-3855.35	
uce-3905	-2710.03	-2702.54	
uce-3906	-3940.28	-3931.05	
uce-3907	-3947.01	-3941.87	
uce-3909	-1231.77	-1228.07	
uce-3910	-3080.24	-3073.26	
uce-3911	-3978.81	-3982.64	
uce-3912	-2452.34	-2447.52	
uce-3913	-4427.83	-4425.22	
uce-3914	-3984.13	-3982.53	
uce-3915	-2565.65	-2573.24	
uce-3917	-4686.76	-4682.48	
uce-3918	-5377.89	-5370.21	
uce-3919	-4788.81	-4780.61	
uce-392	-4257.01	-4258.21	
uce-3922	-3068.87	-3080.58	
uce-3924	-3549.45	-3533.40	
uce-3926	-4803.50	-4801.68	
uce-3927	-2134.06	-2134.19	
uce-3929	-2662.83	-2652.13	
uce-393	-2450.85	-2449.07	
uce-3930	-3153.40	-3142.81	
uce-3931	-3267.88	-3251.52	
uce-3932	-3278.85	-3272.85	
uce-3933	-1620.81	-1614.58	
uce-3936	-3469.01	-3468.58	
uce-3937	-4000.57	-3995.24	
uce-3938	-3112.62	-3112.29	
uce-3939	-3045.62	-3043.34	
uce-394	-3061.33	-3058.45	
uce-3940	-2034.19	-2028.06	
uce-3942	-4308.00	-4316.23	
uce-3943	-2433.10	-2436.67	
uce-3945	-2085.46	-2084.15	
uce-395	-2143.38	-2149.08	
uce-3950	-2299.50	-2288.41	
uce-3957	-6436.24	-6418.69	
uce-3958	-2842.40	-2840.16	
uce-3959	-4188.30	-4186.65	
uce-396	-3646.79	-3657.09	
uce-3964	-3260.55	-3245.88	
uce-3966	-3050.83	-3036.09	
uce-3967	-3314.86	-3306.91	
uce-3968	-4026.50	-4023.02	
uce-3969	-2619.52	-2619.51	
uce-3970	-5945.37	-5959.98	
uce-3973	-2803.74	-2808.33	
uce-3975	-2539.18	-2543.00	
uce-3976	-4961.58	-4960.66	
uce-3978	-2510.50	-2507.68	
uce-398	-4031.77	-4030.55	
uce-3981	-1696.30	-1695.92	
uce-3982	-3142.70	-3138.46	
uce-3984	-3050.62	-3049.97	
uce-3987	-2345.05	-2338.71	
uce-3988	-6220.45	-6213.48	
uce-3989	-5133.11	-5140.34	
uce-3990	-4565.91	-4546.94	
uce-3991	-1764.82	-1764.55	
uce-3992	-2481.38	-2473.65	
uce-3994	-4023.45	-4017.16	
uce-3995	-2620.24	-2610.83	
uce-3997	-2233.20	-2225.05	
uce-3998	-3954.70	-3948.57	
uce-3999	-2467.65	-2456.99	
uce-4	-3128.58	-3120.81	
uce-400	-1718.64	-1715.47	
uce-4000	-3340.78	-3336.93	
uce-4001	-3369.99	-3364.00	
uce-4003	-2316.58	-2313.83	
uce-4004	-3821.37	-3804.88	
uce-4005	-1488.90	-1490.00	
uce-4007	-3058.75	-3044.61	
uce-4008	-2930.79	-2925.44	
uce-4009	-5034.84	-5024.20	
uce-401	-4789.89	-4795.04	
uce-4010	-3052.07	-3038.59	
uce-4011	-4415.43	-4406.96	
uce-4012	-3756.73	-3746.22	
uce-4013	-3236.47	-3239.89	
uce-4014	-4383.04	-4383.67	
uce-4018	-4793.90	-4779.38	
uce-4020	-4046.59	-4032.16	
uce-4021	-3851.00	-3853.58	
uce-4022	-2798.18	-2791.48	
uce-4023	-3520.59	-3532.12	
uce-4024	-1557.68	-1561.66	
uce-4025	-3042.70	-3023.25	
uce-4026	-4368.23	-4365.72	
uce-4027	-5256.32	-5246.94	
uce-4028	-3176.38	-3174.77	
uce-4033	-1594.88	-1579.05	
uce-4035	-2897.87	-2890.50	
uce-4036	-3831.99	-3823.64	
uce-4038	-3007.14	-3017.23	
uce-4039	-6076.35	-6060.51	
uce-404	-4179.04	-4183.42	
uce-4042	-3507.89	-3496.39	
uce-4044	-2849.99	-2840.10	
uce-4045	-5380.80	-5371.47	
uce-4046	-3777.47	-3779.56	
uce-4049	-2084.77	-2086.34	
uce-4050	-3801.86	-3791.79	
uce-4051	-2578.57	-2560.23	
uce-406	-3265.42	-3264.88	
uce-4061	-5867.23	-5850.38	
uce-4063	-3445.12	-3452.52	
uce-4066	-3415.16	-3420.25	
uce-4067	-2539.73	-2530.18	
uce-4068	-3219.86	-3217.17	
uce-4069	-2687.20	-2685.98	
uce-4071	-5115.94	-5111.22	
uce-4072	-3021.29	-3017.53	
uce-4075	-3586.04	-3587.60	
uce-4076	-3709.23	-3707.10	
uce-4077	-2887.80	-2877.45	
uce-4078	-1495.83	-1491.35	
uce-4079	-3583.66	-3562.92	
uce-408	-3312.87	-3301.67	
uce-4080	-3038.85	-3038.68	
uce-4081	-3848.01	-3848.95	
uce-4082	-4968.13	-4964.94	
uce-4086	-3836.45	-3840.48	
uce-4088	-2459.44	-2448.09	
uce-4089	-1877.82	-1865.63	
uce-4090	-2921.83	-2925.78	
uce-4091	-2928.34	-2922.91	
uce-4094	-3488.07	-3485.71	
uce-4095	-2844.15	-2842.02	
uce-4096	-4135.74	-4148.68	
uce-4097	-3929.73	-3903.83	
uce-4099	-4122.94	-4114.39	
uce-41	-2567.67	-2552.11	
uce-4101	-3896.95	-3886.57	
uce-4102	-4405.33	-4410.72	
uce-4106	-4121.43	-4099.28	
uce-4107	-5963.15	-5956.50	
uce-411	-3871.86	-3858.40	
uce-4110	-4288.15	-4281.07	
uce-4111	-3841.95	-3845.04	
uce-4113	-3427.38	-3419.62	
uce-4114	-2649.52	-2642.68	
uce-4115	-4018.36	-4021.17	
uce-4116	-2973.81	-2971.65	
uce-4117	-4176.14	-4164.01	
uce-4118	-5736.05	-5735.95	
uce-4119	-3886.21	-3885.71	
uce-412	-5642.68	-5637.29	
uce-4122	-2972.89	-2969.24	
uce-4124	-4324.02	-4316.80	
uce-4128	-3780.34	-3777.45	
uce-413	-4701.74	-4685.74	
uce-4131	-5061.96	-5042.92	
uce-4132	-3465.46	-3457.86	
uce-4135	-2345.92	-2349.39	
