Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-4541	-3728.70	-3726.10	-3733.14	-3732.27	-3725.25	
uce-4542	-3985.15	-3976.70	-3982.95	-3983.48	-3974.74	
uce-4544	-3212.08	-3213.77	-3212.84	-3216.04	-3215.57	
uce-4546	-5222.41	-5220.63	-5221.08	-5221.39	-5222.54	
uce-4547	-7070.03	-7059.37	-7062.71	-7064.74	-7058.37	
uce-4548	-6353.47	-6355.19	-6355.39	-6354.83	-6354.48	
uce-4549	-3143.42	-3143.25	-3147.22	-3145.18	-3142.03	
uce-4550	-4975.39	-4974.01	-4975.55	-4974.07	-4974.90	
uce-4552	-7471.08	-7475.99	-7478.79	-7475.74	-7475.84	
uce-4553	-7029.10	-7032.92	-7034.36	-7034.50	-7031.79	
uce-4554	-4612.76	-4617.11	-4616.67	-4617.49	-4617.32	
uce-4555	-4753.28	-4755.80	-4756.51	-4754.38	-4755.13	
uce-4557	-4292.42	-4284.88	-4289.65	-4289.63	-4284.24	
uce-4558	-6864.63	-6862.71	-6863.04	-6863.78	-6860.82	
uce-4559	-5218.08	-5218.06	-5219.28	-5221.38	-5218.18	
uce-4560	-6454.65	-6457.98	-6458.11	-6456.99	-6457.48	
uce-4562	-3182.80	-3173.76	-3175.90	-3175.79	-3172.88	
uce-4564	-5295.32	-5295.42	-5294.97	-5295.63	-5294.79	
uce-4565	-6554.43	-6555.04	-6557.55	-6554.37	-6558.69	
uce-4566	-3183.64	-3179.85	-3179.36	-3179.83	-3180.41	
uce-4570	-4306.88	-4324.06	-4325.58	-4326.47	-4323.71	
uce-4573	-3283.54	-3279.10	-3277.86	-3279.38	-3281.54	
uce-4574	-4362.09	-4355.13	-4355.18	-4356.21	-4354.88	
uce-4575	-5647.64	-5649.39	-5648.87	-5649.15	-5648.62	
uce-4578	-5130.49	-5125.43	-5123.59	-5129.08	-5129.24	
uce-4580	-7375.70	-7371.81	-7374.71	-7372.39	-7370.39	
uce-4584	-6107.86	-6103.22	-6105.64	-6105.47	-6102.83	
uce-4585	-3878.42	-3878.44	-3878.23	-3878.02	-3878.46	
uce-4586	-3124.54	-3120.46	-3124.16	-3124.19	-3120.21	
uce-4587	-4120.40	-4115.71	-4117.30	-4115.37	-4116.67	
uce-4588	-7825.61	-7843.35	-7841.87	-7846.56	-7845.91	
uce-459	-5833.50	-5827.41	-5829.78	-5826.07	-5832.01	
uce-4590	-5248.69	-5240.08	-5238.20	-5243.53	-5240.23	
uce-4591	-4568.55	-4565.79	-4565.72	-4565.42	-4565.84	
uce-4592	-4716.60	-4710.79	-4712.90	-4710.62	-4708.98	
uce-4593	-5307.86	-5309.76	-5310.87	-5309.40	-5310.96	
uce-4594	-5880.62	-5888.12	-5887.09	-5885.51	-5889.90	
uce-4598	-3475.48	-3484.02	-3484.34	-3485.30	-3483.38	
uce-4599	-3373.89	-3381.26	-3381.00	-3380.23	-3382.10	
uce-46	-6474.84	-6477.60	-6477.94	-6477.86	-6476.78	
uce-460	-2956.60	-2954.95	-2956.96	-2955.81	-2952.84	
uce-4600	-8612.77	-8606.90	-8608.56	-8607.35	-8607.39	
uce-4602	-2667.35	-2670.14	-2671.79	-2670.77	-2669.90	
uce-4604	-3608.15	-3604.86	-3616.29	-3615.62	-3603.70	
uce-4605	-6029.56	-6034.87	-6035.41	-6038.40	-6033.45	
uce-4606	-3199.80	-3199.44	-3199.07	-3199.87	-3200.14	
uce-4607	-1730.30	-1726.81	-1726.26	-1727.05	-1727.71	
uce-4608	-6174.29	-6171.09	-6173.23	-6172.80	-6170.42	
uce-4609	-4373.15	-4374.77	-4375.53	-4375.10	-4373.25	
uce-4610	-2499.97	-2492.64	-2500.87	-2499.02	-2491.07	
uce-4612	-5595.22	-5593.97	-5593.54	-5593.65	-5593.75	
uce-4614	-4643.75	-4639.47	-4642.45	-4641.95	-4639.65	
uce-4615	-5687.24	-5682.21	-5686.73	-5686.76	-5681.75	
uce-4616	-7531.93	-7530.32	-7531.80	-7531.87	-7531.27	
uce-4618	-3021.87	-3020.45	-3020.23	-3021.61	-3021.02	
uce-4619	-4156.12	-4155.36	-4155.02	-4158.36	-4158.23	
uce-462	-5898.25	-5900.61	-5901.29	-5903.63	-5900.82	
uce-4621	-5010.37	-5011.58	-5012.97	-5013.42	-5008.58	
uce-4623	-4335.47	-4330.71	-4333.00	-4332.94	-4330.89	
uce-4625	-5598.77	-5599.79	-5601.83	-5598.75	-5598.66	
uce-4626	-4626.43	-4626.50	-4626.71	-4627.75	-4625.71	
uce-4629	-5895.79	-5889.76	-5889.39	-5889.49	-5889.53	
uce-463	-7877.69	-7869.80	-7870.24	-7874.79	-7875.63	
uce-4631	-4930.25	-4925.22	-4930.79	-4924.75	-4924.88	
uce-4632	-3258.88	-3261.19	-3261.18	-3261.29	-3260.72	
uce-4633	-6020.20	-6017.29	-6017.14	-6017.20	-6016.86	
uce-4637	-4778.36	-4781.82	-4780.37	-4781.74	-4781.18	
uce-4638	-3934.45	-3933.23	-3939.35	-3940.71	-3932.21	
uce-4639	-5483.77	-5480.85	-5481.25	-5483.67	-5480.29	
uce-464	-3322.29	-3323.69	-3323.04	-3325.37	-3321.92	
uce-4640	-5540.36	-5538.67	-5537.35	-5542.71	-5540.22	
uce-4641	-5028.56	-5029.63	-5035.00	-5034.23	-5030.28	
uce-4642	-4557.78	-4552.13	-4554.66	-4552.84	-4553.15	
uce-4643	-4557.09	-4568.13	-4567.49	-4569.62	-4568.89	
uce-4644	-4723.91	-4723.65	-4724.88	-4724.47	-4723.38	
uce-4646	-5493.51	-5504.37	-5504.83	-5504.53	-5504.81	
uce-4651	-2475.28	-2476.21	-2475.78	-2477.18	-2476.53	
uce-4652	-4478.87	-4475.57	-4475.61	-4479.99	-4478.69	
uce-4653	-3533.19	-3537.51	-3536.17	-3542.50	-3540.10	
uce-4654	-2504.71	-2507.46	-2510.44	-2506.15	-2510.83	
uce-4656	-3805.59	-3803.35	-3804.61	-3804.80	-3802.82	
uce-4658	-4149.42	-4143.92	-4146.06	-4145.10	-4141.59	
uce-4659	-9171.97	-9159.84	-9161.04	-9162.73	-9159.34	
uce-4660	-3381.59	-3385.56	-3385.62	-3385.47	-3386.05	
uce-4661	-4877.89	-4879.36	-4879.13	-4879.39	-4878.96	
uce-4662	-6402.92	-6408.03	-6407.07	-6410.77	-6411.53	
uce-4666	-5991.26	-5990.59	-5999.18	-5993.52	-5989.80	
uce-4670	-5868.26	-5860.75	-5867.22	-5867.23	-5859.56	
uce-4671	-5395.69	-5390.64	-5392.23	-5392.33	-5390.08	
uce-4672	-5885.70	-5883.80	-5883.06	-5884.33	-5881.91	
uce-4673	-2751.27	-2754.00	-2754.41	-2753.64	-2754.86	
uce-4674	-5006.36	-5010.69	-5008.97	-5012.70	-5010.61	
uce-4676	-5091.13	-5105.13	-5104.74	-5105.08	-5104.21	
uce-4678	-4530.40	-4521.70	-4523.85	-4525.19	-4520.55	
uce-4679	-4329.63	-4327.37	-4329.26	-4326.69	-4329.02	
uce-4680	-6145.30	-6152.13	-6152.41	-6153.69	-6151.40	
uce-4681	-5895.05	-5910.74	-5911.01	-5909.60	-5907.82	
uce-4682	-4980.47	-4959.72	-4966.69	-4965.63	-4959.05	
uce-4683	-4436.68	-4430.42	-4431.73	-4431.51	-4430.63	
uce-4686	-3751.65	-3749.75	-3750.80	-3750.43	-3750.00	
uce-4688	-4548.66	-4549.73	-4550.00	-4550.46	-4549.19	
uce-469	-6383.35	-6384.61	-6385.02	-6383.69	-6383.68	
uce-4690	-4736.76	-4734.40	-4738.46	-4742.34	-4735.04	
uce-4692	-7022.83	-7026.35	-7026.51	-7027.88	-7024.31	
uce-4693	-1549.36	-1547.54	-1547.66	-1547.85	-1547.41	
uce-4694	-4281.85	-4283.01	-4283.16	-4281.65	-4281.86	
uce-4695	-3778.88	-3775.94	-3775.83	-3774.91	-3776.97	
uce-4696	-6092.54	-6088.25	-6093.39	-6092.34	-6087.74	
uce-4697	-4658.94	-4667.23	-4668.64	-4667.81	-4667.79	
uce-47	-4689.36	-4692.16	-4692.82	-4692.31	-4693.13	
uce-4702	-3073.59	-3070.69	-3074.23	-3073.15	-3070.33	
uce-4703	-5714.13	-5711.46	-5711.62	-5711.82	-5710.38	
uce-4704	-4501.46	-4507.23	-4507.85	-4506.88	-4505.75	
uce-4705	-3955.41	-3956.62	-3954.76	-3956.41	-3956.16	
uce-4706	-6537.31	-6535.28	-6536.31	-6535.58	-6534.88	
uce-4707	-6548.78	-6552.30	-6554.52	-6551.50	-6550.92	
uce-4711	-4940.87	-4940.48	-4939.07	-4940.34	-4939.52	
uce-4712	-2150.90	-2150.27	-2155.58	-2155.37	-2149.22	
uce-4713	-6079.46	-6080.58	-6081.32	-6084.26	-6080.88	
uce-4714	-4512.61	-4508.76	-4511.47	-4511.09	-4509.38	
uce-4716	-5934.45	-5917.85	-5929.70	-5928.92	-5915.92	
uce-4719	-5554.06	-5551.92	-5549.32	-5555.76	-5551.87	
uce-472	-9035.05	-9037.44	-9039.03	-9039.16	-9035.82	
uce-4721	-1672.32	-1680.21	-1682.22	-1682.33	-1679.33	
uce-4724	-5170.13	-5168.62	-5170.82	-5170.32	-5168.53	
uce-4725	-3562.10	-3560.53	-3561.11	-3560.80	-3561.41	
uce-4726	-4431.14	-4430.94	-4430.12	-4432.75	-4433.13	
uce-4729	-6571.17	-6568.26	-6569.82	-6568.11	-6569.04	
uce-4732	-4342.01	-4347.46	-4346.62	-4347.17	-4346.72	
uce-4733	-6093.62	-6088.08	-6089.97	-6088.57	-6087.22	
uce-4735	-4243.44	-4250.67	-4249.82	-4251.10	-4250.59	
uce-4738	-3577.29	-3572.37	-3575.13	-3571.20	-3575.38	
uce-4739	-6343.62	-6340.55	-6341.47	-6341.47	-6340.12	
uce-4741	-4107.10	-4102.02	-4101.56	-4102.38	-4101.27	
uce-4742	-7379.83	-7370.84	-7371.48	-7371.23	-7371.20	
uce-4743	-3179.89	-3179.39	-3182.59	-3178.61	-3181.91	
uce-4744	-7375.27	-7377.87	-7378.23	-7380.52	-7378.37	
uce-4747	-2908.48	-2907.18	-2908.74	-2908.29	-2906.49	
uce-4750	-6062.35	-6052.52	-6063.38	-6059.85	-6052.75	
uce-4751	-3164.04	-3155.71	-3162.98	-3161.99	-3154.51	
uce-4752	-5202.62	-5203.51	-5201.95	-5204.28	-5203.31	
uce-4753	-4729.27	-4722.06	-4726.92	-4727.05	-4720.65	
uce-4754	-5207.12	-5211.56	-5211.94	-5212.60	-5212.93	
uce-4757	-5052.11	-5047.54	-5050.52	-5051.27	-5046.62	
uce-4759	-2398.60	-2397.94	-2398.56	-2397.44	-2398.51	
uce-4760	-3971.57	-3969.59	-3967.89	-3971.15	-3970.17	
uce-4761	-4598.89	-4592.57	-4599.56	-4599.07	-4590.17	
uce-4762	-5463.53	-5465.71	-5468.18	-5470.39	-5463.45	
uce-4763	-6201.64	-6202.96	-6205.55	-6202.61	-6206.04	
uce-4764	-6036.83	-6034.72	-6034.39	-6032.66	-6034.01	
uce-4765	-4406.13	-4405.28	-4407.50	-4404.63	-4408.99	
uce-4766	-3908.61	-3913.65	-3915.67	-3914.85	-3913.71	
uce-4769	-6079.90	-6078.91	-6079.36	-6079.04	-6078.45	
uce-4770	-3417.05	-3413.15	-3413.16	-3416.47	-3413.45	
uce-4771	-2191.96	-2191.04	-2191.74	-2191.79	-2191.46	
uce-4775	-2485.39	-2483.01	-2486.55	-2482.91	-2483.37	
uce-4776	-5301.18	-5299.21	-5299.16	-5297.38	-5300.19	
uce-4777	-5990.06	-5986.93	-5988.54	-5989.47	-5986.76	
uce-4778	-4990.57	-4992.42	-4994.76	-4997.06	-4991.67	
uce-4779	-4873.69	-4873.58	-4873.18	-4873.96	-4873.42	
uce-478	-6137.94	-6138.83	-6138.80	-6138.05	-6138.34	
uce-4780	-6721.64	-6723.36	-6723.60	-6722.35	-6723.06	
uce-4782	-7516.70	-7511.46	-7515.67	-7517.68	-7509.20	
uce-4784	-7190.63	-7188.35	-7189.23	-7193.33	-7195.91	
uce-4786	-5912.39	-5908.46	-5911.00	-5912.13	-5907.45	
uce-4787	-2316.49	-2325.76	-2325.86	-2326.00	-2325.17	
uce-4788	-5791.25	-5788.77	-5790.24	-5790.33	-5789.24	
uce-4789	-7939.16	-7934.62	-7936.10	-7935.21	-7935.73	
uce-4790	-3072.83	-3072.68	-3071.78	-3071.40	-3071.95	
uce-4792	-6338.77	-6337.39	-6343.89	-6344.22	-6337.64	
uce-4797	-3576.27	-3576.74	-3577.62	-3577.37	-3577.35	
uce-4798	-7051.84	-7058.34	-7057.87	-7058.25	-7057.33	
uce-4799	-5008.08	-5005.07	-5003.27	-5004.45	-5003.60	
uce-4804	-7300.53	-7296.56	-7299.25	-7298.36	-7295.02	
uce-4806	-4562.40	-4571.41	-4574.37	-4570.56	-4571.90	
uce-4807	-3226.33	-3225.12	-3226.55	-3224.19	-3225.83	
uce-4808	-6388.11	-6396.82	-6399.09	-6400.35	-6398.66	
uce-4810	-4711.02	-4706.85	-4710.41	-4710.36	-4707.21	
uce-4813	-5809.55	-5808.43	-5809.04	-5806.89	-5808.30	
uce-4816	-1710.23	-1694.97	-1693.96	-1698.11	-1698.75	
uce-4818	-2567.79	-2574.90	-2575.77	-2574.92	-2573.78	
uce-4819	-7606.80	-7605.71	-7609.71	-7606.00	-7609.81	
uce-4820	-4536.17	-4538.63	-4537.24	-4538.05	-4538.14	
uce-4822	-4044.12	-4041.61	-4043.00	-4041.92	-4040.67	
uce-4823	-5184.74	-5181.42	-5183.84	-5182.74	-5180.68	
uce-4824	-4508.73	-4505.61	-4505.06	-4508.37	-4505.47	
uce-4827	-4837.84	-4839.41	-4839.33	-4840.63	-4838.85	
uce-4828	-4198.36	-4198.09	-4197.51	-4197.08	-4197.57	
uce-4829	-3119.82	-3117.59	-3115.95	-3116.83	-3117.55	
uce-483	-3589.91	-3589.19	-3589.04	-3588.83	-3589.66	
uce-4830	-3710.78	-3717.00	-3721.39	-3725.45	-3716.82	
uce-4831	-7323.37	-7323.45	-7323.64	-7322.98	-7323.60	
uce-4832	-2784.19	-2787.19	-2787.68	-2786.94	-2787.05	
uce-4833	-8910.25	-8909.36	-8910.60	-8909.68	-8908.26	
uce-4835	-5221.63	-5217.23	-5219.37	-5217.04	-5216.64	
uce-4837	-7050.35	-7055.76	-7055.84	-7057.23	-7057.02	
uce-4838	-3778.87	-3772.94	-3775.79	-3773.65	-3772.25	
uce-4839	-6942.26	-6946.81	-6947.12	-6947.45	-6945.10	
uce-4840	-1513.83	-1512.73	-1512.60	-1513.24	-1513.20	
uce-4841	-4515.77	-4515.72	-4517.76	-4518.37	-4515.36	
uce-4842	-6021.88	-6021.92	-6023.97	-6022.09	-6020.46	
uce-4843	-8099.02	-8110.84	-8110.09	-8109.78	-8110.10	
uce-4844	-3715.59	-3713.75	-3715.69	-3714.65	-3713.58	
uce-4845	-7224.69	-7227.98	-7229.72	-7226.67	-7226.30	
uce-4846	-5731.87	-5731.21	-5731.63	-5731.48	-5732.86	
uce-4847	-5306.89	-5294.34	-5294.44	-5293.76	-5293.23	
uce-4848	-3509.53	-3507.47	-3507.06	-3506.27	-3507.60	
uce-4849	-4123.87	-4125.10	-4126.89	-4125.21	-4128.06	
uce-485	-5880.42	-5892.29	-5891.69	-5892.10	-5890.97	
uce-4850	-4971.29	-4969.37	-4974.70	-4974.59	-4969.03	
uce-4851	-5336.80	-5331.92	-5335.59	-5332.19	-5332.28	
uce-4853	-5549.37	-5540.42	-5541.48	-5539.48	-5540.55	
uce-4854	-6441.26	-6448.89	-6451.31	-6452.07	-6449.10	
uce-4855	-5305.12	-5309.01	-5309.97	-5310.16	-5307.65	
uce-4856	-3515.36	-3511.89	-3512.93	-3514.45	-3511.38	
uce-4858	-3478.23	-3480.24	-3479.14	-3480.85	-3480.18	
uce-4859	-7704.62	-7700.02	-7699.92	-7700.43	-7700.37	
uce-486	-3409.07	-3403.64	-3406.92	-3402.63	-3407.53	
uce-4862	-3461.69	-3464.51	-3465.40	-3464.80	-3463.43	
uce-4863	-4352.15	-4348.90	-4349.94	-4351.33	-4347.40	
uce-4865	-4729.23	-4726.04	-4726.62	-4729.71	-4725.58	
uce-4866	-3416.65	-3414.00	-3413.29	-3412.44	-3413.66	
uce-4867	-5480.70	-5482.58	-5481.42	-5491.04	-5489.12	
uce-4868	-4831.06	-4834.06	-4836.84	-4834.31	-4833.52	
uce-4869	-2918.18	-2928.63	-2929.83	-2928.83	-2927.77	
uce-487	-2501.20	-2498.69	-2499.45	-2498.83	-2498.80	
uce-4870	-6535.86	-6544.44	-6546.35	-6544.80	-6544.37	
uce-4871	-5594.06	-5591.51	-5592.17	-5595.63	-5590.46	
uce-4874	-4688.12	-4688.30	-4687.14	-4687.07	-4688.27	
uce-4875	-3377.06	-3377.23	-3376.56	-3380.83	-3381.42	
uce-4878	-7072.64	-7070.14	-7073.07	-7074.88	-7067.96	
uce-4881	-3758.01	-3769.57	-3768.67	-3769.46	-3770.62	
uce-4882	-5457.93	-5454.40	-5459.30	-5457.59	-5454.37	
uce-4883	-5203.35	-5200.63	-5201.06	-5203.43	-5202.71	
uce-4884	-6750.02	-6744.93	-6750.87	-6750.00	-6745.91	
uce-4885	-6664.23	-6662.44	-6661.34	-6662.30	-6661.54	
uce-4887	-2427.85	-2428.64	-2428.67	-2428.48	-2428.82	
uce-4888	-4744.83	-4744.52	-4743.51	-4744.97	-4744.37	
uce-4889	-6068.77	-6064.09	-6068.90	-6067.27	-6062.03	
uce-4891	-5335.47	-5333.42	-5335.63	-5333.83	-5332.18	
uce-4895	-10615.30	-10609.83	-10610.33	-10609.33	-10612.49	
uce-4897	-3919.45	-3922.20	-3923.87	-3926.55	-3920.46	
uce-4899	-5305.88	-5303.62	-5306.71	-5304.36	-5304.69	
uce-490	-4057.05	-4063.36	-4064.55	-4062.53	-4065.39	
uce-4900	-5776.68	-5773.88	-5775.37	-5776.88	-5772.01	
uce-4901	-6246.84	-6244.41	-6245.13	-6245.05	-6242.71	
uce-4902	-3691.34	-3687.84	-3687.78	-3687.07	-3688.29	
uce-4904	-4827.68	-4826.39	-4829.15	-4824.16	-4831.04	
uce-4905	-5170.44	-5169.30	-5171.99	-5169.73	-5170.41	
uce-4908	-6275.27	-6275.51	-6281.42	-6276.62	-6274.96	
uce-491	-5262.25	-5263.56	-5263.92	-5264.32	-5263.49	
uce-4910	-6441.61	-6440.15	-6444.56	-6444.29	-6438.94	
uce-4912	-4963.86	-4961.95	-4960.38	-4962.18	-4961.48	
uce-4915	-4465.87	-4467.33	-4467.43	-4467.25	-4468.01	
uce-4917	-5888.47	-5896.73	-5895.58	-5896.45	-5894.52	
uce-4918	-5635.15	-5639.94	-5641.05	-5640.73	-5640.79	
uce-4919	-4710.88	-4708.45	-4708.44	-4709.06	-4708.06	
uce-492	-4208.29	-4208.24	-4207.43	-4208.55	-4207.75	
uce-4921	-4735.37	-4739.95	-4742.74	-4742.33	-4737.97	
uce-4923	-4760.90	-4761.51	-4760.73	-4763.45	-4763.21	
uce-4925	-4700.74	-4699.02	-4697.92	-4698.96	-4698.11	
uce-4927	-3928.35	-3935.50	-3937.92	-3937.50	-3935.30	
uce-4928	-5877.36	-5889.36	-5887.88	-5891.33	-5890.14	
uce-4929	-5574.75	-5572.38	-5572.06	-5570.99	-5571.33	
uce-493	-3990.62	-3990.66	-3990.99	-3991.36	-3994.65	
uce-4931	-6406.17	-6403.16	-6408.93	-6406.20	-6403.19	
uce-4932	-2562.71	-2567.04	-2567.34	-2568.29	-2565.93	
uce-4933	-4448.26	-4443.26	-4447.98	-4447.00	-4442.57	
uce-4935	-2732.59	-2737.38	-2735.77	-2736.49	-2736.87	
uce-4939	-7018.90	-7028.63	-7028.10	-7031.19	-7026.76	
uce-494	-4493.63	-4493.45	-4495.63	-4495.82	-4493.75	
uce-4940	-4814.89	-4817.09	-4817.18	-4820.23	-4816.16	
uce-4943	-5059.73	-5063.19	-5064.67	-5064.04	-5060.92	
uce-4944	-5993.94	-5985.48	-5994.52	-5995.68	-5984.18	
uce-4945	-3982.66	-3971.17	-3973.21	-3973.15	-3971.85	
uce-4947	-8393.48	-8390.48	-8393.68	-8391.56	-8389.11	
uce-4952	-6085.95	-6092.39	-6092.74	-6095.84	-6090.55	
uce-4954	-7787.99	-7797.62	-7797.63	-7796.13	-7796.56	
uce-4956	-4226.33	-4225.36	-4225.23	-4226.97	-4227.36	
uce-4957	-3993.54	-3993.79	-3992.85	-3994.50	-3995.13	
uce-496	-4946.85	-4951.23	-4950.07	-4954.12	-4954.55	
uce-4960	-4429.24	-4434.84	-4434.04	-4438.93	-4435.38	
uce-4963	-4566.17	-4568.74	-4568.84	-4569.41	-4566.77	
uce-4964	-5509.22	-5510.85	-5512.20	-5509.70	-5508.87	
uce-4966	-3170.04	-3174.37	-3176.29	-3174.88	-3172.60	
uce-4967	-1926.43	-1937.07	-1938.37	-1938.23	-1938.17	
uce-4968	-2849.25	-2841.71	-2842.58	-2841.93	-2842.31	
uce-4969	-2847.70	-2845.79	-2846.70	-2846.46	-2846.55	
uce-497	-2920.85	-2924.56	-2924.43	-2924.68	-2923.81	
uce-4970	-3329.16	-3326.96	-3331.37	-3331.29	-3326.38	
uce-4975	-2538.50	-2536.77	-2537.40	-2537.02	-2534.94	
uce-4976	-4472.68	-4469.24	-4471.21	-4469.90	-4469.88	
uce-4977	-5511.79	-5506.12	-5508.12	-5507.45	-5506.19	
uce-4978	-3630.97	-3630.41	-3630.95	-3631.29	-3630.31	
uce-4980	-3061.54	-3070.89	-3076.14	-3076.28	-3069.92	
uce-4981	-2747.80	-2757.37	-2757.99	-2756.95	-2758.23	
uce-4982	-5694.25	-5689.53	-5695.15	-5695.88	-5689.26	
uce-4983	-4630.20	-4626.95	-4629.64	-4628.97	-4625.41	
uce-4986	-6292.77	-6293.57	-6290.76	-6294.55	-6293.37	
uce-4988	-4510.82	-4517.71	-4517.85	-4520.44	-4517.53	
uce-4989	-4924.03	-4924.57	-4926.85	-4926.09	-4923.99	
uce-499	-4527.14	-4527.43	-4527.77	-4527.55	-4526.58	
uce-4990	-6457.58	-6453.05	-6457.56	-6452.72	-6452.42	
uce-4992	-3825.50	-3826.62	-3828.10	-3828.26	-3827.80	
uce-4993	-7366.01	-7361.60	-7363.32	-7363.17	-7358.85	
uce-4995	-5900.78	-5896.15	-5895.78	-5896.92	-5894.12	
uce-4998	-3535.47	-3538.92	-3539.21	-3539.42	-3539.15	
uce-4999	-5524.04	-5524.19	-5523.77	-5524.92	-5523.18	
uce-5	-6334.85	-6340.08	-6341.10	-6340.35	-6339.62	
uce-5003	-5899.73	-5897.83	-5899.59	-5895.25	-5898.71	
uce-5005	-5432.77	-5425.65	-5430.54	-5431.76	-5426.60	
uce-5007	-6691.00	-6689.70	-6688.81	-6688.30	-6688.26	
uce-5008	-3211.54	-3224.06	-3225.99	-3224.24	-3223.54	
uce-5011	-3163.96	-3159.06	-3159.11	-3158.04	-3158.21	
uce-5012	-5003.17	-5003.38	-5003.31	-5003.89	-5005.77	
uce-5013	-5132.12	-5125.86	-5126.74	-5130.24	-5124.55	
uce-5016	-6015.73	-6025.30	-6023.07	-6028.05	-6026.71	
uce-5017	-4015.39	-4015.72	-4016.56	-4015.43	-4014.82	
uce-5018	-4483.52	-4480.05	-4479.74	-4482.28	-4480.44	
uce-5019	-6365.50	-6369.22	-6371.03	-6373.65	-6367.95	
uce-502	-4745.03	-4748.27	-4748.99	-4749.15	-4749.02	
uce-5021	-5207.36	-5207.32	-5207.68	-5207.83	-5208.10	
uce-5022	-2543.12	-2541.62	-2540.30	-2541.48	-2541.85	
uce-5024	-7677.23	-7681.57	-7684.65	-7684.20	-7679.53	
uce-5025	-7494.30	-7492.81	-7495.61	-7496.64	-7491.20	
uce-5026	-3951.28	-3954.11	-3954.26	-3955.15	-3953.35	
uce-5028	-3784.14	-3776.49	-3776.85	-3776.48	-3775.34	
uce-5029	-4761.64	-4763.47	-4763.22	-4764.68	-4761.74	
uce-5031	-5302.29	-5300.68	-5301.07	-5298.83	-5299.59	
uce-5032	-6764.81	-6767.14	-6766.50	-6766.59	-6766.37	
uce-5033	-5836.12	-5828.32	-5840.07	-5838.83	-5825.09	
uce-5034	-5710.39	-5707.20	-5709.06	-5708.40	-5708.38	
uce-5035	-4756.59	-4755.89	-4756.25	-4756.64	-4754.84	
uce-5037	-3550.72	-3550.26	-3549.63	-3550.49	-3549.99	
uce-5038	-8408.30	-8402.78	-8406.01	-8406.52	-8400.05	
uce-5039	-6194.62	-6192.22	-6191.99	-6193.85	-6192.42	
uce-5040	-4317.94	-4321.30	-4320.40	-4321.15	-4320.57	
uce-5041	-5001.50	-4995.20	-4999.31	-4997.89	-4994.97	
uce-5042	-4609.23	-4606.14	-4607.16	-4604.76	-4605.98	
uce-5044	-4043.69	-4039.12	-4039.99	-4038.04	-4039.33	
uce-5048	-6673.42	-6674.66	-6675.94	-6676.23	-6673.76	
uce-5050	-7916.34	-7911.67	-7916.40	-7919.84	-7909.79	
uce-5051	-6329.50	-6319.38	-6336.89	-6337.89	-6318.69	
uce-5052	-5618.97	-5624.94	-5626.72	-5626.15	-5626.15	
uce-5053	-3465.93	-3458.79	-3461.99	-3461.24	-3457.21	
uce-5054	-4923.03	-4925.99	-4925.87	-4926.90	-4926.71	
uce-5055	-3825.50	-3827.80	-3830.83	-3827.17	-3830.95	
uce-5060	-1557.33	-1547.76	-1546.79	-1552.37	-1552.73	
uce-5062	-3045.66	-3047.90	-3049.99	-3048.53	-3050.82	
uce-5063	-3447.89	-3439.94	-3440.08	-3440.53	-3439.29	
uce-5064	-6728.42	-6721.84	-6730.87	-6729.65	-6721.60	
uce-5065	-3224.40	-3222.90	-3224.26	-3224.71	-3222.31	
uce-5068	-7309.58	-7314.91	-7317.22	-7320.33	-7314.96	
uce-507	-5957.75	-5949.65	-5953.02	-5951.92	-5948.73	
uce-5072	-7083.97	-7081.72	-7082.48	-7081.95	-7083.63	
uce-5074	-4932.86	-4939.75	-4937.76	-4943.83	-4943.74	
uce-5075	-2545.76	-2542.98	-2542.67	-2544.24	-2544.76	
uce-5076	-4877.11	-4872.02	-4877.16	-4876.80	-4871.66	
uce-5077	-2233.67	-2234.72	-2233.23	-2239.70	-2236.68	
uce-5080	-5649.65	-5669.69	-5671.60	-5670.37	-5669.02	
uce-5083	-3846.54	-3849.60	-3853.48	-3852.14	-3849.93	
uce-5084	-5070.53	-5062.30	-5063.52	-5064.79	-5060.61	
uce-5085	-4609.70	-4614.34	-4613.01	-4617.46	-4615.21	
uce-5086	-5470.19	-5473.39	-5474.47	-5473.30	-5473.41	
uce-5087	-2495.61	-2507.15	-2507.40	-2507.26	-2508.08	
uce-5090	-4691.23	-4691.54	-4691.08	-4694.79	-4692.72	
uce-5091	-2606.79	-2605.07	-2606.03	-2604.18	-2606.39	
uce-5092	-5180.82	-5174.24	-5173.05	-5182.26	-5182.03	
uce-5093	-5693.15	-5686.34	-5687.64	-5685.63	-5686.24	
uce-5095	-4977.24	-4975.06	-4974.10	-4974.27	-4974.53	
uce-5096	-7090.80	-7094.16	-7095.68	-7093.76	-7094.05	
uce-5097	-6812.32	-6813.24	-6814.09	-6813.33	-6812.75	
uce-5098	-4339.49	-4351.88	-4352.08	-4353.02	-4351.59	
uce-5099	-4260.11	-4247.35	-4253.52	-4253.41	-4245.00	
uce-510	-4616.20	-4614.60	-4612.82	-4615.04	-4618.20	
uce-5100	-5397.79	-5398.47	-5396.34	-5400.59	-5401.31	
uce-5101	-5358.23	-5355.22	-5359.28	-5356.78	-5354.27	
uce-5102	-4643.09	-4649.66	-4650.97	-4649.17	-4650.44	
