Locus	MEAN_COL_SCORE
uce-4330	0.949367	
uce-4332	0.952381	
uce-4334	0.971963	
uce-4335	0.922179	
uce-4336	0.981538	
uce-4337	0.894048	
uce-4338	0.929972	
uce-4339	0.923077	
uce-4342	0.982340	
uce-4343	0.898851	
uce-4344	0.961165	
uce-4345	0.964286	
uce-4346	0.916667	
uce-4347	1.000000	
uce-4348	0.971061	
uce-4349	0.883382	
uce-434	0.929760	
uce-4353	0.982379	
uce-4354	0.955479	
uce-4355	0.964789	
uce-4356	0.958199	
uce-4359	0.932000	
uce-4360	0.968912	
uce-4361	0.988148	
uce-4363	0.968921	
uce-4364	0.932318	
uce-4367	0.743210	
uce-4368	0.935345	
uce-436	0.923801	
uce-4371	0.744292	
uce-4377	0.925788	
uce-437	0.861842	
uce-4384	0.979769	
uce-4386	0.957589	
uce-4389	0.957447	
uce-438	0.950693	
uce-4394	0.968750	
uce-4395	0.963450	
uce-4398	0.964481	
uce-43	0.951644	
uce-4400	0.888683	
uce-4401	0.978761	
uce-4402	0.852500	
uce-4403	0.916522	
uce-4404	0.879599	
uce-4407	0.973262	
uce-4408	0.890335	
uce-4410	0.953684	
uce-4413	0.974684	
uce-4414	0.870166	
uce-4415	0.826190	
uce-4416	0.992110	
uce-4417	0.850943	
uce-441	0.980176	
uce-4420	0.871658	
uce-4421	0.988532	
uce-4423	0.979167	
uce-4425	0.921986	
uce-4426	0.979560	
uce-4427	1.000000	
uce-4429	0.946950	
uce-442	1.000000	
uce-4430	0.915531	
uce-4433	0.994845	
uce-4434	0.954286	
uce-4435	0.982353	
uce-4436	0.986532	
uce-4437	1.000000	
uce-4438	0.936275	
uce-443	0.919414	
uce-4442	0.900000	
uce-4443	0.951535	
uce-4445	0.979221	
uce-4446	0.917582	
uce-4447	0.817130	
uce-4450	0.952468	
uce-4452	0.694915	
uce-4453	0.848540	
uce-4455	0.925466	
uce-4456	0.947479	
uce-4457	0.971808	
uce-4458	0.941476	
uce-4459	0.977612	
uce-445	0.928177	
uce-4463	0.903733	
uce-4465	0.910864	
uce-4466	0.995050	
uce-4472	0.993197	
uce-4473	0.967901	
uce-4474	0.951149	
uce-4477	0.843234	
uce-4479	0.925087	
uce-447	0.969231	
uce-4482	0.861057	
uce-4484	0.951435	
uce-4485	0.928013	
uce-4486	0.947627	
uce-4489	0.958861	
uce-4492	0.949206	
uce-4494	0.986842	
uce-4498	0.842767	
uce-449	0.959227	
uce-44	0.921109	
uce-4500	0.937962	
uce-4504	0.971306	
uce-4507	0.951429	
uce-4509	0.874355	
uce-450	0.916836	
uce-4511	0.989831	
uce-4512	0.937126	
uce-4513	0.956621	
uce-4515	0.960894	
uce-4516	0.972158	
uce-4518	0.942804	
uce-4519	0.909465	
uce-4521	0.688347	
uce-4522	0.911809	
uce-4523	0.968657	
uce-4524	0.965714	
uce-4525	0.973730	
uce-4527	0.816568	
uce-4528	0.996479	
uce-4530	0.984293	
uce-4531	0.994774	
uce-4532	0.962617	
uce-4534	0.979284	
uce-4535	0.966337	
uce-4536	0.897482	
uce-4537	0.933902	
uce-4538	1.000000	
uce-4539	0.972308	
uce-453	0.832677	
uce-4540	0.864865	
uce-4541	0.824503	
uce-4542	0.875346	
uce-4544	0.995643	
uce-4546	0.923990	
uce-4547	0.781305	
uce-4548	0.964230	
uce-4549	0.932000	
uce-454	0.802281	
uce-4550	0.994709	
uce-4552	0.988389	
uce-4553	0.835556	
uce-4554	0.962264	
uce-4555	0.933174	
uce-4557	0.983373	
uce-4558	0.934534	
uce-4559	0.926752	
uce-4560	0.836667	
uce-4562	0.896825	
uce-4564	0.957547	
uce-4565	0.959872	
uce-4566	0.916350	
uce-4569	0.950207	
uce-4570	0.750533	
uce-4573	0.951662	
uce-4574	0.953678	
uce-4575	0.849287	
uce-4578	0.983529	
uce-457	0.981185	
uce-4580	0.933945	
uce-4584	0.849188	
uce-4585	0.993921	
uce-4586	0.962069	
uce-4587	0.960094	
uce-4588	0.969697	
uce-4590	0.987261	
uce-4591	0.963211	
uce-4592	0.930836	
uce-4593	0.853952	
uce-4594	0.959184	
uce-4598	0.967078	
uce-4599	0.989627	
uce-459	0.956522	
uce-45	0.944056	
uce-4600	0.921875	
uce-4602	0.700906	
uce-4604	0.969529	
uce-4605	0.937500	
uce-4606	0.987113	
uce-4607	0.981172	
uce-4608	0.901010	
uce-4609	0.958015	
uce-460	0.992674	
uce-4610	0.883019	
uce-4612	0.972163	
uce-4614	0.933486	
uce-4615	0.981744	
uce-4616	0.961988	
uce-4618	0.885350	
uce-4619	0.902778	
uce-4621	0.925156	
uce-4623	0.975000	
uce-4625	0.984874	
uce-4626	0.913223	
uce-4629	0.932551	
uce-462	0.872305	
uce-4632	0.982262	
uce-4633	0.943958	
uce-4637	0.961165	
uce-4638	0.883359	
uce-4639	0.846667	
uce-463	0.968354	
uce-4640	0.949580	
uce-4641	0.921687	
uce-4642	0.754930	
uce-4643	0.979592	
uce-4644	0.978533	
uce-4646	0.796804	
uce-464	0.933121	
uce-4651	0.740072	
uce-4652	0.978175	
uce-4653	0.978947	
uce-4654	0.992806	
uce-4656	0.992727	
uce-4658	0.952381	
uce-4659	0.814249	
uce-4660	0.932862	
uce-4661	0.934783	
uce-4662	0.943152	
uce-4666	0.980684	
uce-4670	0.995090	
uce-4671	0.839080	
uce-4672	0.811151	
uce-4673	0.990074	
uce-4674	0.950680	
uce-4676	0.956818	
uce-4678	0.961039	
uce-4679	0.980337	
uce-4680	0.748924	
uce-4681	0.933444	
uce-4682	0.975000	
uce-4683	0.854610	
uce-4686	0.972727	
uce-4687	0.947644	
uce-4688	0.959184	
uce-4690	0.858974	
uce-4692	0.928458	
uce-4693	0.952632	
uce-4694	0.973451	
uce-4695	0.914573	
uce-4696	0.838210	
uce-4697	0.992661	
uce-469	0.960396	
uce-46	0.954698	
uce-4702	0.941718	
uce-4703	0.877016	
uce-4704	0.970472	
uce-4705	0.873973	
uce-4706	0.919207	
uce-4707	0.972376	
uce-4711	0.938679	
uce-4712	0.934615	
uce-4713	0.926587	
uce-4714	0.953917	
uce-4716	0.924843	
uce-4719	0.977823	
uce-4721	0.980695	
uce-4724	0.944923	
uce-4725	0.984277	
uce-4726	0.983221	
uce-4729	0.912500	
uce-472	0.862606	
uce-4732	0.992495	
uce-4733	0.889085	
uce-4735	0.925466	
uce-4738	0.865297	
uce-4739	0.954622	
uce-4741	0.920635	
uce-4742	0.886538	
uce-4743	0.978328	
uce-4744	0.816225	
uce-4747	1.000000	
uce-4750	0.944591	
uce-4751	1.000000	
uce-4752	0.980263	
uce-4753	0.938190	
uce-4754	0.963277	
uce-4757	0.972509	
uce-4760	0.933190	
uce-4761	0.942922	
uce-4762	0.884034	
uce-4763	0.900204	
uce-4764	0.965517	
uce-4765	0.900552	
uce-4766	0.988827	
uce-4769	0.873181	
uce-4770	0.979545	
uce-4771	0.994135	
uce-4775	0.789116	
uce-4776	0.968983	
uce-4777	0.757437	
uce-4778	0.992593	
uce-4779	0.943396	
uce-4780	0.936631	
uce-4782	0.986446	
uce-4784	0.944257	
uce-4786	0.943396	
uce-4788	0.985653	
uce-4789	0.894140	
uce-478	0.954704	
uce-4790	0.955801	
uce-4792	0.982792	
uce-4797	0.975052	
uce-4798	0.892966	
uce-4799	0.879913	
uce-47	0.943867	
uce-4804	0.868243	
uce-4806	0.972028	
uce-4807	0.938849	
uce-4808	0.947712	
uce-4810	0.848073	
uce-4813	0.874502	
uce-4816	0.925926	
uce-4818	0.991632	
uce-4819	0.964778	
uce-4820	0.983165	
uce-4822	0.993506	
uce-4823	0.984293	
uce-4824	0.868825	
uce-4827	0.970443	
uce-4828	0.961259	
uce-4829	0.978261	
uce-4830	0.906459	
uce-4831	0.825175	
uce-4832	0.958005	
uce-4833	0.767480	
uce-4835	0.881024	
uce-4837	0.945481	
uce-4839	0.967742	
uce-483	0.906015	
uce-4840	1.000000	
uce-4841	0.922111	
uce-4842	0.986207	
uce-4843	0.921833	
uce-4845	0.933447	
uce-4846	0.981328	
uce-4847	0.925926	
uce-4848	0.943026	
uce-4849	0.956522	
uce-4850	0.929530	
uce-4851	0.978992	
uce-4853	0.971264	
uce-4854	0.929104	
uce-4855	0.965278	
uce-4856	0.941558	
uce-4858	0.796667	
uce-4859	0.982484	
uce-485	0.929856	
uce-4862	0.910714	
uce-4863	0.905245	
uce-4865	0.972574	
uce-4866	0.968481	
uce-4867	0.908273	
uce-4868	0.930481	
uce-4869	0.877384	
uce-486	0.971616	
uce-4870	0.946565	
uce-4871	0.953488	
uce-4874	0.992248	
uce-4875	0.932584	
uce-4878	0.918261	
uce-487	0.988746	
uce-4881	0.962264	
uce-4882	0.940433	
uce-4883	0.975945	
uce-4884	0.878840	
uce-4885	0.924383	
uce-4887	0.980583	
uce-4889	0.969048	
uce-4891	0.868762	
uce-4895	1.000000	
uce-4897	1.000000	
uce-4899	0.989218	
uce-4900	0.941315	
uce-4901	0.863105	
uce-4902	0.995204	
uce-4904	0.948718	
uce-4905	0.983707	
uce-4908	0.982792	
uce-490	0.980583	
uce-4910	0.948767	
uce-4912	0.907990	
uce-4915	0.942786	
uce-4917	0.921488	
uce-4918	0.929385	
uce-4919	0.964286	
uce-491	0.966398	
uce-4921	0.744382	
uce-4923	0.988406	
uce-4925	0.921610	
uce-4927	0.817232	
uce-4928	0.926733	
uce-4929	0.873563	
uce-492	0.989311	
uce-4931	0.971014	
uce-4932	0.983660	
uce-4933	0.958707	
uce-4935	0.847619	
uce-4939	0.941973	
uce-493	1.000000	
uce-4940	0.889157	
uce-4943	0.936667	
uce-4944	0.952015	
uce-4945	0.906344	
uce-4947	0.946903	
uce-494	0.965296	
uce-4950	0.762025	
uce-4952	0.990385	
uce-4954	0.986765	
uce-4956	0.920259	
uce-4957	0.995643	
uce-4960	0.959052	
uce-4963	0.966132	
uce-4964	0.971067	
uce-4966	0.858824	
uce-4967	0.727494	
uce-4968	0.866667	
uce-4969	0.985612	
uce-496	0.892458	
uce-4970	0.960784	
uce-4975	0.988827	
uce-4976	0.991736	
uce-4977	0.787330	
uce-4978	0.969283	
uce-497	0.979502	
uce-4980	0.935622	
uce-4981	0.986014	
uce-4982	0.940476	
uce-4983	0.973790	
uce-4986	0.916107	
uce-4988	0.971671	
uce-4989	0.970588	
uce-4990	0.957173	
uce-4992	0.966102	
uce-4993	0.969582	
uce-4995	0.882217	
uce-4998	0.994778	
uce-4999	0.925150	
uce-499	1.000000	
uce-4	0.980263	
uce-5003	0.853147	
uce-5005	0.975385	
uce-5007	0.838095	
uce-5008	0.928726	
uce-5011	0.974545	
uce-5012	0.901478	
uce-5013	0.917995	
uce-5016	0.961818	
uce-5017	0.909677	
uce-5018	0.921348	
uce-5019	0.962145	
uce-5021	0.969178	
uce-5022	0.990566	
uce-5024	0.913478	
uce-5025	0.888889	
uce-5026	0.986667	
uce-5028	0.927107	
uce-5029	0.951087	
uce-502	0.909524	
uce-5031	0.975186	
uce-5032	0.962406	
uce-5033	0.887133	
uce-5034	0.967643	
uce-5035	0.967742	
uce-5037	0.930052	
uce-5038	0.942761	
uce-5039	0.930935	
uce-5040	0.942913	
uce-5041	0.947452	
uce-5042	0.957014	
uce-5044	0.959627	
uce-5048	0.978820	
uce-5050	0.887273	
uce-5051	0.980328	
uce-5052	0.882583	
uce-5053	0.979167	
uce-5054	0.949721	
uce-5055	0.977413	
uce-5060	0.988304	
uce-5062	0.962343	
uce-5063	0.962329	
uce-5064	0.965229	
uce-5065	0.990698	
uce-5068	0.919679	
uce-5072	0.959075	
uce-5074	0.969199	
uce-5075	0.992788	
uce-5076	0.963855	
uce-5077	0.934866	
uce-507	0.921053	
uce-5080	0.829132	
uce-5083	0.964539	
uce-5084	0.982781	
uce-5085	0.941685	
uce-5086	0.925773	
uce-5087	0.982979	
uce-5090	0.893417	
uce-5091	0.956250	
uce-5092	0.990431	
uce-5093	0.965099	
uce-5095	0.928962	
uce-5096	0.946970	
uce-5097	0.955906	
uce-5098	0.976684	
uce-5099	0.979296	
uce-5100	0.964880	
uce-5101	0.923214	
uce-5102	0.986891	
uce-5103	0.942363	
uce-5106	0.990566	
uce-5107	0.980998	
uce-5108	0.951456	
uce-5109	0.891549	
uce-510	0.969631	
uce-5110	0.965753	
uce-5111	0.944828	
uce-5113	0.941799	
uce-5114	0.871304	
uce-5116	0.932039	
uce-5118	0.908000	
uce-5119	0.941337	
uce-511	0.980392	
uce-5120	0.928241	
uce-5123	0.953069	
uce-5125	0.958661	
uce-5129	0.910473	
uce-512	0.956422	
uce-5130	0.937639	
uce-5132	0.975669	
uce-5133	0.897248	
uce-5135	0.981096	
uce-5137	0.931707	
uce-513	0.965009	
uce-5141	0.853801	
uce-5142	0.985222	
uce-5143	0.922780	
uce-5144	0.927711	
uce-5145	0.916667	
uce-5146	0.956124	
uce-5147	0.990783	
uce-5148	0.938636	
uce-5153	0.917369	
uce-5155	0.968627	
uce-5156	0.986425	
uce-5157	0.982323	
uce-5158	0.970027	
uce-5161	0.975845	
uce-5162	0.875000	
uce-5164	0.970297	
uce-5165	0.951807	
uce-5166	0.887387	
uce-5167	0.973837	
uce-516	0.934307	
uce-5172	0.912863	
uce-5173	0.846995	
uce-5175	0.958266	
uce-5176	0.975862	
uce-5178	0.975186	
uce-5179	0.981818	
uce-517	0.953125	
uce-5181	0.990654	
uce-5182	0.952532	
uce-5183	0.971576	
uce-5185	0.942460	
uce-5186	0.877717	
uce-5187	0.948718	
uce-5188	0.987805	
uce-5189	0.987013	
uce-518	0.982000	
uce-5190	0.975460	
uce-5192	1.000000	
uce-5193	1.000000	
uce-5196	0.888889	
uce-5198	0.888514	
uce-519	0.992683	
uce-5200	0.968085	
uce-5202	0.750419	
uce-5204	0.970027	
uce-5205	0.964657	
uce-5208	0.950530	
uce-520	0.884880	
uce-5211	0.984655	
uce-5214	0.946429	
uce-5215	0.988235	
uce-5218	0.950166	
uce-5219	1.000000	
uce-5221	0.984694	
uce-5222	0.988848	
uce-5223	0.760968	
uce-5224	0.979716	
uce-5225	0.949686	
uce-5228	0.960000	
uce-522	0.891001	
uce-5230	0.928571	
uce-5231	0.835526	
uce-5232	0.970018	
uce-5234	0.880452	
uce-5235	0.961637	
uce-5238	0.973094	
uce-5239	0.789474	
uce-5240	0.938976	
uce-5243	0.929319	
uce-5244	0.965035	
uce-5246	0.967254	
uce-5250	0.980333	
uce-5251	0.944257	
uce-5253	1.000000	
uce-5254	0.984791	
uce-5255	0.976190	
uce-5256	0.926276	
uce-5258	0.924528	
uce-5259	0.940447	
uce-5260	0.964803	
uce-5261	0.874477	
uce-5263	0.951220	
uce-5265	0.973684	
uce-5267	0.926667	
uce-5268	0.981168	
uce-5269	0.970238	
uce-526	0.930490	
uce-5272	0.862963	
uce-5273	0.896000	
uce-5275	0.942434	
uce-5277	0.959641	
uce-5278	0.936057	
uce-527	0.902752	
uce-5280	0.797531	
uce-5284	0.911271	
uce-5286	0.871269	
uce-5288	0.899736	
uce-5289	0.988636	
uce-528	0.969231	
uce-5290	0.972772	
uce-5291	0.988166	
uce-5292	0.941392	
uce-5293	0.957278	
uce-5294	0.990291	
uce-5295	0.972222	
uce-5296	0.885762	
uce-5297	0.891228	
uce-529	0.908273	
uce-52	0.979557	
uce-5300	0.982759	
uce-5301	0.746269	
uce-5305	0.896359	
uce-5311	0.950719	
uce-5313	0.881739	
uce-5314	0.968750	
uce-5315	0.957090	
uce-5316	0.838235	
uce-5319	0.965418	
uce-5321	0.943060	
uce-5322	0.964286	
uce-5323	0.970085	
uce-5327	0.911111	
uce-5328	0.957875	
uce-532	0.958124	
uce-5331	0.895093	
uce-5332	0.881905	
uce-5334	0.978102	
uce-533	0.956607	
uce-5340	0.818662	
uce-5343	0.977358	
uce-5344	0.955078	
uce-5345	0.993103	
uce-5346	0.830097	
uce-5347	0.951378	
uce-5348	0.836134	
uce-5349	0.947090	
uce-534	0.953287	
uce-5356	0.951515	
uce-5357	0.995050	
uce-535	0.985507	
uce-5361	0.916525	
uce-5363	0.962500	
uce-5364	0.968703	
uce-5366	0.811744	
uce-5369	0.950382	
uce-5371	0.989189	
uce-5372	0.882353	
uce-5377	0.976879	
uce-5379	0.927400	
uce-5380	0.955090	
uce-5381	0.980707	
uce-5382	0.924875	
uce-5383	0.943135	
uce-5385	0.910412	
uce-5387	0.826758	
uce-538	0.915473	
uce-5390	0.900826	
uce-5391	0.943683	
uce-5392	0.963855	
uce-5393	0.962662	
uce-5394	0.929336	
uce-5395	0.972222	
uce-5396	0.927750	
uce-5397	0.920304	
uce-5399	0.553571	
uce-539	0.983533	
uce-53	1.000000	
uce-5401	0.907268	
uce-5402	0.976190	
uce-5404	0.988095	
uce-5405	0.957111	
uce-5407	0.948571	
uce-5409	0.832335	
uce-540	0.945755	
uce-5410	0.957792	
uce-5411	0.937695	
uce-5412	0.911330	
uce-5415	0.976087	
uce-5416	0.913525	
uce-5418	0.972414	
uce-5419	0.929231	
uce-541	0.944816	
uce-5422	0.959350	
uce-5425	0.976608	
uce-5426	0.907583	
uce-5427	0.983740	
uce-5429	0.871728	
uce-542	0.959184	
uce-5433	0.903302	
uce-5435	0.976608	
uce-5438	0.910000	
uce-5440	0.996661	
uce-5441	1.000000	
uce-5442	0.705993	
uce-5443	0.993103	
uce-5445	0.857749	
uce-5446	0.911179	
uce-5447	0.938144	
uce-544	0.984158	
uce-5450	1.000000	
uce-5451	0.954259	
uce-5453	0.785106	
uce-5456	0.941275	
uce-5457	0.973684	
uce-5459	0.975000	
uce-545	0.991416	
uce-5460	0.923077	
uce-5462	0.840263	
uce-5463	0.956164	
uce-5464	0.929144	
uce-5469	0.800535	
uce-546	0.958159	
uce-5473	0.938636	
uce-5475	0.927900	
uce-5476	0.846986	
uce-5477	1.000000	
uce-5478	0.859712	
uce-5479	0.921965	
uce-547	0.974801	
uce-5480	0.919908	
uce-5481	0.984686	
uce-5483	0.977236	
uce-5487	0.939815	
uce-5489	0.962578	
uce-548	0.938865	
uce-5490	0.933535	
uce-5493	0.963816	
uce-5494	1.000000	
uce-5495	0.961938	
uce-5496	1.000000	
uce-5497	0.981096	
uce-5498	0.799238	
uce-549	0.971714	
uce-54	1.000000	
uce-5500	0.859307	
uce-5502	0.840183	
uce-5505	0.907990	
uce-5508	0.884735	
uce-550	0.979362	
uce-5510	0.909241	
uce-5512	0.895595	
uce-5514	0.921168	
uce-5518	0.926573	
uce-5521	0.886364	
uce-5522	0.932817	
uce-5524	0.932203	
uce-5528	0.984314	
uce-5530	0.980531	
uce-5531	0.928571	
uce-5532	0.858000	
uce-5534	0.949640	
uce-5536	0.971347	
uce-5538	0.973577	
uce-5539	0.980583	
uce-553	1.000000	
uce-5541	0.881533	
uce-5542	0.974432	
uce-5543	0.923488	
uce-5548	0.913306	
uce-554	0.932722	
uce-5551	0.968220	
uce-5553	0.967936	
uce-5554	1.000000	
uce-5555	0.951271	
uce-5557	0.951880	
uce-5559	0.893309	
uce-5560	0.967509	
uce-5561	0.945865	
uce-5564	0.929961	
uce-5565	0.932914	
uce-5566	0.954198	
uce-556	0.963899	
uce-5570	0.963710	
uce-5573	0.932283	
uce-5575	0.984581	
uce-5576	0.893519	
uce-5577	0.833333	
uce-5578	0.936937	
uce-5579	0.913440	
uce-557	0.969937	
uce-5580	0.992095	
uce-5581	0.917500	
uce-5582	0.864583	
uce-5584	0.957746	
uce-5586	0.917647	
uce-5588	0.834677	
uce-5589	0.916488	
uce-558	0.992491	
uce-5590	0.786848	
uce-5593	0.862857	
uce-5594	0.953688	
uce-5595	0.894737	
uce-5596	0.987500	
uce-5597	0.922330	
uce-5598	0.932692	
uce-5599	0.892644	
uce-55	0.863874	
uce-5600	0.912000	
uce-5601	0.961771	
uce-5602	0.868493	
uce-5604	1.000000	
uce-5606	0.851913	
uce-5607	0.972678	
uce-5609	0.922631	
uce-560	0.885845	
uce-5611	0.950787	
uce-5615	0.929224	
uce-5619	0.968254	
uce-561	0.960905	
uce-5620	0.919771	
uce-5623	0.906931	
uce-5625	0.944272	
uce-5626	0.924419	
uce-5627	0.993827	
uce-5629	0.944444	
uce-5630	0.947090	
uce-5632	0.971491	
uce-5634	0.915584	
uce-5635	0.957816	
uce-5636	0.822097	
uce-5637	0.916462	
uce-5638	1.000000	
uce-5639	0.937843	
uce-5642	0.737374	
uce-5645	0.848485	
uce-5646	0.991111	
uce-5647	0.955032	
uce-5649	0.825163	
uce-564	0.987248	
uce-5651	0.950860	
uce-5652	0.584098	
uce-5653	0.996914	
uce-5657	0.955457	
uce-5659	0.972222	
uce-5660	0.854054	
uce-5661	0.937669	
uce-5663	0.943609	
uce-5664	0.927660	
uce-5667	0.751566	
uce-5671	0.980583	
uce-5672	0.922756	
uce-5673	0.984917	
uce-5675	0.975845	
uce-5676	1.000000	
uce-5677	0.989717	
uce-5678	0.970772	
uce-5679	0.969292	
uce-5680	0.741554	
uce-5681	0.969613	
uce-5682	0.963303	
uce-5683	0.865285	
uce-5684	0.982490	
uce-5688	0.983193	
uce-5689	0.990854	
uce-568	0.949881	
uce-5690	0.885542	
uce-5692	0.868132	
uce-5693	0.942446	
uce-5694	0.981595	
uce-5696	0.917526	
uce-5697	0.823308	
uce-5699	0.920661	
uce-5700	0.990148	
uce-5701	0.909953	
uce-5702	0.769486	
uce-5704	0.886311	
uce-5705	0.907317	
uce-5707	0.989224	
uce-5708	0.744731	
uce-5709	0.989960	
uce-570	1.000000	
uce-5710	0.913257	
uce-5713	0.835777	
uce-5716	0.867958	
uce-5719	0.982270	
uce-571	0.959248	
uce-5720	1.000000	
uce-5721	0.982639	
uce-5722	0.962865	
uce-5724	0.953125	
uce-5727	0.948195	
uce-5730	0.931354	
uce-5732	0.857651	
uce-5733	0.953684	
uce-5734	0.978836	
uce-5735	0.959885	
uce-5736	0.818182	
uce-5737	0.881159	
uce-5739	0.925234	
uce-573	1.000000	
uce-5743	0.987578	
uce-5745	0.850099	
uce-574	0.926101	
uce-5751	0.949833	
uce-5752	0.942804	
uce-5754	0.946043	
uce-5755	0.948187	
uce-5756	0.888889	
uce-5757	0.983766	
uce-5758	0.924171	
uce-5759	0.946714	
uce-575	0.959243	
uce-5761	1.000000	
uce-5763	0.953846	
uce-5766	1.000000	
uce-5769	0.978078	
uce-5771	0.988417	
uce-5772	0.938312	
uce-5773	0.937093	
uce-5774	0.950450	
uce-5775	0.993103	
uce-5777	0.825832	
uce-5779	0.828371	
uce-5781	0.955665	
uce-5782	0.966490	
uce-5783	0.956376	
uce-5786	0.995717	
uce-5788	0.939799	
uce-5789	0.953535	
uce-5792	0.976676	
uce-5795	1.000000	
uce-5796	0.959479	
uce-5797	0.983271	
uce-5801	0.959524	
uce-5803	0.978723	
uce-5805	0.884615	
uce-5806	0.919505	
uce-5808	0.969267	
uce-5810	0.989474	
uce-5811	0.918216	
uce-5812	0.950450	
uce-5816	0.943463	
uce-5817	0.964602	
uce-5820	0.966877	
uce-5821	0.931535	
uce-5822	1.000000	
uce-5824	0.641732	
uce-5825	0.928105	
uce-5827	0.980296	
uce-5829	0.987685	
uce-5830	0.975138	
uce-5832	0.971857	
uce-5834	0.932969	
uce-5836	0.856322	
uce-5837	0.971576	
uce-5839	1.000000	
uce-583	0.975771	
uce-5840	0.993827	
uce-5842	0.943396	
uce-5845	0.751613	
uce-5846	0.984906	
uce-5847	0.867769	
uce-5849	0.942368	
uce-5851	0.835317	
uce-5852	0.949618	
uce-5853	0.950739	
uce-5855	0.937079	
uce-5856	0.851577	
uce-5857	0.958810	
uce-5859	0.945245	
uce-5860	0.915408	
uce-5861	0.901010	
uce-5862	0.970639	
uce-5864	0.862150	
uce-5865	0.943946	
uce-5869	0.529976	
uce-5871	0.981013	
uce-5872	0.973154	
uce-5873	NA	
uce-5874	0.972399	
uce-5878	0.987261	
uce-5879	0.958250	
uce-587	0.930272	
uce-5880	0.966019	
uce-5882	0.973545	
uce-5886	0.871972	
uce-5889	0.968661	
uce-5893	0.950311	
uce-5895	0.970817	
uce-5898	0.974662	
uce-5899	0.995261	
uce-589	0.968610	
uce-5901	0.855365	
uce-5902	0.898182	
uce-5903	0.894619	
uce-5904	0.919034	
uce-5905	0.944015	
uce-5906	0.988764	
uce-590	0.946552	
uce-5910	0.936047	
uce-5912	1.000000	
uce-5914	0.951515	
uce-5915	0.940972	
uce-5916	0.986692	
uce-5917	1.000000	
uce-5918	0.923288	
uce-5919	0.932692	
uce-591	0.951389	
uce-5920	0.878652	
uce-5921	0.932283	
uce-5922	0.965969	
uce-5923	0.946121	
uce-5924	0.881137	
uce-5925	0.975275	
uce-5927	0.937500	
uce-5928	0.922280	
uce-5930	0.983968	
uce-5932	0.973806	
uce-5933	0.947761	
uce-5934	0.959627	
uce-5936	0.919822	
uce-5937	0.933333	
uce-5942	0.989418	
uce-5947	0.978852	
uce-5948	0.885666	
uce-5951	0.971311	
uce-5952	0.798561	
uce-5953	0.948812	
uce-5954	0.923404	
uce-5955	0.873786	
uce-5956	0.962209	
uce-5961	0.925059	
uce-5964	0.974747	
uce-5966	0.975709	
uce-5968	NA	
uce-5969	0.963893	
uce-596	0.964218	
uce-5970	0.965157	
uce-5971	0.969565	
uce-5972	0.967949	
uce-5974	0.974757	
uce-5975	0.963039	
uce-5977	0.939450	
uce-5978	0.994604	
uce-5980	0.940639	
uce-5986	0.974603	
uce-5987	0.970252	
uce-5989	0.767494	
uce-598	0.969027	
uce-5990	0.977887	
uce-5991	0.950851	
uce-5992	0.907180	
uce-5994	0.986301	
uce-5995	0.821346	
uce-5996	0.930070	
uce-5997	0.923200	
uce-5998	0.907127	
uce-599	0.978887	
uce-59	0.950000	
uce-5	0.910581	
uce-6002	0.924933	
uce-6003	0.954054	
uce-6004	1.000000	
uce-6005	0.858209	
uce-6007	0.865784	
uce-6009	0.992556	
uce-6010	0.956897	
uce-6011	0.963610	
uce-6012	0.895833	
uce-6013	0.923706	
uce-6014	0.907563	
uce-6015	0.906582	
uce-6017	0.869210	
uce-6018	0.893750	
uce-6019	1.000000	
uce-601	0.968571	
uce-6020	0.828151	
uce-6021	0.891566	
uce-6025	0.945055	
uce-6028	0.960581	
uce-6030	0.941176	
uce-6031	0.986143	
uce-6032	0.966997	
uce-6033	0.891414	
uce-6034	1.000000	
uce-6035	0.968493	
uce-603	0.954331	
uce-6043	0.884532	
uce-6044	0.917749	
uce-6047	0.986355	
uce-6048	0.942899	
uce-6049	0.963446	
uce-604	0.975482	
uce-6050	0.930693	
uce-6052	0.922667	
uce-6054	0.946704	
uce-6058	0.919897	
uce-6059	0.893661	
uce-6060	0.959259	
uce-6061	0.968326	
uce-6063	0.957778	
uce-6065	1.000000	
uce-6067	0.923948	
uce-6068	0.917342	
uce-6069	0.972286	
uce-6070	0.924797	
uce-6071	0.983834	
uce-6072	0.893557	
uce-6073	0.938462	
uce-6074	0.961224	
uce-6076	0.978846	
uce-6078	0.956879	
uce-6079	0.994398	
uce-607	0.983471	
uce-6081	0.973790	
uce-6082	0.950233	
uce-6083	0.941948	
uce-6084	0.858209	
uce-6085	0.947273	
uce-6087	0.878378	
uce-6088	1.000000	
uce-608	0.965251	
uce-6090	1.000000	
uce-6091	0.852732	
uce-6093	0.977636	
uce-6094	0.971014	
uce-6096	0.926509	
uce-6098	0.938095	
uce-609	0.917329	
uce-6100	0.978313	
uce-6101	0.971138	
uce-6102	0.925408	
uce-6103	0.750511	
uce-6105	0.960986	
uce-6106	0.974755	
uce-6107	0.950000	
uce-6109	0.874317	
uce-610	0.813889	
uce-6110	0.961464	
uce-6113	0.931777	
uce-6117	0.935424	
uce-6118	0.678679	
uce-6121	0.952965	
uce-6122	0.932584	
uce-6123	0.920000	
uce-6125	1.000000	
uce-6126	0.884831	
uce-6131	0.923295	
uce-6133	0.991189	
