Locus	MEAN_COL_SCORE
uce-4174	0.763006	
uce-4175	0.877990	
uce-4176	0.892308	
uce-4178	0.957447	
uce-4179	0.883784	
uce-417	0.909753	
uce-4180	0.892241	
uce-4181	0.926004	
uce-4183	0.987234	
uce-4184	0.873085	
uce-4187	0.946602	
uce-4189	0.982353	
uce-418	0.976829	
uce-4190	0.951128	
uce-4192	0.982833	
uce-4195	0.965732	
uce-4198	0.909548	
uce-4199	0.898246	
uce-419	0.894397	
uce-41	0.980477	
uce-4200	0.926148	
uce-4201	0.915187	
uce-4202	0.917957	
uce-4205	0.839056	
uce-4206	0.903704	
uce-4207	0.944356	
uce-4208	0.936782	
uce-420	0.961708	
uce-4210	NA	
uce-4211	0.959227	
uce-4212	0.787879	
uce-4215	0.985689	
uce-4216	0.965257	
uce-4217	0.919517	
uce-421	0.869281	
uce-4220	0.987261	
uce-4222	0.945412	
uce-4223	0.903759	
uce-4224	0.908654	
uce-4225	1.000000	
uce-4227	0.897959	
uce-422	NA	
uce-4231	0.919499	
uce-4232	0.942373	
uce-4234	0.996337	
uce-4236	1.000000	
uce-4237	0.990476	
uce-4238	0.940663	
uce-4248	0.875556	
uce-4249	0.970540	
uce-424	0.900369	
uce-4250	0.960644	
uce-4254	0.913333	
uce-4256	0.906170	
uce-4258	0.912807	
uce-4259	0.955513	
uce-4261	0.807910	
uce-4263	0.813472	
uce-4264	0.937313	
uce-4265	0.923414	
uce-4267	0.844622	
uce-426	0.953566	
uce-4274	0.929273	
uce-4278	0.959410	
uce-4279	0.936416	
uce-4280	0.952569	
uce-4284	0.980216	
uce-4285	0.953586	
uce-4286	0.929276	
uce-4287	0.935811	
uce-4289	0.960552	
uce-4292	0.926587	
uce-4293	0.940666	
uce-4294	0.903052	
uce-4295	0.892694	
uce-42	0.922185	
uce-4300	0.988950	
uce-4301	0.982222	
uce-4302	0.949438	
uce-4303	0.948136	
uce-4304	0.920583	
uce-4305	0.940631	
uce-4308	0.901442	
uce-4309	0.847926	
uce-430	0.943026	
uce-4310	0.994751	
uce-4311	0.842382	
uce-4312	0.967742	
uce-4313	NA	
uce-4314	0.858407	
uce-4315	0.957143	
uce-4316	0.862069	
uce-4317	0.905263	
uce-4318	0.920388	
uce-431	0.843621	
uce-4320	0.905109	
uce-4323	0.988571	
uce-4324	0.751295	
uce-4325	0.901266	
uce-4327	0.877778	
uce-432	0.924837	
uce-4330	0.959227	
uce-4332	0.898305	
uce-4334	0.967905	
uce-4335	0.895093	
uce-4336	0.989691	
uce-4337	0.865613	
uce-4338	0.919298	
uce-4339	0.818777	
uce-4342	0.954774	
uce-4343	0.891827	
uce-4344	0.937500	
uce-4345	0.923868	
uce-4346	0.866310	
uce-4347	NA	
uce-4348	0.928571	
uce-4349	0.856784	
uce-434	0.949447	
uce-4353	0.919355	
uce-4354	0.755134	
uce-4355	0.917160	
uce-4356	0.972561	
uce-4359	0.947917	
uce-4360	0.963824	
uce-4361	0.974209	
uce-4363	0.915162	
uce-4364	0.918831	
uce-4367	0.774306	
uce-4368	0.974194	
uce-436	0.925225	
uce-4371	0.809291	
uce-4377	0.894841	
uce-437	0.943709	
uce-4384	0.953878	
uce-4386	0.890110	
uce-4388	0.899209	
uce-4389	0.952899	
uce-438	0.944615	
uce-4394	0.951852	
uce-4395	0.951613	
uce-4398	0.947230	
uce-43	0.921739	
uce-4400	0.777409	
uce-4401	0.930370	
uce-4402	0.912556	
uce-4403	0.955010	
uce-4404	0.891791	
uce-4407	0.905983	
uce-4408	0.877778	
uce-4410	0.926882	
uce-4413	0.970000	
uce-4414	0.890438	
uce-4415	0.872396	
uce-4416	0.992141	
uce-4417	0.872093	
uce-441	0.954839	
uce-4420	0.837209	
uce-4421	0.944672	
uce-4423	0.867925	
uce-4426	0.927602	
uce-4427	1.000000	
uce-4428	0.876896	
uce-4429	0.887755	
uce-442	0.914333	
uce-4430	0.908467	
uce-4433	0.948074	
uce-4434	0.790170	
uce-4435	0.954955	
uce-4436	0.968992	
uce-4437	1.000000	
uce-4438	0.913556	
uce-443	0.934010	
uce-4440	0.987288	
uce-4442	0.947494	
uce-4443	0.938944	
uce-4445	0.987113	
uce-4446	0.806846	
uce-4447	0.942598	
uce-4450	0.942184	
uce-4451	0.989247	
uce-4452	0.990783	
uce-4453	0.887168	
uce-4455	0.950673	
uce-4456	0.903153	
uce-4457	0.746835	
uce-4458	0.750000	
uce-4459	0.967949	
uce-445	0.940520	
uce-4463	0.921811	
uce-4465	0.929648	
uce-4466	0.906639	
uce-4472	0.925217	
uce-4473	0.958869	
uce-4474	0.939583	
uce-4477	0.859848	
uce-4479	0.946714	
uce-447	0.962162	
uce-4482	0.982178	
uce-4484	0.930085	
uce-4485	0.944969	
uce-4486	0.975000	
uce-4489	0.956113	
uce-4492	0.985965	
uce-4494	0.948673	
uce-4498	0.795756	
uce-449	0.985537	
uce-44	0.812165	
uce-4500	0.953172	
uce-4504	0.954116	
uce-4507	0.936543	
uce-4509	0.789352	
uce-450	0.982869	
uce-4511	1.000000	
uce-4512	0.865909	
uce-4513	0.959079	
uce-4515	0.911153	
uce-4516	0.926566	
uce-4518	0.889217	
uce-4519	0.867841	
uce-451	0.939597	
uce-4521	0.862676	
uce-4522	0.885798	
uce-4523	0.945055	
uce-4524	0.945283	
uce-4525	0.950820	
uce-4527	0.825902	
uce-4528	0.966877	
uce-4530	1.000000	
uce-4531	0.986711	
uce-4532	0.918519	
uce-4534	0.944251	
uce-4535	0.961268	
uce-4536	0.918067	
uce-4537	0.902240	
uce-4538	0.952128	
uce-4539	0.790560	
uce-453	0.868481	
uce-4540	0.738351	
uce-4541	0.979079	
uce-4542	0.873016	
uce-4544	1.000000	
uce-4546	0.933806	
uce-4547	0.889105	
uce-4548	0.897638	
uce-4549	0.981013	
uce-454	0.935417	
uce-4550	0.977087	
uce-4552	NA	
uce-4553	0.774803	
uce-4554	0.967632	
uce-4555	0.886861	
uce-4557	0.969780	
uce-4558	0.927512	
uce-4559	0.940800	
uce-4560	0.868379	
uce-4562	0.967672	
uce-4564	0.959660	
uce-4565	0.922018	
uce-4566	0.962963	
uce-4570	0.994652	
uce-4573	0.944904	
uce-4574	0.946565	
uce-4575	0.912060	
uce-4578	0.971861	
uce-4580	0.894191	
uce-4584	0.897380	
uce-4585	0.945652	
uce-4586	0.852761	
uce-4587	0.937107	
uce-4588	0.852886	
uce-4590	0.929775	
uce-4591	0.919732	
uce-4592	0.954545	
uce-4593	0.954839	
uce-4594	0.958438	
uce-4598	0.901639	
uce-4599	0.958237	
uce-459	0.927386	
uce-45	0.880309	
uce-4600	0.870968	
uce-4602	0.926724	
uce-4604	0.871508	
uce-4605	0.927336	
uce-4606	0.944149	
uce-4607	0.981707	
uce-4608	0.910359	
uce-4609	0.980769	
uce-460	0.983146	
uce-4610	NA	
uce-4612	0.950086	
uce-4614	0.828169	
uce-4615	0.970213	
uce-4616	0.939883	
uce-4618	0.830882	
uce-4619	0.883513	
uce-4621	0.806507	
uce-4623	0.945238	
uce-4625	0.935331	
uce-4626	0.970588	
uce-4629	0.874408	
uce-462	0.861301	
uce-4631	0.944751	
uce-4632	0.938389	
uce-4633	0.825472	
uce-4637	0.899533	
uce-4638	0.935484	
uce-4639	0.939675	
uce-463	0.823088	
uce-4640	0.919643	
uce-4641	0.925400	
uce-4642	0.864230	
uce-4643	0.957025	
uce-4644	0.968896	
uce-4646	0.904348	
uce-464	0.924855	
uce-4651	0.980159	
uce-4652	0.958592	
uce-4653	0.952532	
uce-4654	0.992565	
uce-4656	0.922078	
uce-4658	0.954939	
uce-4659	0.753623	
uce-4660	0.941320	
uce-4661	0.966387	
uce-4662	0.969849	
uce-4666	0.952113	
uce-4670	0.952224	
uce-4671	0.811040	
uce-4672	0.798658	
uce-4673	0.984305	
uce-4674	0.939005	
uce-4676	0.932715	
uce-4678	0.919192	
uce-4679	0.955621	
uce-4680	0.882726	
uce-4681	0.897133	
uce-4682	0.974882	
uce-4683	0.868984	
uce-4686	0.930175	
uce-4688	0.716216	
uce-4690	0.896203	
uce-4692	0.932283	
uce-4693	0.980769	
uce-4694	0.938865	
uce-4695	0.955556	
uce-4696	0.904483	
uce-4697	0.973535	
uce-469	0.957447	
uce-46	0.909091	
uce-4702	0.891129	
uce-4703	0.917570	
uce-4704	0.980044	
uce-4705	0.884956	
uce-4706	0.924623	
uce-4707	0.955720	
uce-4711	0.904192	
uce-4712	0.946381	
uce-4713	0.860656	
uce-4714	0.906114	
uce-4716	0.794749	
uce-4719	0.945591	
uce-4721	0.950178	
uce-4724	0.846154	
uce-4725	0.977925	
uce-4726	0.891156	
uce-4729	0.867089	
uce-472	0.781487	
uce-4732	0.996870	
uce-4733	0.900332	
uce-4735	0.953271	
uce-4738	0.876404	
uce-4739	0.920886	
uce-4741	0.914894	
uce-4742	0.856364	
uce-4743	0.950331	
uce-4744	0.840948	
uce-4747	1.000000	
uce-4750	0.946355	
uce-4751	0.938235	
uce-4752	0.967880	
uce-4753	0.875635	
uce-4754	0.906389	
uce-4757	0.907658	
uce-4759	0.907336	
uce-4760	0.938326	
uce-4761	0.931727	
uce-4762	0.879365	
uce-4763	0.929412	
uce-4764	0.949533	
uce-4765	0.896203	
uce-4766	0.993921	
uce-4769	0.777580	
uce-4770	0.964706	
uce-4771	0.982353	
uce-4775	0.905213	
uce-4776	0.963104	
uce-4777	0.671196	
uce-4778	0.961062	
uce-4779	0.974359	
uce-4780	0.914966	
uce-4782	0.989848	
uce-4784	0.917898	
uce-4786	0.830769	
uce-4787	0.994118	
uce-4788	0.965723	
uce-4789	0.890741	
uce-478	0.941704	
uce-4790	0.985222	
uce-4792	0.945565	
uce-4797	0.982340	
uce-4798	0.880775	
uce-4799	0.806295	
uce-47	0.875269	
uce-4804	0.880658	
uce-4806	0.982456	
uce-4807	0.923875	
uce-4808	0.849576	
uce-4810	0.958569	
uce-4813	0.860870	
uce-4816	0.928803	
uce-4818	0.974545	
uce-4819	0.957516	
uce-4820	0.881215	
uce-4822	0.955193	
uce-4823	0.958904	
uce-4824	0.903986	
uce-4827	0.966903	
uce-4828	0.921320	
uce-4829	0.940252	
uce-4830	0.947242	
uce-4831	0.900000	
uce-4832	0.928367	
uce-4833	0.622378	
uce-4835	0.908228	
uce-4837	0.768924	
uce-4838	0.863760	
uce-4839	0.956449	
uce-483	0.826923	
uce-4840	1.000000	
uce-4841	0.842239	
uce-4842	0.919355	
uce-4843	0.922096	
uce-4844	0.990640	
uce-4845	0.916667	
uce-4846	0.970093	
uce-4847	0.894353	
uce-4848	0.932886	
uce-4849	0.838951	
uce-4850	0.851613	
uce-4851	0.981383	
uce-4853	0.972452	
uce-4854	0.814208	
uce-4855	0.962898	
uce-4856	0.909483	
uce-4858	0.940199	
uce-4859	0.946154	
uce-485	0.811321	
uce-4862	0.977707	
uce-4863	0.864780	
uce-4865	0.947005	
uce-4866	0.949405	
uce-4867	0.898032	
uce-4868	0.962751	
uce-4869	0.876712	
uce-486	0.925926	
uce-4870	0.932171	
uce-4871	0.946483	
uce-4874	0.980309	
uce-4875	0.896947	
uce-4878	0.818487	
uce-487	0.995283	
uce-4881	0.963526	
uce-4882	0.908023	
uce-4883	0.983486	
uce-4884	0.892356	
uce-4885	0.916159	
uce-4887	NA	
uce-4888	0.909548	
uce-4889	0.958661	
uce-4891	0.932609	
uce-4895	0.959938	
uce-4897	0.937751	
uce-4899	0.826087	
uce-4900	0.966292	
uce-4901	0.763333	
uce-4902	0.958333	
uce-4904	0.903017	
uce-4905	0.936575	
uce-4908	0.992263	
uce-490	0.911905	
uce-4910	0.899142	
uce-4912	0.829412	
uce-4915	0.947500	
uce-4917	0.898990	
uce-4918	0.831606	
uce-4919	0.889412	
uce-491	0.964337	
uce-4921	0.859649	
uce-4923	0.911429	
uce-4925	0.881579	
uce-4927	0.956757	
uce-4928	0.913505	
uce-4929	0.814536	
uce-492	NA	
uce-4931	0.913669	
uce-4932	1.000000	
uce-4933	0.952055	
uce-4935	0.917857	
uce-4939	0.943761	
uce-493	0.963519	
uce-4940	0.668161	
uce-4943	0.910959	
uce-4944	0.926966	
uce-4945	0.890977	
uce-4947	0.892144	
uce-494	0.978437	
uce-4952	0.928378	
uce-4954	0.931446	
uce-4956	0.918415	
uce-4957	0.991579	
uce-4960	0.901709	
uce-4963	0.933868	
uce-4964	0.934483	
uce-4966	0.843882	
uce-4967	0.969543	
uce-4968	0.928082	
uce-4969	0.979310	
uce-496	0.976409	
uce-4970	0.975410	
uce-4975	0.916435	
uce-4976	0.977597	
uce-4977	0.905371	
uce-4978	0.919505	
uce-497	0.965181	
uce-4980	0.965398	
uce-4981	0.951493	
uce-4982	0.842105	
uce-4983	0.928131	
uce-4986	0.969052	
uce-4988	0.861183	
uce-4989	0.926916	
uce-4990	0.898000	
uce-4992	0.946708	
uce-4993	0.943442	
uce-4995	0.859275	
uce-4998	0.980519	
uce-4999	0.782278	
uce-499	0.929742	
uce-4	0.935622	
uce-5003	0.897143	
uce-5005	0.969646	
uce-5007	0.844322	
uce-5008	0.972222	
uce-5011	0.968586	
uce-5012	0.908467	
uce-5013	0.950904	
uce-5016	0.922671	
uce-5017	0.871859	
uce-5018	0.922111	
uce-5019	0.892537	
uce-5021	0.978583	
uce-5022	0.963504	
uce-5024	0.905405	
uce-5025	0.789374	
uce-5026	0.979798	
uce-5028	0.906404	
uce-5029	0.972900	
uce-502	0.946396	
uce-5031	0.845771	
uce-5032	0.790353	
uce-5033	0.868009	
uce-5034	0.967123	
uce-5035	0.945205	
uce-5037	0.892216	
uce-5038	0.855508	
uce-5039	0.911573	
uce-5040	0.932653	
uce-5041	0.920195	
uce-5042	0.973154	
uce-5044	0.933002	
uce-5048	0.955860	
uce-5050	0.653920	
uce-5051	0.872928	
uce-5052	0.877119	
uce-5053	0.934383	
uce-5054	0.958333	
uce-5055	0.951782	
uce-5060	0.988304	
uce-5062	0.854406	
uce-5063	0.973134	
uce-5064	0.916667	
uce-5065	0.763265	
uce-5068	0.914062	
uce-5072	0.827011	
uce-5074	0.971554	
uce-5075	0.956743	
uce-5076	0.847162	
uce-5077	0.942387	
uce-507	0.881967	
uce-5080	0.881538	
uce-5083	0.981516	
uce-5084	0.962921	
uce-5085	0.932836	
uce-5086	0.903537	
uce-5087	0.980392	
uce-5090	0.925275	
uce-5091	0.987730	
uce-5092	0.988713	
uce-5093	0.932412	
uce-5095	0.892473	
uce-5096	0.912869	
uce-5097	0.910569	
uce-5098	0.935407	
uce-5099	NA	
uce-5100	0.926045	
uce-5101	0.950690	
uce-5102	0.931354	
uce-5103	0.925595	
uce-5106	0.986547	
uce-5107	0.953317	
uce-5108	NA	
uce-5109	0.796519	
uce-510	0.948430	
uce-5110	0.936803	
uce-5111	0.966292	
uce-5113	0.846547	
uce-5114	0.944972	
uce-5116	0.891960	
uce-5118	0.714640	
uce-5119	0.934469	
uce-511	0.993300	
uce-5120	0.897912	
uce-5123	0.982229	
uce-5125	0.927126	
uce-5129	0.873786	
uce-5130	0.875289	
uce-5132	0.792181	
uce-5133	0.860544	
uce-5135	0.960245	
uce-5137	0.861702	
uce-513	0.926786	
uce-5141	0.842520	
uce-5142	0.960613	
uce-5143	0.911504	
uce-5144	0.949495	
uce-5145	0.918251	
uce-5146	0.912088	
uce-5147	0.966960	
uce-5148	0.811040	
uce-5153	0.910000	
uce-5155	0.979130	
uce-5156	0.867332	
uce-5157	0.960954	
uce-5158	0.994253	
uce-5161	0.921951	
uce-5162	0.869822	
uce-5164	0.987981	
uce-5165	0.988950	
uce-5166	0.986014	
uce-5167	0.972622	
uce-516	0.944035	
uce-5172	0.767578	
uce-5173	0.959402	
uce-5175	0.972350	
uce-5176	0.937729	
uce-5178	0.936795	
uce-5179	0.896104	
uce-517	0.926136	
uce-5181	0.959610	
uce-5182	0.930612	
uce-5183	0.971347	
uce-5185	0.959924	
uce-5186	0.947977	
uce-5187	0.929961	
uce-5188	0.986207	
uce-5189	0.941919	
uce-518	0.951673	
uce-5190	0.966967	
uce-5192	0.968872	
uce-5193	0.967532	
uce-5196	0.889169	
uce-5198	0.948837	
uce-519	1.000000	
uce-5200	0.913607	
uce-5202	0.752535	
uce-5204	0.938375	
uce-5205	0.944563	
uce-5208	0.891026	
uce-520	0.948454	
uce-5210	0.943320	
uce-5211	0.961538	
uce-5214	0.817372	
uce-5215	0.988115	
uce-5216	0.832025	
uce-5218	0.826299	
uce-5219	1.000000	
uce-5221	0.979434	
uce-5222	0.858255	
uce-5223	0.945266	
uce-5224	0.984127	
uce-5225	0.983871	
uce-5228	0.927586	
uce-522	0.952255	
uce-5230	0.766393	
uce-5231	0.917808	
uce-5232	0.919866	
uce-5234	0.910211	
uce-5235	0.933934	
uce-5238	0.979381	
uce-5239	0.980676	
uce-5240	0.854406	
uce-5243	0.893229	
uce-5244	0.970890	
uce-5246	0.927027	
uce-5250	0.976672	
uce-5251	0.950450	
uce-5253	0.948498	
uce-5254	0.983871	
uce-5255	0.975207	
uce-5256	0.923379	
uce-5258	0.936644	
uce-5259	0.946524	
uce-5260	0.943452	
uce-5261	0.977221	
uce-5263	0.883943	
uce-5265	0.907937	
uce-5267	0.845000	
uce-5268	0.923488	
uce-5269	0.976331	
uce-526	0.933898	
uce-5272	0.751663	
uce-5273	0.928571	
uce-5275	0.954041	
uce-5277	NA	
uce-5278	0.896429	
uce-527	0.927046	
uce-5280	0.936102	
uce-5284	0.977337	
uce-5286	0.864376	
uce-5288	0.921569	
uce-5289	0.921260	
uce-528	0.940520	
uce-5290	0.957871	
uce-5291	0.934122	
uce-5292	0.961957	
uce-5293	0.935976	
uce-5294	0.992620	
uce-5295	0.897872	
uce-5296	NA	
uce-5297	0.900161	
uce-529	0.977230	
uce-52	0.988868	
uce-5300	1.000000	
uce-5301	0.966667	
uce-5305	0.932331	
uce-5311	0.979920	
uce-5313	0.890879	
uce-5314	0.951768	
uce-5315	0.982684	
uce-5316	0.803571	
uce-5319	0.864780	
uce-5321	0.926829	
uce-5322	0.919877	
uce-5323	0.957447	
uce-5327	0.833613	
uce-5328	0.976364	
uce-532	0.911475	
uce-5331	0.969349	
uce-5332	0.824597	
uce-5334	0.957143	
uce-533	0.962418	
uce-5340	0.950413	
uce-5343	0.992453	
uce-5344	0.924296	
uce-5345	0.984716	
uce-5346	0.922131	
uce-5347	0.926126	
uce-5348	0.964206	
uce-5349	0.953771	
uce-534	0.910683	
uce-5356	0.769068	
uce-5357	0.994885	
uce-535	0.984127	
uce-5361	0.903614	
uce-5363	1.000000	
uce-5364	0.881356	
uce-5366	0.984190	
uce-5368	0.906764	
uce-5369	0.890671	
uce-5371	1.000000	
uce-5372	0.881607	
uce-5377	0.932660	
uce-5379	0.865934	
uce-5380	0.817978	
uce-5381	0.900356	
uce-5382	0.900943	
uce-5383	0.948087	
uce-5385	0.809019	
uce-5387	0.944123	
uce-538	0.908479	
uce-5390	0.942913	
uce-5391	0.926647	
uce-5392	0.959004	
uce-5393	0.967277	
uce-5394	0.960187	
uce-5395	0.956175	
uce-5396	0.904605	
uce-5397	0.889558	
uce-5399	0.958333	
uce-539	0.945726	
uce-53	0.949721	
uce-5400	0.899606	
uce-5401	0.896936	
uce-5402	0.978182	
uce-5404	0.950382	
uce-5405	0.832500	
uce-5407	0.938294	
uce-5409	0.860825	
uce-540	0.960159	
uce-5410	0.953030	
uce-5411	0.930380	
uce-5412	0.884780	
uce-5415	0.958984	
uce-5416	0.893665	
uce-5418	0.868421	
uce-5419	0.837838	
uce-541	0.872308	
uce-5422	0.928571	
uce-5425	0.973226	
uce-5426	0.873181	
uce-5427	0.951574	
uce-5429	0.966321	
uce-542	0.942434	
uce-5433	0.974771	
uce-5435	0.965116	
uce-5438	0.968531	
uce-5440	0.698391	
uce-5441	0.989691	
uce-5442	0.919118	
uce-5443	0.988971	
uce-5445	0.553150	
uce-5446	0.964230	
uce-5447	0.875527	
uce-544	0.979058	
uce-5450	0.983193	
uce-5451	0.951487	
uce-5453	0.825641	
uce-5456	0.884550	
uce-5457	0.927326	
uce-5459	0.959860	
uce-545	0.983437	
uce-5460	0.836858	
uce-5462	0.793570	
uce-5463	0.944444	
uce-5464	0.941567	
uce-5469	0.915773	
uce-546	0.928144	
uce-5473	0.810017	
uce-5475	0.953704	
uce-5476	0.852564	
uce-5477	0.992095	
uce-5478	0.800000	
uce-5479	0.908665	
uce-547	0.970996	
uce-5480	0.887665	
uce-5481	0.965714	
uce-5483	0.914422	
uce-5487	0.902970	
uce-5489	0.918164	
uce-548	0.936375	
uce-5490	0.951220	
uce-5494	0.994302	
uce-5495	0.829861	
uce-5496	0.955224	
uce-5497	0.981651	
uce-5498	0.927357	
uce-549	0.965398	
uce-54	0.961276	
uce-5500	0.887550	
uce-5502	0.957627	
uce-5505	0.896617	
uce-5508	0.924324	
uce-550	0.964006	
uce-5510	0.935593	
uce-5512	0.901503	
uce-5514	0.919658	
uce-5518	0.900166	
uce-551	0.963585	
uce-5521	0.980247	
uce-5522	0.943396	
uce-5524	0.904070	
uce-5528	0.978339	
uce-5530	0.931034	
uce-5531	0.851312	
uce-5532	0.939189	
uce-5534	0.943359	
uce-5536	0.933140	
uce-5538	0.918095	
uce-5539	0.904762	
uce-553	0.991513	
uce-5541	0.812500	
uce-5542	0.846154	
uce-5543	0.881494	
uce-5548	0.890526	
uce-554	0.916667	
uce-5551	0.869903	
uce-5553	0.932161	
uce-5554	0.963696	
uce-5555	0.898263	
uce-5557	0.941075	
uce-5559	0.954902	
uce-5560	0.946392	
uce-5561	0.884735	
uce-5562	0.979817	
uce-5564	0.898204	
uce-5565	0.925481	
uce-5566	0.942060	
uce-5568	0.953162	
uce-556	0.949580	
uce-5570	0.972644	
uce-5573	0.914149	
uce-5575	0.903084	
uce-5576	0.749529	
uce-5577	0.942966	
uce-5578	0.929952	
uce-5579	0.912879	
uce-557	0.938748	
uce-5580	0.992248	
uce-5581	0.955193	
uce-5582	0.956250	
uce-5584	0.954635	
uce-5586	0.853012	
uce-5588	0.859322	
uce-5589	0.867698	
uce-558	0.954436	
uce-5590	0.884409	
uce-5593	0.912281	
uce-5594	0.938438	
uce-5595	0.725806	
uce-5596	0.875546	
uce-5597	0.851406	
uce-5598	0.918740	
uce-5599	0.868762	
uce-55	0.827703	
uce-5600	0.956604	
uce-5601	0.945770	
uce-5602	0.776812	
uce-5604	1.000000	
uce-5606	0.820968	
uce-5607	0.977477	
uce-5609	0.765018	
uce-560	0.909091	
uce-5611	0.901141	
uce-5615	0.887681	
uce-5619	0.975556	
uce-561	0.944245	
uce-5623	0.933054	
uce-5625	0.982456	
uce-5626	0.900147	
uce-5627	0.922222	
uce-5629	0.947439	
uce-5630	0.940860	
uce-5632	0.863551	
uce-5634	0.936000	
uce-5635	0.992537	
uce-5636	0.938865	
uce-5637	0.894855	
uce-5638	0.981670	
uce-5639	0.862637	
uce-5640	0.922509	
uce-5642	0.903537	
uce-5645	0.960100	
uce-5646	0.990654	
uce-5647	0.963570	
uce-5649	0.898897	
uce-564	0.995480	
uce-5651	0.896328	
uce-5652	0.986631	
uce-5653	0.989097	
uce-5657	0.975610	
uce-5659	0.976311	
uce-5660	0.897281	
uce-5661	0.896389	
uce-5663	0.922297	
uce-5664	0.932632	
uce-5667	1.000000	
uce-5671	0.883764	
uce-5672	0.864807	
uce-5673	0.949785	
uce-5675	0.902640	
uce-5676	1.000000	
uce-5677	0.951338	
uce-5678	0.965591	
uce-5679	0.935657	
uce-5680	0.836538	
uce-5681	0.894330	
uce-5682	0.950000	
uce-5683	0.897196	
uce-5684	0.885362	
uce-5688	NA	
uce-5689	0.975232	
uce-568	0.944196	
uce-5690	0.896970	
uce-5692	NA	
uce-5693	0.949367	
uce-5694	0.936709	
uce-5696	0.806383	
uce-5697	0.969565	
uce-5699	0.875433	
uce-5700	0.991561	
uce-5701	0.871345	
uce-5702	0.870787	
uce-5704	0.851948	
uce-5705	0.926335	
uce-5707	0.939959	
uce-5708	0.744681	
uce-5709	0.944700	
uce-570	0.974138	
uce-5710	0.922876	
uce-5713	0.957295	
uce-5716	0.878837	
uce-5719	0.990909	
uce-571	0.897866	
uce-5720	1.000000	
uce-5721	0.972509	
uce-5722	0.949254	
uce-5724	0.988764	
uce-5727	0.828526	
uce-5730	0.886940	
uce-5732	0.892100	
uce-5733	0.945455	
uce-5734	0.959633	
uce-5735	0.946746	
uce-5736	0.926829	
uce-5737	0.825103	
uce-5739	0.920200	
uce-573	0.977591	
uce-5743	0.987055	
uce-5745	0.864815	
uce-574	0.914616	
uce-5751	0.892857	
uce-5752	0.952991	
uce-5754	0.972789	
uce-5755	0.963768	
uce-5756	0.839721	
uce-5757	0.982507	
uce-5758	0.753769	
uce-5759	0.949248	
uce-575	NA	
uce-5761	0.892720	
uce-5763	0.892797	
uce-5766	0.994413	
uce-5769	0.971989	
uce-5771	0.929078	
uce-5772	0.921986	
uce-5773	0.894382	
uce-5774	0.957219	
uce-5775	0.990937	
uce-5777	0.870270	
uce-5779	0.854127	
uce-5781	0.929360	
uce-5782	0.913118	
uce-5783	0.907303	
uce-5786	0.961224	
uce-5788	0.877358	
uce-5789	0.938190	
uce-5792	0.980247	
uce-5795	1.000000	
uce-5796	0.966752	
uce-5797	0.974499	
uce-5801	0.918465	
uce-5803	0.955224	
uce-5804	1.000000	
uce-5805	0.848361	
uce-5806	0.933673	
uce-5808	0.975369	
uce-5810	0.890756	
uce-5811	0.953092	
uce-5812	0.943925	
uce-5816	0.951641	
uce-5817	0.965235	
uce-5820	0.744409	
uce-5821	0.817204	
uce-5822	0.983425	
uce-5824	0.990698	
uce-5825	0.930502	
uce-5827	0.941032	
uce-5829	0.973747	
uce-5830	0.959494	
uce-5832	0.936772	
uce-5834	0.919847	
uce-5836	0.893694	
uce-5837	0.984772	
uce-5839	0.944251	
uce-583	0.965753	
uce-5840	0.963446	
uce-5842	0.857380	
uce-5845	0.938406	
uce-5846	0.955882	
uce-5847	0.890034	
uce-5849	0.900285	
uce-5851	0.843629	
uce-5852	0.807692	
uce-5853	0.944615	
uce-5855	0.903640	
uce-5856	0.792453	
uce-5857	0.835381	
uce-5859	0.933131	
uce-5860	0.893092	
uce-5861	0.923963	
uce-5862	0.932836	
uce-5864	0.891534	
uce-5865	0.962704	
uce-5866	0.759013	
uce-5869	0.761518	
uce-5871	0.938172	
uce-5872	0.959641	
uce-5873	0.978558	
uce-5874	0.910420	
uce-5878	0.988571	
uce-5879	0.975285	
uce-587	0.961083	
uce-5880	0.938242	
uce-5882	0.882222	
uce-5883	1.000000	
uce-5886	0.882149	
uce-5889	0.939925	
uce-5893	0.856383	
uce-5895	0.960684	
uce-5898	0.964119	
uce-5899	0.976035	
uce-589	0.930769	
uce-5901	0.807080	
uce-5902	0.863363	
uce-5903	0.845238	
uce-5904	0.961890	
uce-5905	0.920068	
uce-5906	1.000000	
uce-590	0.956250	
uce-5910	0.928409	
uce-5912	1.000000	
uce-5914	0.965293	
uce-5915	0.962775	
uce-5916	0.979487	
uce-5917	0.979899	
uce-5918	0.974026	
uce-5919	0.850394	
uce-591	0.942598	
uce-5920	0.876744	
uce-5921	0.968203	
uce-5922	0.897384	
uce-5923	0.925620	
uce-5924	0.846734	
uce-5925	0.956311	
uce-5927	0.926941	
uce-5928	0.904924	
uce-5930	0.969965	
uce-5932	0.969521	
uce-5933	0.954918	
uce-5934	0.979472	
uce-5936	0.957356	
uce-5937	0.950855	
uce-5942	0.961749	
uce-5943	0.916488	
uce-5947	0.987768	
uce-5948	0.884034	
uce-5951	0.975089	
uce-5952	0.959215	
uce-5953	0.911488	
uce-5954	0.811688	
uce-5955	0.765133	
uce-5956	0.910294	
uce-5961	0.916473	
uce-5964	0.973262	
uce-5966	0.987179	
uce-5968	0.896811	
